"terms";"clusters"
"#-accomplished";17
"#-awake";133
"#-bad";104
"#-certain";7
"#-curious";55
"#-extraordinary";29
"#-fine";29
"#-good";73
"#-little";101
"#-pleased";83
"#-rich";48
"#-strong";108
"#-troubled";127
"#-upset";95
"abusive";108
"accomplished";67
"active";11
"admirable";44
"adventurous";19
"affectionate";105
"afraid";1
"aggravating";70
"agreeable";69
"alone";106
"amusing";123
"angry";89
"anxious";125
"appealing";35
"argumentative";76
"artificial";61
"ashamed";43
"attentive";76
"awake";28
"awful";112
"awkward";93
"bad";113
"bashful";91
"beautiful";9
"big";115
"bitter";40
"blind";43
"bold";129
"brave";23
"bright";58
"brilliant";117
"busy";26
"calm";93
"capable";6
"careful";78
"careless";66
"casual";110
"cautious";34
"certain";140
"charming";28
"cheap";43
"cheerful";69
"childish";47
"chubby";31
"clean";32
"clever";65
"clumsy";127
"cold";22
"comfortable";9
"comical";68
"compassionate";138
"competent";75
"complicated";60
"concerned";48
"confident";122
"confused";143
"conscientious";52
"considerate";123
"consistent";37
"cool";64
"courteous";90
"crazy";82
"critical";68
"cruel";129
"curious";124
"dangerous";71
"daring";29
"decent";114
"defensive";145
"delighted";98
"delightful";124
"dependent";5
"depressed";2
"desirable";10
"determined";107
"devoted";42
"difficult";3
"direct";118
"disabled";136
"disappointed";117
"disgusting";16
"dishonest";45
"distinguished";50
"disturbed";45
"dumb";132
"eager";10
"effective";94
"efficient";110
"elderly";51
"embarrassed";46
"embarrassing";123
"encouraged";17
"encouraging";8
"energetic";54
"entertaining";95
"enthusiastic";141
"evil";88
"excellent";58
"excited";15
"exciting";107
"exhausted";11
"experienced";119
"expressive";56
"extraordinary";116
"fair";106
"faithful";15
"familiar";111
"famous";34
"fascinating";110
"fat";20
"feminine";40
"fine";22
"firm";111
"foolish";103
"forgiving";2
"fortunate";64
"friendly";112
"frightening";62
"funny";65
"furious";50
"generous";2
"gentle";49
"genuine";100
"gifted";83
"glad";125
"good";92
"gorgeous";104
"graceful";44
"gracious";103
"grateful";96
"great";92
"greedy";121
"handsome";26
"happy";22
"hard";69
"harmless";130
"healthy";81
"helpless";81
"honest";137
"hopeful";8
"hostile";102
"humorous";143
"ignorant";16
"impatient";73
"important";125
"impressive";18
"independent";38
"inexperienced";121
"influential";94
"innocent";105
"insane";21
"insulting";145
"intellectual";91
"intelligent";91
"interested";111
"interesting";51
"irritable";119
"jealous";109
"joyful";80
"kind";126
"lazy";117
"liberal";144
"little";92
"lively";32
"lonely";15
"lonesome";135
"loud";139
"lovely";63
"loyal";2
"lucky";4
"mean";13
"modest";99
"moody";77
"muscular";61
"natural";58
"neat";114
"needy";81
"negative";27
"neglected";55
"nervous";126
"nice";1
"noisy";54
"obnoxious";84
"observant";145
"offensive";145
"old";92
"open";22
"ordinary";69
"original";34
"passionate";65
"pathetic";57
"patient";35
"peaceful";128
"persuasive";46
"plain";105
"playful";85
"pleasant";20
"pleased";120
"pleasing";79
"polite";66
"poor";22
"popular";33
"positive";138
"powerful";42
"practical";79
"prejudiced";108
"pretty";9
"private";140
"productive";102
"professional";30
"prominent";55
"prompt";74
"proper";106
"prosperous";48
"proud";72
"punctual";128
"quiet";116
"reasonable";43
"rebellious";134
"reckless";77
"relaxed";8
"religious";121
"remarkable";125
"respectable";96
"respected";73
"respectful";87
"responsible";67
"rich";69
"ridiculous";100
"romantic";63
"rough";12
"rude";88
"sad";25
"sarcastic";76
"satisfied";89
"seductive";2
"selfish";118
"sensible";41
"sensitive";82
"sentimental";142
"serious";56
"shallow";86
"short";24
"sincere";133
"skilled";80
"skinny";121
"sleepy";34
"slim";87
"sloppy";61
"smart";30
"social";99
"spontaneous";80
"stable";60
"straightforward";59
"strange";140
"strict";68
"strong";140
"stupid";13
"successful";65
"superstitious";97
"surprised";105
"suspicious";34
"sweet";39
"sympathetic";136
"talented";62
"talkative";54
"tall";69
"terrible";96
"terrific";144
"thin";49
"thorough";62
"thoughtful";96
"thoughtless";131
"tiny";47
"tired";115
"tough";37
"troubled";44
"uncomfortable";137
"ungraceful";108
"unhappy";3
"unlucky";14
"unreasonable";74
"unusual";36
"useful";96
"valuable";11
"violent";124
"warm";125
"weak";53
"well";54
"wise";126
"wonderful";114
"worthy";49
"young";92
"youthful";19
