"terms";"clusters"
"#-fair";9
"#-professional";10
"afraid";2
"amazing";6
"bad";1
"beautiful";11
"blind";3
"bold";1
"bright";11
"capable";6
"careful";10
"certain";4
"cheerful";1
"cold";2
"comfortable";8
"compassionate";2
"courteous";11
"curious";7
"decent";9
"delightful";1
"devoted";7
"difficult";8
"disappointed";4
"entertaining";7
"excellent";9
"expressive";1
"fair";4
"familiar";10
"fascinating";8
"friendly";4
"generous";10
"gentle";5
"glad";8
"good";3
"gracious";2
"great";3
"handsome";10
"hard";4
"honest";9
"interesting";8
"liberal";5
"little";3
"lovely";1
"natural";7
"neat";1
"old";3
"open";11
"original";11
"plain";5
"pleasant";1
"polite";5
"poor";3
"popular";8
"pretty";1
"proud";11
"quiet";9
"rich";2
"ridiculous";10
"secure";7
"short";11
"sloppy";11
"spontaneous";7
"strange";8
"strong";7
"surprised";1
"thankful";2
"thoughtful";10
"useful";6
"weak";1
"worthy";5
"young";3
"unusual";10
"wonderful";6
"violent";7
