"terms";"clusters"
"#-bad";62
"#-beautiful";50
"#-little";7
"#-poor";23
"#-satisfied";10
"abusive";3
"accomplished";24
"admirable";24
"affectionate";93
"afraid";38
"agreeable";65
"alone";76
"amazing";7
"ambitious";5
"amusing";21
"angry";95
"anxious";73
"artificial";98
"ashamed";25
"attentive";32
"attractive";39
"awake";20
"awful";49
"awkward";52
"bad";71
"bashful";35
"beautiful";102
"bitter";57
"blind";14
"bold";69
"brilliant";106
"busy";94
"calm";70
"capable";2
"careful";33
"careless";82
"certain";46
"charming";99
"cheap";34
"cheerful";93
"clever";15
"cold";108
"comfortable";56
"compassionate";43
"concerned";93
"confident";22
"confused";2
"considerate";12
"cool";17
"corrupt";74
"courteous";9
"crazy";9
"creative";26
"critical";83
"cruel";61
"curious";104
"dangerous";80
"daring";105
"delighted";102
"delightful";90
"dependent";91
"desirable";5
"determined";42
"devoted";20
"difficult";38
"direct";100
"disappointed";83
"disrespectful";70
"distinguished";33
"disturbed";58
"dumb";21
"eager";79
"elderly";88
"embarrassed";2
"embarrassing";83
"entertaining";32
"evil";89
"excellent";79
"excited";15
"exciting";85
"exhausted";43
"expressive";82
"extraordinary";81
"fair";75
"faithful";4
"familiar";82
"famous";34
"fascinating";30
"fat";31
"feminine";53
"fine";55
"firm";45
"foolish";42
"forgetful";34
"fortunate";102
"forward";74
"friendly";3
"funny";53
"furious";70
"generous";103
"gentle";77
"genuine";29
"glad";48
"good";11
"graceful";39
"gracious";41
"grateful";96
"great";11
"grumpy";53
"handsome";82
"happy";25
"hard";108
"healthy";44
"helpless";93
"honest";10
"hopeful";98
"ignorant";76
"impatient";108
"important";66
"inconsiderate";83
"independent";58
"inexperienced";22
"innocent";90
"intelligent";50
"interested";1
"interesting";18
"irritated";80
"joyful";41
"kind";47
"liberal";44
"little";107
"lively";37
"lonesome";23
"loud";71
"lovely";102
"mature";24
"mean";86
"modest";99
"natural";63
"negative";84
"nervous";59
"nice";40
"noisy";44
"offensive";97
"old";25
"open";71
"passionate";110
"pathetic";74
"patient";68
"peaceful";87
"plain";109
"pleasant";72
"pleased";25
"pleasing";7
"polite";2
"poor";48
"powerful";30
"prejudiced";7
"pretty";81
"private";54
"productive";90
"proper";13
"proud";79
"quiet";75
"reasonable";31
"remarkable";24
"respectable";72
"respected";29
"respectful";92
"responsible";68
"rich";78
"ridiculous";71
"romantic";8
"rude";67
"sad";32
"sarcastic";21
"satisfied";76
"secure";6
"sensible";103
"sentimental";98
"serious";46
"short";48
"shy";5
"sincere";36
"slender";58
"smart";37
"sociable";30
"social";62
"strange";61
"strict";28
"strong";47
"stupid";1
"successful";6
"surprised";48
"sweet";76
"talkative";57
"tall";106
"terrible";101
"terrific";78
"thankful";64
"thoughtful";19
"thoughtless";27
"tired";81
"uncomfortable";60
"uneducated";51
"unhappy";16
"unlucky";19
"unusual";97
"useful";49
"violent";38
"warm";19
"weak";103
"wealthy";68
"well";20
"witty";58
"wonderful";52
"worthy";66
"young";107
"suspicious";23
"unreasonable";21
"youthful";68
