"MR2";"MR1";"MR3"
"#-comfortable";-0.0180607745152867;0.0010452537533038;0.28692258755533
"#-fair";-0.131187705445271;0.248231803300264;0.261248985254046
"#-married";0.154185031826017;0.0306695965304332;-0.0112988794868338
"#-worth";0.130045855175692;-0.0515522152836881;0.0718601163114638
"accomplished";0.124289391160716;0.247050262966129;0.100909680785306
"afraid";0.0848599559546693;0.440989371761874;0.299789959464828
"amusing";-0.010498966858756;0.191771730807767;0.214939153589767
"beautiful";0.0549059913603929;-0.0986046343740482;0.0973135990873498
"brave";-0.0156968793884437;0.684216581892355;-0.218509699881474
"calm";0.114992097198267;0.0688693167965355;0.120035786225707
"capable";0.590057720188323;-0.173211617442644;-0.172408278303054
"careful";0.0519964567747778;0.69581398720882;0.223531602001197
"cautious";0.160616425141554;-0.188393400115584;-0.0306897756832599
"charitable";0.153407256649736;-0.32756020943119;-0.0426359368674706
"cheerful";0.395922311377951;0.177680017028455;0.347479629657193
"clever";0.330065973899898;0.151361864787819;0.272574992380663
"comfortable";0.0341406269959582;0.400992856503423;0.330210481522738
"compassionate";-0.0366019999869082;-0.0157952405698933;0.546268444528728
"confident";0.705932318466281;0.0126624028309351;-0.170134586965671
"cruel";0.257026627640659;0.243587367187872;0.0710548810381329
"curious";0.126789272362383;0.0875759696352903;0.0501284215465989
"dangerous";0.584977113896114;0.0105207082327317;0.0494195997192081
"delicate";0.464897331379423;-0.210818837225891;0.107678334657272
"delicious";0.0530191498380536;0.0193307234686414;-0.105437402820529
"delight";-0.0366019999869082;-0.0157952405698933;0.546268444528727
"delighted";0.120121921696025;0.551052675011805;0.0520723240419071
"delightful";0.17825280925196;-0.0477093233448044;0.488846393946471
"determined";0.460632028289348;0.0734959762022386;0.135444873464689
"direct";-0.0560490312976195;0.179385594029632;0.284187516587924
"encouraging";0.214271344597539;0.199368745226761;-0.0319025174611786
"entertaining";-0.0896821483895009;0.126711319143872;0.606644039382117
"expensive";-0.00109705136566009;-0.0539148303277593;0.605735929862222
"extraordinary";0.162658511750118;0.240686690907817;0.576264774098591
"extreme";0.28991188300811;-0.138202545696669;0.0501346687827776
"fair";0.516146345276734;0.27403805941449;0.072907156344646
"faithful";0.201494011695505;-0.0968886963739905;-0.00986213608983509
"familiar";0.212250894729787;0.175328871295222;0.0108560576796189
"famous";-0.0156968793884436;0.684216581892355;-0.218509699881474
"fancy";-0.0365615578614347;0.0703671392300946;0.369760866283529
"free";0.0433119346171355;0.771223025560509;0.0380368337247535
"friendly";-0.0216178767174438;0.183281908655192;0.479076597994189
"generous";0.218464557730992;-0.0247268091786012;0.0764544542227056
"gentle";0.592029067539511;-0.141942969032868;0.205248320656275
"graceful";-0.13118770544527;0.248231803300264;0.261248985254045
"greatest";0.00278797868769615;0.359921239813017;0.475019213664797
"happier";0.393772630688396;0.112013717859318;-0.00649459209442295
"honest";0.272122687118772;-0.320915515726773;-0.0471627456886333
"humble";0.212717351021137;0.0431191091104787;0.19809663130208
"improper";0.750786366785388;0.0326707273825742;-0.219569134556986
"independent";0.440781690569341;-0.319596357951898;-0.0406549976733239
"intelligent";-0.0392173738456092;0.148271537482849;0.528062312635079
"interesting";0.350697786802086;0.0106334494514959;0.313909646441443
"liberal";0.00617376575204354;0.792475903421272;0.0949591469854444
