"MR3";"MR1";"MR2";"MR4"
"#-clever";-0.0137501419804716;0.0493447764881541;0.164034564981575;0.266426676634053
"#-united";0.0460059807258645;0.219205008460402;0.059110574117979;-0.173859551495888
"#-worth";0.302877632755139;0.141926528732234;0.0310701359805204;0.509888629786249
"accomplished";-0.0451482485999035;0.0406547192879889;0.0196840759894708;0.668327229771088
"accustomed";0.0640289833189614;0.121985984596191;-0.0341054143909163;0.181540620316691
"amusing";-0.0128569583487605;0.0134057172190489;0.013444962952184;-0.101508899378272
"beautiful";0.427447377759231;0.258764240096027;0.185635338351059;0.281558350950309
"calm";0.221025359803177;-0.159547982709797;0.43625712081644;-0.0154649554264961
"capable";0.331415347955763;0.600627603418199;0.0998372754866392;0.0885933809327964
"careful";0.183669413775933;-0.133297274958411;0.0911205356395331;0.575273451003161
"cautious";0.253221231555059;0.615372362740147;0.14199436909894;0.0756332545741476
"cheerful";0.00908271141923833;0.424357932402976;0.189412821144304;-0.176164203083149
"clever";0.618062132939331;0.290185215375861;-0.118940949070152;-0.267600389190753
"comfortable";0.49125825119288;0.449213587205553;-0.0275338229193667;-0.0903814901922533
"compassionate";0.136304840236221;0.0747293517925994;-0.0899592240180919;-0.310578668403357
"confident";0.425079801810219;-0.00309124435179575;0.0236942022663059;0.0537928700818337
"creative";0.00356594893350939;-0.139737858705612;0.0289944875819044;0.0980864477885109
"cruel";0.262219499261323;0.46017000671855;-0.011192860618659;0.0839017673899971
"curious";0.14971412653463;0.502461962304896;0.173820275674429;0.121833926639635
"dangerous";-0.174195505989492;0.225634403692913;0.479917581369302;-0.0615915902124666
"daring";-0.0496190111183853;0.0861343535439263;0.273568483868781;0.31109724759033
"delicate";0.37624173270068;0.127312250554914;-0.0476175741932188;-0.186800630272641
"delicious";0.409677996175449;0.219358319025946;-0.126166983106809;0.180132233687675
"delight";0.0168745835202175;0.160933516657518;0.242690959691503;0.134841716570351
"delighted";0.0786136773668595;0.581518340559228;0.372008994810146;0.249372247600102
"delightful";0.518611585626998;0.234892676400935;0.293656172634676;0.285797674668868
"determined";0.0140606915070957;0.264564244655865;0.700299274150657;-0.0389959013222093
"direct";0.308658023009222;0.044646537968084;0.0139643665114302;0.0750151072079404
"encouraged";-0.00918148835093806;-0.0969980285302243;0.0674054926454752;0.162252740992027
"encouraging";0.521737171832152;0.037135839032762;-0.0479525223526993;-0.181934987134533
"energetic";-0.0896594430019355;0.332796618857181;-0.0865158008877744;0.00103228998289577
"exciting";0.00571265067707709;-0.146635483297669;0.646340905484057;0.0282578793004129
"extraordinary";0.231785435764793;0.244123508333873;0.569094633571506;0.150514718255661
"extreme";-0.0486152066948452;-0.0119920190580403;0.676621982452033;0.138790496360889
"fair";0.336900039515855;0.445557170490789;0.249668366954956;0.066392353594994
"faithful";0.21177817644494;-0.0038774203956518;0.025159347231291;0.204334031448696
"familiar";0.124540687482941;0.263449501720507;0.123305241486532;-0.100897675785591
"fancy";0.473468713884795;0.17565361700687;-0.0392214542570698;0.197697042204609
"free";0.364312352640323;-0.039331583604084;0.0662899652027131;-0.126964393218553
