"","Words","count.present","Emma","Mansfield Park","Northanger Abbey","Persuasion","Pride and Prejudice","Sense and Sensibility"
"195","productive",4,1,0,1,0,1,1
"196","rough",4,1,1,0,1,1,0
"197","spontaneous",4,1,1,0,1,0,1
"198","unemployed",4,1,1,0,1,0,1
"199","youthful",4,1,0,1,1,0,1
"200","considerate",3,1,1,0,0,0,1
"201","courteous",3,0,1,0,1,1,0
"202","elderly",3,1,0,0,0,1,1
"203","embarrassing",3,1,1,1,0,0,0
"204","encouraged",3,1,0,0,0,1,1
"205","fat",3,0,1,0,1,0,1
"206","feminine",3,1,1,0,0,0,1
"207","harmless",3,1,0,1,0,0,1
"208","intellectual",3,1,1,1,0,0,0
"209","irritated",3,0,1,1,0,0,1
"210","lazy",3,1,1,1,0,0,0
"211","lonely",3,1,1,1,0,0,0
"212","mature",3,0,0,1,1,1,0
"213","mean",3,0,1,0,0,1,1
"214","observant",3,1,0,0,1,0,1
"215","offensive",3,0,1,0,1,1,0
"216","pathetic",3,0,1,0,1,1,0
"217","patient",3,1,0,1,1,0,0
"218","prejudiced",3,1,1,0,0,0,1
"219","prompt",3,1,0,0,1,1,0
"220","religious",3,0,1,1,1,0,0
"221","respected",3,0,1,0,0,1,1
"222","sarcastic",3,1,1,0,0,1,0
"223","sympathetic",3,0,1,1,1,0,0
"224","terrific",3,0,1,1,0,1,0
"225","unfriendly",3,1,1,1,0,0,0
"226","wealthy",3,0,0,1,1,0,1
"227","witty",3,1,0,0,0,1,1
"228","alert",2,1,1,0,0,0,0
"229","ambitious",2,0,1,0,1,0,0
"230","bashful",2,0,0,0,0,1,1
"231","clean",2,1,0,1,0,0,0
"232","competent",2,1,1,0,0,0,0
"233","conceited",2,1,0,0,0,1,0
"234","daring",2,0,1,0,0,1,0
"235","depressed",2,1,0,0,0,1,0
"236","disturbed",2,0,0,0,0,1,1
"237","energetic",2,1,0,0,0,1,0
"238","exhausted",2,1,0,0,0,1,0
"239","experienced",2,0,0,1,1,0,0
"240","forgetful",2,0,1,0,1,0,0
"241","forward",2,0,1,0,1,0,0
"242","hopeful",2,0,1,1,0,0,0
"243","inconsiderate",2,1,1,0,0,0,0
"244","inexperienced",2,0,1,0,0,0,1
"245","involved",2,0,1,0,0,0,1
"246","professional",2,1,1,0,0,0,0
"247","prominent",2,1,1,0,0,0,0
"248","sentimental",2,0,0,1,1,0,0
"249","sociable",2,0,1,0,0,0,1
"250","spoiled",2,1,1,0,0,0,0
"251","stubborn",2,0,0,1,0,0,1
"252","talkative",2,1,1,0,0,0,0
"253","terrible",2,0,1,0,0,0,1
"254","unfair",2,1,0,0,0,0,1
"255","abusive",1,0,0,0,0,1,0
"256","adventurous",1,1,0,0,0,0,0
"257","annoyed",1,0,0,0,0,1,0
"258","argumentative",1,1,0,0,0,0,0
"259","arrogant",1,0,0,0,0,1,0
"260","brave",1,0,0,0,1,0,0
"261","casual",1,0,0,0,0,1,0
"262","clumsy",1,0,0,0,1,0,0
"263","complicated",1,0,0,0,0,0,1
"264","courageous",1,1,0,0,0,0,0
"265","creative",1,0,0,0,0,1,0
"266","disabled",1,0,0,0,1,0,0
"267","enthusiastic",1,0,0,0,0,0,1
"268","fascinating",1,0,0,0,0,0,1
"269","forgiving",1,1,0,0,0,0,0
"270","frightening",1,0,0,1,0,0,0
"271","furious",1,0,0,1,0,0,0
"272","gifted",1,0,0,0,1,0,0
"273","greedy",1,0,0,1,0,0,0
"274","hostile",1,0,0,0,0,0,1
"275","humorous",1,0,1,0,0,0,0
"276","impolite",1,1,0,0,0,0,0
"277","impressive",1,0,0,0,0,1,0
"278","incompetent",1,0,1,0,0,0,0
"279","indecisive",1,0,0,0,1,0,0
"280","insane",1,1,0,0,0,0,0
"281","loyal",1,0,1,0,0,0,0
"282","passionate",1,0,0,0,0,0,1
"283","persuasive",1,0,1,0,0,0,0
"284","practical",1,0,1,0,0,0,0
"285","responsible",1,0,0,0,1,0,0
"286","sensitive",1,0,0,0,0,0,1
"287","shallow",1,0,0,1,0,0,0
"288","slender",1,0,0,0,1,0,0
"289","straightforward",1,1,0,0,0,0,0
"290","tough",1,0,1,0,0,0,0
"291","traditional",1,0,0,1,0,0,0
"292","ungraceful",1,0,0,1,0,0,0
"293","wasteful",1,0,1,0,0,0,0
"294","adorable",0,0,0,0,0,0,0
"295","aggravating",0,0,0,0,0,0,0
"296","aggressive",0,0,0,0,0,0,0
"297","alcoholic",0,0,0,0,0,0,0
"298","annoying",0,0,0,0,0,0,0
"299","appealing",0,0,0,0,0,0,0
"300","appreciated",0,0,0,0,0,0,0
"301","appreciative",0,0,0,0,0,0,0
"302","artistic",0,0,0,0,0,0,0
"303","assertive",0,0,0,0,0,0,0
"304","athletic",0,0,0,0,0,0,0
"305","average",0,0,0,0,0,0,0
"306","awesome",0,0,0,0,0,0,0
"307","believable",0,0,0,0,0,0,0
"308","big",0,0,0,0,0,0,0
"309","bored",0,0,0,0,0,0,0
"310","boring",0,0,0,0,0,0,0
"311","bossy",0,0,0,0,0,0,0
"312","businesslike",0,0,0,0,0,0,0
"313","carefree",0,0,0,0,0,0,0
"314","caring",0,0,0,0,0,0,0
"315","childish",0,0,0,0,0,0,0
"316","chubby",0,0,0,0,0,0,0
"317","closed-minded",0,0,0,0,0,0,0
"318","cocky",0,0,0,0,0,0,0
"319","colorful",0,0,0,0,0,0,0
"320","comical",0,0,0,0,0,0,0
"321","competitive",0,0,0,0,0,0,0
"322","complaining",0,0,0,0,0,0,0
"323","compulsive",0,0,0,0,0,0,0
"324","confusing",0,0,0,0,0,0,0
"325","conservative",0,0,0,0,0,0,0
"326","constructive",0,0,0,0,0,0,0
"327","controlling",0,0,0,0,0,0,0
"328","controversial",0,0,0,0,0,0,0
"329","cooperative",0,0,0,0,0,0,0
"330","corrupt",0,0,0,0,0,0,0
"331","crabby",0,0,0,0,0,0,0
"332","cranky",0,0,0,0,0,0,0
"333","crazy",0,0,0,0,0,0,0
"334","cute",0,0,0,0,0,0,0
"335","dedicated",0,0,0,0,0,0,0
"336","defensive",0,0,0,0,0,0,0
"337","demanding",0,0,0,0,0,0,0
"338","democratic",0,0,0,0,0,0,0
"339","dependable",0,0,0,0,0,0,0
"340","dishonest",0,0,0,0,0,0,0
"341","disobedient",0,0,0,0,0,0,0
"342","disorganized",0,0,0,0,0,0,0
"343","dominant",0,0,0,0,0,0,0
"344","down-to-earth",0,0,0,0,0,0,0
"345","dumb",0,0,0,0,0,0,0
"346","easygoing",0,0,0,0,0,0,0
"347","educated",0,0,0,0,0,0,0
"348","effective",0,0,0,0,0,0,0
"349","efficient",0,0,0,0,0,0,0
"350","emotional",0,0,0,0,0,0,0
"351","employed",0,0,0,0,0,0,0
"352","ethical",0,0,0,0,0,0,0
"353","exceptional",0,0,0,0,0,0,0
"354","flexible",0,0,0,0,0,0,0
"355","frustrated",0,0,0,0,0,0,0
"356","frustrating",0,0,0,0,0,0,0
"357","funny",0,0,0,0,0,0,0
"358","giving",0,0,0,0,0,0,0
"359","glamorous",0,0,0,0,0,0,0
"360","good-for-nothing",0,0,0,0,0,0,0
"361","good-humored",0,0,0,0,0,0,0
"362","good-looking",0,0,0,0,0,0,0
"363","good-natured",0,0,0,0,0,0,0
"364","gorgeous",0,0,0,0,0,0,0
"365","grouchy",0,0,0,0,0,0,0
"366","grumpy",0,0,0,0,0,0,0
"367","handicapped",0,0,0,0,0,0,0
"368","hard-working",0,0,0,0,0,0,0
"369","heartbroken",0,0,0,0,0,0,0
"370","helpful",0,0,0,0,0,0,0
"371","hilarious",0,0,0,0,0,0,0
"372","homeless",0,0,0,0,0,0,0
"373","hot-tempered",0,0,0,0,0,0,0
"374","humiliated",0,0,0,0,0,0,0
"375","idealistic",0,0,0,0,0,0,0
"376","imaginative",0,0,0,0,0,0,0
"377","immature",0,0,0,0,0,0,0
"378","impulsive",0,0,0,0,0,0,0
"379","influential",0,0,0,0,0,0,0
"380","informal",0,0,0,0,0,0,0
"381","insecure",0,0,0,0,0,0,0
"382","insensitive",0,0,0,0,0,0,0
"383","insulting",0,0,0,0,0,0,0
"384","intimidating",0,0,0,0,0,0,0
"385","irresponsible",0,0,0,0,0,0,0
"386","irritating",0,0,0,0,0,0,0
"387","kind-hearted",0,0,0,0,0,0,0
"388","knowledgeable",0,0,0,0,0,0,0
"389","laid-back",0,0,0,0,0,0,0
"390","laughing",0,0,0,0,0,0,0
"391","level-headed",0,0,0,0,0,0,0
"392","likeable",0,0,0,0,0,0,0
"393","logical",0,0,0,0,0,0,0
"394","lonesome",0,0,0,0,0,0,0
"395","lovable",0,0,0,0,0,0,0
"396","loving",0,0,0,0,0,0,0
"397","masculine",0,0,0,0,0,0,0
"398","materialistic",0,0,0,0,0,0,0
"399","messy",0,0,0,0,0,0,0
"400","middle-aged",0,0,0,0,0,0,0
"401","middle-class",0,0,0,0,0,0,0
"402","moody",0,0,0,0,0,0,0
"403","motherly",0,0,0,0,0,0,0
"404","muscular",0,0,0,0,0,0,0
"405","naive",0,0,0,0,0,0,0
"406","narrow-minded",0,0,0,0,0,0,0
"407","needy",0,0,0,0,0,0,0
"408","neglected",0,0,0,0,0,0,0
"409","neighborly",0,0,0,0,0,0,0
"410","normal",0,0,0,0,0,0,0
"411","nosy",0,0,0,0,0,0,0
"412","obnoxious",0,0,0,0,0,0,0
"413","obsessive",0,0,0,0,0,0,0
"414","old-fashioned",0,0,0,0,0,0,0
"415","open-minded",0,0,0,0,0,0,0
"416","opinionated",0,0,0,0,0,0,0
"417","optimistic",0,0,0,0,0,0,0
"418","organized",0,0,0,0,0,0,0
"419","outgoing",0,0,0,0,0,0,0
"420","outspoken",0,0,0,0,0,0,0
"421","outstanding",0,0,0,0,0,0,0
"422","overrated",0,0,0,0,0,0,0
"423","overworked",0,0,0,0,0,0,0
"424","peaceful",0,0,0,0,0,0,0
"425","perceptive",0,0,0,0,0,0,0
"426","persistent",0,0,0,0,0,0,0
"427","phony",0,0,0,0,0,0,0
"428","possessive",0,0,0,0,0,0,0
"429","predictable",0,0,0,0,0,0,0
"430","preoccupied",0,0,0,0,0,0,0
"431","presentable",0,0,0,0,0,0,0
"432","procrastinating",0,0,0,0,0,0,0
"433","protective",0,0,0,0,0,0,0
"434","radical",0,0,0,0,0,0,0
"435","realistic",0,0,0,0,0,0,0
"436","rebellious",0,0,0,0,0,0,0
"437","reckless",0,0,0,0,0,0,0
"438","relaxed",0,0,0,0,0,0,0
"439","reliable",0,0,0,0,0,0,0
"440","resourceful",0,0,0,0,0,0,0
"441","retarded",0,0,0,0,0,0,0
"442","rowdy",0,0,0,0,0,0,0
"443","rushed",0,0,0,0,0,0,0
"444","scared",0,0,0,0,0,0,0
"445","seductive",0,0,0,0,0,0,0
"446","self-assured",0,0,0,0,0,0,0
"447","self-centered",0,0,0,0,0,0,0
"448","self-confident",0,0,0,0,0,0,0
"449","self-conscious",0,0,0,0,0,0,0
"450","self-sufficient",0,0,0,0,0,0,0
"451","self-supporting",0,0,0,0,0,0,0
"452","senile",0,0,0,0,0,0,0
"453","sexy",0,0,0,0,0,0,0
"454","short-tempered",0,0,0,0,0,0,0
"455","skilled",0,0,0,0,0,0,0
"456","skillful",0,0,0,0,0,0,0
"457","skinny",0,0,0,0,0,0,0
"458","sleepy",0,0,0,0,0,0,0
"459","slim",0,0,0,0,0,0,0
"460","sloppy",0,0,0,0,0,0,0
"461","snobbish",0,0,0,0,0,0,0
"462","soft-spoken",0,0,0,0,0,0,0
"463","sophisticated",0,0,0,0,0,0,0
"464","stingy",0,0,0,0,0,0,0
"465","stuck-up",0,0,0,0,0,0,0
"466","superstitious",0,0,0,0,0,0,0
"467","supportive",0,0,0,0,0,0,0
"468","talented",0,0,0,0,0,0,0
"469","temperamental",0,0,0,0,0,0,0
"470","tense",0,0,0,0,0,0,0
"471","thinking",0,0,0,0,0,0,0
"472","tiny",0,0,0,0,0,0,0
"473","tolerant",0,0,0,0,0,0,0
"474","troubled",0,0,0,0,0,0,0
"475","trusted",0,0,0,0,0,0,0
"476","trusting",0,0,0,0,0,0,0
"477","trustworthy",0,0,0,0,0,0,0
"478","truthful",0,0,0,0,0,0,0
"479","unattractive",0,0,0,0,0,0,0
"480","undependable",0,0,0,0,0,0,0
"481","understandable",0,0,0,0,0,0,0
"482","understanding",0,0,0,0,0,0,0
"483","uneducated",0,0,0,0,0,0,0
"484","unfaithful",0,0,0,0,0,0,0
"485","unforgettable",0,0,0,0,0,0,0
"486","uninhibited",0,0,0,0,0,0,0
"487","unpopular",0,0,0,0,0,0,0
"488","unpredictable",0,0,0,0,0,0,0
"489","unreliable",0,0,0,0,0,0,0
"490","unstable",0,0,0,0,0,0,0
"491","unsure",0,0,0,0,0,0,0
"492","upset",0,0,0,0,0,0,0
"493","warm-hearted",0,0,0,0,0,0,0
"494","weird",0,0,0,0,0,0,0
"495","well-adjusted",0,0,0,0,0,0,0
"496","well-known",0,0,0,0,0,0,0
"497","well-liked",0,0,0,0,0,0,0
"498","well-to-do",0,0,0,0,0,0,0
"499","wishy-washy",0,0,0,0,0,0,0
