"","Words","count.present","A Tale of Two Cities","Barnaby Rudge","Bleak House","David Copperfield","Dombey and Son","Great Expectations","Hard Times","Little Dorrit","Martin Chuzzlewit","Mystery of Edwin Drood","Nicholas Nickleby","Oliver Twist","Our Mutual Friend","Pickwick","The Old Curiosity Shop"
"1","abnormal",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"2","abusive",6,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0
"3","accomplished",11,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0
"4","active",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5","admirable",14,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"6","adorable",3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"7","adventurous",10,1,1,1,1,1,0,0,1,0,0,1,0,1,1,1
"8","affectionate",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9","afraid",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"10","aggravating",9,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1
"11","aggressive",3,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
"12","agreeable",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"13","alcoholic",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"14","alert",2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"15","alone",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16","amazing",12,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"17","ambitious",8,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0
"18","amusing",10,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
"19","angry",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"20","annoyed",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21","annoying",3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
"22","anxious",15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"23","appealing",8,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1
"24","appreciated",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25","appreciative",4,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
