"terms";"clusters"
"#-inconstant";80
"accomplished";44
"active";79
"affected";91
"affectionate";22
"agreeable";24
"ambitious";4
"amiable";43
"amicable";6
"animated";18
"anxious";9
"approachable";16
"aristocratic";65
"awkward";109
"benevolent";31
"bold";86
"brave";4
"bright";60
"calm";28
"candid";64
"capable";13
"careful";34
"careless";69
"cautious";35
"ceremonious";101
"certain";103
"charitable";85
"cheerful";61
"civil";85
"clever";89
"clumsy";36
"cold";103
"compassionate";19
"confident";7
"confused";62
"consistent";65
"constant";88
"contradictory";109
"contrary";29
"cool";17
"cordial";46
"corrective";87
"courteous";49
"critical";47
"cruel";81
"curious";75
"decisive";102
"deep";68
"dependent";7
"determined";38
"dignified";63
"direct";67
"disdainful";10
"disrespectful";104
"distant";96
"dull";109
"durable";74
"dutiful";105
"eager";79
"earnest";21
"elegant";71
"eloquent";5
"exact";31
"excessive";27
"explicit";15
"expressive";73
"extravagant";26
"faithful";12
"fastidious";19
"fearful";37
"fearless";41
"fervent";23
"firm";48
"foolish";66
"forgetful";98
"formal";49
"forward";51
"fraternal";47
"friendly";17
"gallant";96
"generous";32
"genteel";6
"gentle";9
"gentlemanlike";94
"gloomy";8
"graceful";108
"hardened";36
"hasty";32
"headstrong";40
"heartless";98
"hearty";5
"heedless";11
"honest";65
"hospitable";39
"humble";56
"ignorant";70
"impatient";37
"imprudent";66
"inconsistent";64
"inconstant";2
"incurious";8
"indecisive";48
"independent";57
"indifferent";95
"indiscreet";40
"inexhaustible";86
"ingenious";87
"intelligent";84
"intimate";50
"irrational";45
"irresolute";72
"irritable";84
"jealous";49
"just";27
"kind";60
"lavish";40
"literary";53
"lively";39
"mature";64
"merciful";33
"merry";8
"mild";19
"mischievous";84
"moderate";64
"modest";91
"moral";45
"musical";18
"narrow";86
"natural";107
"negative";40
"nervous";96
"noisy";33
"obliging";1
"observant";83
"original";48
"overbearing";3
"particular";107
"patient";33
"pensive";108
"petty";41
"placid";72
"playful";48
"pleasant";38
"polished";93
"polite";88
"profound";2
"prompt";41
"proper";24
"proud";44
"prudent";69
"quick";55
"quiet";42
"rational";35
"reasonable";79
"religious";46
"resentful";12
"reserved";16
"responsible";15
"restless";3
"rigid";65
"rough";5
"rugged";15
"scrupulous";22
"selfish";25
"sentimental";53
"serious";76
"severe";61
"shrewd";6
"shy";45
"silent";90
"simple";14
"sincere";59
"slow";52
"smart";52
"solicitous";57
"speedy";54
"spontaneous";82
"steadfast";87
"steady";106
"stern";70
"strict";77
"submissive";33
"sunny";8
"suspicious";95
"sympathetic";36
"tenacious";10
"thorough";14
"thoughtful";100
"thoughtless";109
"unaffected";29
"unfeeling";99
"ungracious";62
"unkind";70
"unobservant";8
"unpersuadable";78
"unpolished";47
"unvarying";47
"unwise";29
"vague";54
"vain";20
"vigorous";65
"violent";64
"warm";58
"wild";97
"wise";30
"zealous";65
"spirited";53
"social";111
"stable";52
"tight";111
"ungenteel";111
"unsolicitous";19
"unsuspicious";92
"wary";110
"worldly";88
"unreasonable";51
"untaught";62
"unalterable";110
"unbending";40
"undeviating";27
"persuadable";101
"unforgiving";102
