"terms";"clusters"
"abrupt";31
"active";10
"agreeable";33
"amorous";18
"anxious";19
"bitter";23
"bold";37
"boyish";43
"bright";45
"capricious";23
"careless";25
"casual";50
"certain";8
"cheerful";4
"childish";50
"cold";17
"compassionate";25
"complacent";7
"constant";47
"cool";14
"critical";33
"curious";27
"dainty";21
"deep";39
"devilish";23
"direct";28
"distant";36
"dull";41
"earnest";20
"earthy";27
"eloquent";18
"energetic";12
"excessive";10
"facetious";28
"frank";38
"friendly";17
"gallant";3
"generous";33
"genteel";32
"gentle";49
"gloomy";42
"graceful";44
"hard-hearted";6
"heartless";42
"honest";44
"hospitable";28
"humble";24
"humorous";28
"ill-natured";48
"immoderate";12
"impatient";37
"impetuous";37
"ingenious";48
"insolent";33
"intimate";6
"jealous";28
"kind";19
"languid";43
"lazy";15
"light-hearted";50
"literal";21
"loud";26
"meek";43
"merry";28
"modest";29
"narrow";34
"natural";5
"original";32
"particular";23
"passionate";50
"placid";48
"playful";38
"pleasant";45
"polite";32
"profound";9
"proper";37
"proud";39
"prudent";10
"quick";48
"quiet";2
"respectful";16
"rough";48
"selfish";25
"sentimental";48
"serene";40
"shy";10
"silent";30
"simple";42
"slow";48
"smart";23
"solemn";35
"sparkling";11
"spiritual";22
"sunny";42
"thoughtless";13
"tight";15
"wild";14
"sly";46
"uncomplaining";43
"tame";23
"violent";37
"thoughtful";34
"vague";42
"unguarded";25
"reasonable";22
"soft-hearted";48
"unsuspicious";15
"rude";16
"verbal";1
