"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-accessible";2;2;0;0;1;"#-accessible";4,89040905274614;"#-accessible";0,932034804012723;"#-accessible";190;"#-accessible";0,0445648900933454;"#-accessible";0,273717135190964
"#-agreeable";12;12;0;0;1;"#-agreeable";4,31275256188797;"#-agreeable";0,973353843700745;"#-agreeable";84;"#-agreeable";0,10233918128655;"#-agreeable";0,263265311717987
"#-reasonable";12;12;0;0;1;"#-reasonable";3,65262978297922;"#-reasonable";0,99017325678824;"#-reasonable";40;"#-reasonable";0,133333333333333;"#-reasonable";0,40625
"#-vain";8;8;0;0;1;"#-vain";4,75463748203677;"#-vain";0,939170020714442;"#-vain";158;"#-vain";0,0540674603174603;"#-vain";0,22315040230751
"active";11;11;1;18;1;"active";4,61843299641402;"active";0,951440472160822;"active";129;"active";0,0675819278760456;"active";0,220149919390679
"affected";20;18;2;14;0,9;"affected";4,06979152505534;"affected";0,976686234078991;"affected";71,6666666666667;"affected";0,101336898395722;"affected";0,309656778971354
"affectionate";78;62;9;9,55555555555556;0,794871794871795;"affectionate";4,48818302472977;"affectionate";0,9524733548911;"affectionate";133,4;"affectionate";0,0768709822061043;"affectionate";0,226539592444897
"agreeable";74;59;15;5,73333333333333;0,797297297297297;"agreeable";4,45271016690357;"agreeable";0,957714842360315;"agreeable";118,8125;"agreeable";0,0743481844579697;"agreeable";0,243259056471288
"amiable";35;32;6;12,1666666666667;0,914285714285714;"amiable";4,2093626761363;"amiable";0,959086007667694;"amiable";107,428571428571;"amiable";0,133843451162406;"amiable";0,206708495106016
"anxious";105;75;15;4,33333333333333;0,714285714285714;"anxious";4,70327988443286;"anxious";0,94476092559494;"anxious";148,625;"anxious";0,0590296122396335;"anxious";0,240267929621041
"assured";11;11;1;36;1;"assured";4,42846556118969;"assured";0,961965070773197;"assured";106,5;"assured";0,0814856711915536;"assured";0,242117434740067
"awkward";7;7;0;0;1;"awkward";2,07944154167984;"awkward";1;"awkward";8;"awkward";0;"awkward";0
"bitter";14;14;1;14;1;"bitter";4,86961564436286;"bitter";0,933009303496964;"bitter";185;"bitter";0,0455372955977145;"bitter";0,263015747070312
"bold";22;21;3;23,3333333333333;0,954545454545455;"bold";4,66930760255537;"bold";0,947987891065259;"bold";143,25;"bold";0,0646690094692936;"bold";0,258877046406269
"bright";23;22;4;14,5;0,956521739130435;"bright";4,55330330512252;"bright";0,956528055470321;"bright";124,2;"bright";0,0675888387251755;"bright";0,262094736099243
"calm";27;26;2;27,5;0,962962962962963;"calm";4,77781580998775;"calm";0,939240043382396;"calm";167,333333333333;"calm";0,051860070229156;"calm";0,26791501045227
"capable";50;44;4;21;0,88;"capable";4,41477901940316;"capable";0,954962783579579;"capable";127,4;"capable";0,0831189380679405;"capable";0,200748121738434
"careless";31;29;3;20;0,935483870967742;"careless";4,49573117070355;"careless";0,952359992079469;"careless";128;"careless";0,0775434333360429;"careless";0,226988829672336
"certain";70;57;10;8,1;0,814285714285714;"certain";4,53454858567567;"certain";0,952935171158403;"certain";128,636363636364;"certain";0,0728036302616678;"certain";0,211161491545764
"changeable";9;9;0;0;1;"changeable";4,7069185124052;"changeable";0,944480347205196;"changeable";146;"changeable";0,0618448637316562;"changeable";0,197165563702583
"cheerful";61;50;6;13,6666666666667;0,819672131147541;"cheerful";4,55334415844101;"cheerful";0,947635207432856;"cheerful";141,714285714286;"cheerful";0,0711646876497487;"cheerful";0,198587283492088
"civil";27;25;3;24;0,925925925925926;"civil";4,63410697205739;"civil";0,946726009980669;"civil";146;"civil";0,0621449132990662;"civil";0,245982464402914
"civilized";14;14;0;0;1;"civilized";4,63067718871831;"civilized";0,952851016340114;"civilized";129;"civilized";0,0682926829268293;"civilized";0,208386480808258
"clever";39;36;4;16;0,923076923076923;"clever";4,66028364780144;"clever";0,950171092299504;"clever";138,4;"clever";0,0633673543376619;"clever";0,248211932182312
"coarse";10;10;1;6;1;"coarse";4,78515198724351;"coarse";0,937804533589553;"coarse";164,5;"coarse";0,0518531864262498;"coarse";0,238367661833763
"cold";55;43;6;7,5;0,781818181818182;"cold";4,78565836729314;"cold";0,938773783587985;"cold";165,428571428571;"cold";0,052860224129723;"cold";0,240139778171267
"communicative";7;7;0;0;1;"communicative";4,91707905757836;"communicative";0,927172610819757;"communicative";201;"communicative";0,0408504538939322;"communicative";0,284087419509888
"complimentary";10;10;0;0;1;"complimentary";4,83199962929632;"complimentary";0,936605511871911;"complimentary";174;"complimentary";0,049491392801252;"complimentary";0,242762744426727
"conciliatory";5;5;0;0;1;"conciliatory";4,88965845752379;"conciliatory";0,930035713115213;"conciliatory";192;"conciliatory";0,0429971988795518;"conciliatory";0,288910239934921
"confident";9;9;1;7;1;"confident";4,86214173301907;"confident";0,934864662188817;"confident";181,5;"confident";0,0471379303701135;"confident";0,254623785614968
"conscientious";7;7;0;0;1;"conscientious";4,91707905757836;"conscientious";0,927172610819757;"conscientious";201;"conscientious";0,0408504538939322;"conscientious";0,284087419509888
"consistent";16;16;0;0;1;"consistent";3,28269399727806;"consistent";0,996012281778316;"consistent";27;"consistent";0,166666666666667;"consistent";0
"constant";44;40;6;11,8333333333333;0,909090909090909;"constant";4,56735446874226;"constant";0,951148034268618;"constant";135,428571428571;"constant";0,0695218929663163;"constant";0,260912235294069
"contented";14;14;0;0;1;"contented";4,63067718871831;"contented";0,952851016340114;"contented";129;"contented";0,0682926829268293;"contented";0,208386480808258
"contrary";5;5;0;0;1;"contrary";4,8031295842887;"contrary";0,93738550926505;"contrary";168;"contrary";0,0515771526001705;"contrary";0,233923584222794
"cool";10;10;1;4;1;"cool";4,88347990980744;"cool";0,933088127668589;"cool";187,5;"cool";0,0456757184399461;"cool";0,252963341772557
"cordial";7;7;0;0;1;"cordial";4,54782715444652;"cordial";0,956714182672959;"cordial";116;"cordial";0,072192513368984;"cordial";0,241655230522156
"critical";5;5;0;0;1;"critical";4,50625891633594;"critical";0,970258321100627;"critical";104;"critical";0,0753846153846154;"critical";0,277800917625427
"cruel";9;9;1;19;1;"cruel";4,72939286491088;"cruel";0,942136147293734;"cruel";152;"cruel";0,0583294885118226;"cruel";0,197359241545201
"curious";9;9;0;0;1;"curious";4,72413986754856;"curious";0,939111055810606;"curious";153;"curious";0,0547329455314648;"curious";0,221452087163925
"decisive";7;7;0;0;1;"decisive";4,16789228399787;"decisive";0,97776337989771;"decisive";71;"decisive";0,1;"decisive";0,285590261220932
"deep";28;27;3;23;0,964285714285714;"deep";4,46794338624106;"deep";0,955380862285728;"deep";123,25;"deep";0,0790830284767373;"deep";0,245215240865945
"derogatory";7;7;0;0;1;"derogatory";4,91707905757836;"derogatory";0,927172610819757;"derogatory";201;"derogatory";0,0408504538939322;"derogatory";0,284087419509888
"determined";43;36;6;13,3333333333333;0,837209302325581;"determined";4,42761070968753;"determined";0,958975944367893;"determined";112,142857142857;"determined";0,0771614994163672;"determined";0,24996098450252
"devilish";15;14;1;24;0,933333333333333;"devilish";4,54121797477717;"devilish";0,960627190696947;"devilish";115;"devilish";0,079754062362758;"devilish";0,263859391212463
"dignified";5;5;0;0;1;"dignified";4,8031295842887;"dignified";0,93738550926505;"dignified";168;"dignified";0,0515771526001705;"dignified";0,233923584222794
"direct";11;10;1;5;0,909090909090909;"direct";4,88641001618257;"direct";0,930814047177094;"direct";190,5;"direct";0,0438890155545422;"direct";0,264537811279297
"disrespectful";4;4;0;0;1;"disrespectful";4,70873510975609;"disrespectful";0,941004323759707;"disrespectful";149;"disrespectful";0,05837870538415;"disrespectful";0,205508887767792
"dissatisfied";11;11;1;23;1;"dissatisfied";4,85031668151174;"dissatisfied";0,933359376291404;"dissatisfied";181,5;"dissatisfied";0,0468640690106888;"dissatisfied";0,232318021357059
"distant";18;18;1;1;1;"distant";4,75004177560402;"distant";0,939444553120296;"distant";157;"distant";0,0542994751664106;"distant";0,222228944301605
"dull";21;18;3;7,33333333333333;0,857142857142857;"dull";4,41675990682219;"dull";0,964477419970347;"dull";99,5;"dull";0,0839172483890601;"dull";0,251080684363842
"dutiful";7;7;0;0;1;"dutiful";4,16789228399787;"dutiful";0,97776337989771;"dutiful";71;"dutiful";0,1;"dutiful";0,285590261220932
"eager";86;65;11;7,45454545454545;0,755813953488372;"eager";4,40944042463621;"eager";0,956650274250059;"eager";119,416666666667;"eager";0,0787987332613875;"eager";0,234949802358945
"earnest";28;28;2;15;1;"earnest";4,56545960464928;"earnest";0,956939962682191;"earnest";120,333333333333;"earnest";0,0750237981371411;"earnest";0,243501474459966
"elegant";10;10;0;0;1;"elegant";4,83199962929632;"elegant";0,936605511871911;"elegant";174;"elegant";0,049491392801252;"elegant";0,242762744426727
"excessive";14;13;1;61;0,928571428571429;"excessive";4,69897144307348;"excessive";0,949880437390052;"excessive";148,5;"excessive";0,058876483046491;"excessive";0,280318915843964
"explicit";9;9;0;0;1;"explicit";4,65236170666489;"explicit";0,948440590344654;"explicit";135;"explicit";0,0685990338164251;"explicit";0,2258480489254
"extravagant";5;5;0;0;1;"extravagant";3,74154993610003;"extravagant";0,988732145599669;"extravagant";44;"extravagant";0,142857142857143;"extravagant";0,277777791023254
"faithful";38;34;3;18,6666666666667;0,894736842105263;"faithful";4,69518099868688;"faithful";0,946084888357402;"faithful";150,25;"faithful";0,0633685995791492;"faithful";0,236596260219812
"fearful";77;59;10;7,2;0,766233766233766;"fearful";4,62493552925798;"fearful";0,949275887663435;"fearful";138,727272727273;"fearful";0,0640177750757244;"fearful";0,252074866132303
"fervent";7;7;0;0;1;"fervent";4,85586661113997;"fervent";0,936091278514987;"fervent";179;"fervent";0,0483154387263976;"fervent";0,222442403435707
"fickle";8;8;0;0;1;"fickle";4,88650294334046;"fickle";0,932227925022218;"fickle";189;"fickle";0,0453703703703704;"fickle";0,250948667526245
"firm";6;6;0;0;1;"firm";4,66783354083682;"firm";0,945963765153644;"firm";139;"firm";0,0642006802721088;"firm";0,204333156347275
"foolish";45;41;4;5,75;0,911111111111111;"foolish";4,68491773425013;"foolish";0,945856720107785;"foolish";142;"foolish";0,0631152348638443;"foolish";0,211509516835213
"fraternal";6;6;0;0;1;"fraternal";4,19236646140383;"fraternal";0,97404810815322;"fraternal";74;"fraternal";0,102941176470588;"fraternal";0,275510191917419
"friendly";20;19;1;4;0,95;"friendly";4,60261490243144;"friendly";0,953359662471761;"friendly";125;"friendly";0,0690562513733246;"friendly";0,229814708232879
"frivolous";5;5;0;0;1;"frivolous";4,50625891633594;"frivolous";0,970258321100627;"frivolous";104;"frivolous";0,0753846153846154;"frivolous";0,277800917625427
"gallant";18;16;1;4;0,888888888888889;"gallant";4,61630820337514;"gallant";0,952308329566785;"gallant";127,5;"gallant";0,0694034856422533;"gallant";0,219187073409558
"generous";37;34;4;16;0,918918918918919;"generous";4,65392217308957;"generous";0,948811707813418;"generous";141,8;"generous";0,0667157627328903;"generous";0,242874699831009
"genteel";8;8;0;0;1;"genteel";3,99257421147151;"genteel";0,983285370857654;"genteel";58;"genteel";0,133333333333333;"genteel";0,204861104488373
"gentle";47;39;6;13,5;0,829787234042553;"gentle";4,65803474784809;"gentle";0,94546425855789;"gentle";147,142857142857;"gentle";0,0660685640609188;"gentle";0,225183205945151
"gentlemanlike";12;12;0;0;1;"gentlemanlike";3,65262978297922;"gentlemanlike";0,99017325678824;"gentlemanlike";40;"gentlemanlike";0,133333333333333;"gentlemanlike";0,40625
"gloomy";25;20;3;4,33333333333333;0,8;"gloomy";4,78296552066374;"gloomy";0,938154052688745;"gloomy";164;"gloomy";0,0525693848812631;"gloomy";0,242419224232435
"graceful";9;8;1;29;0,888888888888889;"graceful";4,23087348221291;"graceful";0,969444917552307;"graceful";87;"graceful";0,104295084558243;"graceful";0,225782997906208
"gracious";14;14;1;43;1;"gracious";4,53622828543076;"gracious";0,955566001409626;"gracious";121;"gracious";0,0759499555339963;"gracious";0,241588726639748
"greedy";6;6;1;30;1;"greedy";4,84762804875793;"greedy";0,932975885990541;"greedy";182;"greedy";0,0468476774485313;"greedy";0,265709862112999
"hearty";13;12;1;49;0,923076923076923;"hearty";4,46645684135202;"hearty";0,958325848137419;"hearty";115,5;"hearty";0,0768028846153846;"hearty";0,254128560423851
"heedless";10;10;0;0;1;"heedless";4,92843241700903;"heedless";0,926724561069277;"heedless";204;"heedless";0,0408373369938229;"heedless";0,309865117073059
"heroic";24;21;3;10,6666666666667;0,875;"heroic";3,27579369125874;"heroic";0,979436144950876;"heroic";52;"heroic";0,168082479203803;"heroic";0,111742906272411
"honest";42;35;6;10,1666666666667;0,833333333333333;"honest";4,74725689424289;"honest";0,94237086792684;"honest";157,428571428571;"honest";0,0562183761857298;"honest";0,250856244138309
"humble";23;20;3;21,3333333333333;0,869565217391304;"humble";4,3877509425249;"humble";0,954575392650573;"humble";121,25;"humble";0,0686229790783634;"humble";0,289420049637556
"ignorant";48;42;3;30;0,875;"ignorant";4,12149494912184;"ignorant";0,966472152650234;"ignorant";99,5;"ignorant";0,102241473677009;"ignorant";0,232874095439911
"immovable";8;8;0;0;1;"immovable";4,75463748203677;"immovable";0,939170020714442;"immovable";158;"immovable";0,0540674603174603;"immovable";0,22315040230751
"impartial";16;16;1;12;1;"impartial";4,82788625687139;"impartial";0,935634149284387;"impartial";174,5;"impartial";0,0499666999666999;"impartial";0,235280871391296
"impatient";60;46;7;10,5714285714286;0,766666666666667;"impatient";4,57312859951278;"impatient";0,953173975746064;"impatient";129,625;"impatient";0,0728704810936501;"impatient";0,240066943690181
"impertinent";14;13;2;13;0,928571428571429;"impertinent";4,25437733576072;"impertinent";0,970071250957135;"impertinent";84,6666666666667;"impertinent";0,0867216117216117;"impertinent";0,253497252861659
"impetuous";9;9;0;0;1;"impetuous";4,89168396981102;"impetuous";0,929502553679477;"impetuous";193;"impetuous";0,0423683507083667;"impetuous";0,2828369140625
"imprudent";9;9;0;0;1;"imprudent";4,7069185124052;"imprudent";0,944480347205196;"imprudent";146;"imprudent";0,0618448637316562;"imprudent";0,197165563702583
"inconsistent";4;4;0;0;1;"inconsistent";4,72010581549048;"inconsistent";0,940769893051632;"inconsistent";151;"inconsistent";0,0559322033898305;"inconsistent";0,218268543481827
"inconstant";9;9;0;0;1;"inconstant";4,7069185124052;"inconstant";0,944480347205196;"inconstant";146;"inconstant";0,0618448637316562;"inconstant";0,197165563702583
"independent";34;30;3;13,3333333333333;0,882352941176471;"independent";4,85397789106112;"independent";0,933616967675595;"independent";182,75;"independent";0,0478689744163109;"independent";0,258481308817864
"indifferent";22;21;2;26;0,954545454545455;"indifferent";4,45139717572754;"indifferent";0,957643969684856;"indifferent";113,333333333333;"indifferent";0,0758661477411479;"indifferent";0,234288195768992
"indulgent";9;8;1;29;0,888888888888889;"indulgent";4,23087348221291;"indulgent";0,969444917552307;"indulgent";87;"indulgent";0,104295084558243;"indulgent";0,225782997906208
"industrious";8;8;0;0;1;"industrious";4,90968117403853;"industrious";0,928410223148984;"industrious";198;"industrious";0,0412698412698413;"industrious";0,274250715970993
"intellectual";4;4;0;0;1;"intellectual";4,52157070408753;"intellectual";0,965707812265804;"intellectual";108;"intellectual";0,0714285714285714;"intellectual";0,289780497550964
"intelligent";28;27;1;3;0,964285714285714;"intelligent";3,46766189012864;"intelligent";0,993092769283278;"intelligent";33,5;"intelligent";0,15;"intelligent";0,203125
"intense";14;14;0;0;1;"intense";4,63067718871831;"intense";0,952851016340114;"intense";129;"intense";0,0682926829268293;"intense";0,208386480808258
"intimate";32;29;3;15;0,90625;"intimate";4,07248420098945;"intimate";0,973872965662989;"intimate";79,75;"intimate";0,116103090172239;"intimate";0,158835358917713
"irritable";7;7;0;0;1;"irritable";4,89961925250372;"irritable";0,929190150328454;"irritable";195;"irritable";0,0421891327063741;"irritable";0,285174787044525
