"terms";"clusters"
"#-civil";6
"#-dull";8
"#-impertinent";1
"#-particular";5
"#-punctual";8
"#-strict";7
"#-ungenerous";6
"affectionate";4
"agreeable";8
"anxious";5
"bold";11
"bright";3
"certain";11
"cheerful";10
"civilized";4
"clever";9
"coarse";7
"cold";6
"conceited";1
"conciliatory";10
"confident";3
"contented";9
"deep";10
"direct";6
"eager";2
"earnest";9
"fearful";6
"fickle";6
"foolish";4
"friendly";9
"gallant";5
"generous";1
"genteel";2
"gentle";11
"graceful";5
"honest";3
"ignorant";4
"impudent";6
"indulgent";5
"intense";4
"literary";2
"lively";11
"loud";8
"mature";9
"miserly";8
"narrow";8
"natural";4
"pitiless";7
"pleasant";3
"polite";10
"proper";5
"quick";2
"quiet";8
"reasonable";4
"restrained";10
"selfish";11
"severe";9
"shallow";6
"silent";1
"sincere";11
"speedy";8
"unaffected";2
"ungenerous";2
"unreserved";2
"vain";9
"wild";8
"solicitous";5
"particular";7
"warm";9
"unpretending";11
"rude";3
"uncivil";10
"tidy";3
