"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-anxious";4;4;0;0;1;"#-anxious";5,2944343363916;"#-anxious";0,926081630685352;"#-anxious";304;"#-anxious";0,0345730027548209;"#-anxious";0,289812862873077
"#-congenial";4;4;0;0;1;"#-congenial";4,99581697490073;"#-congenial";0,951172295833562;"#-congenial";191;"#-congenial";0,05;"#-congenial";0,29372575879097
"#-literary";6;6;0;0;1;"#-literary";5,13082005690805;"#-literary";0,938325461768408;"#-literary";237;"#-literary";0,0412920412920413;"#-literary";0,316938757896423
"#-mild";6;6;0;0;1;"#-mild";5,50833220691196;"#-mild";0,904293544992512;"#-mild";442;"#-mild";0,0184271868482395;"#-mild";0,403035640716553
"#-shy";11;11;0;0;1;"#-shy";5,03176253216034;"#-shy";0,947910470797048;"#-shy";202;"#-shy";0,0499707773232028;"#-shy";0,263175010681152
"abrupt";22;21;2;26;0,954545454545455;"abrupt";4,65020869467226;"abrupt";0,958750877730409;"abrupt";143,666666666667;"abrupt";0,060499243708199;"abrupt";0,334595988194148
"abusive";18;17;1;107;0,944444444444444;"abusive";5,42465501570958;"abusive";0,914043833841533;"abusive";380;"abusive";0,0253493465875552;"abusive";0,351949155330658
"accessible";36;34;2;6,5;0,944444444444444;"accessible";4,75183174827962;"accessible";0,952130178925141;"accessible";147,666666666667;"accessible";0,0595837035675256;"accessible";0,316569646199544
"accurate";8;8;0;0;1;"accurate";5,42941102059716;"accurate";0,916471402697815;"accurate";374;"accurate";0,0258936355710549;"accurate";0,321130007505417
"active";58;51;6;40,8333333333333;0,879310344827586;"active";5,37228376894214;"active";0,918461266192086;"active";358,428571428571;"active";0,0283797467023665;"active";0,346074738672801
"adaptable";18;16;1;117;0,888888888888889;"adaptable";4,82591230188429;"adaptable";0,947969211373237;"adaptable";206,5;"adaptable";0,0601722852883844;"adaptable";0,342183232307434
"adventurous";6;6;0;0;1;"adventurous";5,37697892211263;"adventurous";0,918795776580827;"adventurous";348;"adventurous";0,0293880512779166;"adventurous";0,324479103088379
"affable";33;31;3;89,3333333333333;0,939393939393939;"affable";5,42321337326285;"affable";0,911193812871158;"affable";397;"affable";0,0232868471374782;"affable";0,390484362840653
"affectionate";89;76;12;19,25;0,853932584269663;"affectionate";5,32657862655204;"affectionate";0,922834053480209;"affectionate";332,923076923077;"affectionate";0,0313479976259914;"affectionate";0,332039823898902
"affirmative";3;3;0;0;1;"affirmative";5,47733114660495;"affirmative";0,908969958906646;"affirmative";414;"affirmative";0,0207490039840637;"affirmative";0,357100367546082
"aggressive";9;9;0;0;1;"aggressive";5,48745072852634;"aggressive";0,906351590078709;"aggressive";426;"aggressive";0,0190369241464132;"aggressive";0,388824254274368
"agreeable";265;159;30;10,5666666666667;0,6;"agreeable";5,31469650807391;"agreeable";0,92069880237513;"agreeable";342,548387096774;"agreeable";0,0303239715280185;"agreeable";0,346367255333931
"ambitious";36;35;3;106;0,972222222222222;"ambitious";5,18354878805283;"ambitious";0,926298321642032;"ambitious";301;"ambitious";0,0382149917957319;"ambitious";0,340334564447403
"amiable";48;43;8;37,875;0,895833333333333;"amiable";5,33504263198509;"amiable";0,91856458439252;"amiable";353,666666666667;"amiable";0,0288829023372203;"amiable";0,357170992427402
"analytical";12;12;0;0;1;"analytical";5,22259318814888;"analytical";0,936628561620469;"analytical";264;"analytical";0,0405742821473159;"analytical";0,274395287036896
"anxious";146;110;17;19,2352941176471;0,753424657534247;"anxious";5,26256731207819;"anxious";0,920290910403538;"anxious";354,055555555556;"anxious";0,0246606758695943;"anxious";0,326708146267467
"argumentative";15;15;1;217;1;"argumentative";4,79063770150067;"argumentative";0,942929839906065;"argumentative";237;"argumentative";0,0513919988057919;"argumentative";0,360901117324829
"aristocratic";55;49;4;13,25;0,890909090909091;"aristocratic";5,313162399199;"aristocratic";0,926185866351606;"aristocratic";311,2;"aristocratic";0,0341167947343044;"aristocratic";0,278809332847595
"arrogant";9;9;0;0;1;"arrogant";5,2489491952014;"arrogant";0,933309540631176;"arrogant";277;"arrogant";0,0395539659162634;"arrogant";0,260242193937302
"artistic";12;12;0;0;1;"artistic";5,3542443129425;"artistic";0,920430118267908;"artistic";336;"artistic";0,0316627816627817;"artistic";0,292695432901382
"assured";7;7;0;0;1;"assured";5,49140826402225;"assured";0,90595517504617;"assured";429;"assured";0,0188816455860582;"assured";0,397081553936005
"audacious";24;24;2;109,5;1;"audacious";5,25865046380251;"audacious";0,924376353932519;"audacious";322,666666666667;"audacious";0,0332498042512727;"audacious";0,342621246973674
"autocratic";2;2;0;0;1;"autocratic";5,43349905791566;"autocratic";0,915517426060604;"autocratic";378;"autocratic";0,0255360623781676;"autocratic";0,307153522968292
"awkward";46;40;6;49,5;0,869565217391304;"awkward";5,09202353135839;"awkward";0,928994534234059;"awkward";292,714285714286;"awkward";0,0421447651380306;"awkward";0,309468086276736
"bashful";11;11;0;0;1;"bashful";5,49358584898731;"bashful";0,90527366103485;"bashful";432;"bashful";0,0188623294912457;"bashful";0,398650646209717
"beneficent";5;5;0;0;1;"beneficent";5,51446966893942;"beneficent";0,900368119785258;"beneficent";457;"beneficent";0,0159621056394673;"beneficent";0,424344539642334
"benevolent";26;26;2;68;1;"benevolent";5,20306137857743;"benevolent";0,935753596294844;"benevolent";273;"benevolent";0,0400392413858503;"benevolent";0,295175015926361
"bitter";49;44;7;37,2857142857143;0,897959183673469;"bitter";5,43545549152108;"bitter";0,911654532612444;"bitter";394,5;"bitter";0,0237099212638935;"bitter";0,363353651016951
"bland";31;30;2;21;0,967741935483871;"bland";5,09123352243142;"bland";0,942554847917799;"bland";226;"bland";0,0455170849818641;"bland";0,287675509850184
"blunt";22;22;2;144,5;1;"blunt";5,1923110605195;"blunt";0,922976406257948;"blunt";331,666666666667;"blunt";0,0365876217266366;"blunt";0,376197467247645
"boastful";51;46;5;25,2;0,901960784313726;"boastful";5,37375161494303;"boastful";0,920360593454755;"boastful";347,666666666667;"boastful";0,0291840068327133;"boastful";0,312872404853503
"bold";78;65;10;28,7;0,833333333333333;"bold";5,04143254888848;"bold";0,934753473843811;"bold";271,545454545455;"bold";0,0455592110261498;"bold";0,343840615315871
"boyish";29;28;3;52;0,96551724137931;"boyish";4,99784338209974;"boyish";0,935493114808655;"boyish";261,5;"boyish";0,044297984072811;"boyish";0,307288087904453
"brave";56;51;5;68;0,910714285714286;"brave";5,24304335989533;"brave";0,919225752061929;"brave";357,5;"brave";0,0308591314753561;"brave";0,373393322030703
"bright";326;179;44;7,95454545454545;0,549079754601227;"bright";5,23310789761886;"bright";0,920973603339158;"bright";343,755555555556;"bright";0,0305467471999466;"bright";0,339504870441225
"brisk";56;48;5;36,8;0,857142857142857;"brisk";5,44449850081893;"brisk";0,911934685397157;"brisk";393,833333333333;"brisk";0,0234803967173415;"brisk";0,352899859348933
"buoyant";3;3;0;0;1;"buoyant";5,44356692963574;"buoyant";0,912801962710673;"buoyant";389;"buoyant";0,0229515322755923;"buoyant";0,34283846616745
"calm";59;53;7;45,4285714285714;0,898305084745763;"calm";5,22794276618402;"calm";0,917167955228342;"calm";363,125;"calm";0,033014348604677;"calm";0,357690237462521
"candid";29;28;2;107,5;0,96551724137931;"candid";5,37585810848696;"candid";0,918893305381324;"candid";357,666666666667;"candid";0,0281940049580917;"candid";0,343225429455439
"capable";61;47;8;32,625;0,770491803278688;"capable";5,4158674185856;"capable";0,913991312980315;"capable";381,888888888889;"capable";0,0254421591583957;"capable";0,358562780751122
"capricious";39;34;4;49,5;0,871794871794872;"capricious";5,39278788601462;"capricious";0,917554842090613;"capricious";363,6;"capricious";0,0277224427622596;"capricious";0,338133692741394
"careful";100;84;13;24,6153846153846;0,84;"careful";5,3401961557432;"careful";0,918432189557755;"careful";358,214285714286;"careful";0,0297097742238442;"careful";0,351412021688053
"careless";69;53;9;18,3333333333333;0,768115942028985;"careless";5,30903483073013;"careless";0,925538292537461;"careless";316,3;"careless";0,033251702637644;"careless";0,317788305878639
"casual";24;23;2;160,5;0,958333333333333;"casual";4,8120957523616;"casual";0,936775113065424;"casual";253;"casual";0,0493552657881397;"casual";0,322486768166224
"cautious";37;34;3;72,6666666666667;0,918918918918919;"cautious";5,35873659844828;"cautious";0,919290029880483;"cautious";355,75;"cautious";0,0289675884192903;"cautious";0,335890449583531
"certain";761;293;101;3,51485148514851;0,385019710906702;"certain";5,19814408247851;"certain";0,924264973127926;"certain";325,088235294118;"certain";0,0350494866867683;"certain";0,335723119477431
