"terms";"clusters"
"amiable";3
"amorous";38
"bitter";15
"blasphemous";20
"boorish";24
"bright";30
"capable";21
"changeable";8
"childish";26
"clownish";27
"cold";32
"conceited";7
"constant";27
"cunning";14
"curious";35
"deceitful";13
"dedicated";9
"deep";3
"determined";20
"diligent";28
"direct";22
"dishonest";27
"dull";1
"eager";39
"earnest";4
"eloquent";23
"fiery";12
"forcible";9
"friendly";32
"gallant";6
"gentle";33
"gracious";29
"headlong";28
"honest";36
"humane";28
"humble";26
"ignorant";25
"impatient";24
"impudent";5
"indefinite";23
"indifferent";10
"ingenious";2
"insolent";15
"irreligious";17
"melancholic";27
"merciful";18
"mild";11
"moderate";16
"modest";28
"narrow";6
"negligent";38
"particular";7
"passionate";27
"patient";23
"pleasant";40
"precise";24
"proper";31
"quick";17
"quiet";33
"reasonable";40
"rebellious";5
"rigorous";17
"rough";21
"serious";16
"simple";34
"sincere";32
"thorough";18
"variable";6
"wily";38
"wise";41
"zealous";38
"natural";15
"bold";37
"superstitious";20
"vain";24
"malicious";9
"womanly";8
"spirited";26
"proud";7
"lewd";19
"violent";18
"shrewd";7
"sparkling";42
"worldly";5
"tough";37
"sprightly";22
