"Mystery_of_Edwin_Drood"
"5"
"0"
"9"
"3.56666666666667"
"0.0689472756127667"
"0.387277513742447"
"Mystery_of_Edwin_Drood"
"2"
"0"
"5"
"2.2"
"0.127272727272727"
"0.354591846466064"
