"terms";"coocs";"distcoocs";"recs";"distrecs";"coocProp";"terms";"entropy";"terms";"evenness";"terms";"richness";"terms";"density";"terms";"modularity"
"#-cold";15;15;0;0;1;"#-cold";5,09987909948964;"#-cold";0,939317451497695;"#-cold";228;"#-cold";0,0522388059701493;"#-cold";0,290525019168854
"#-considerate";10;10;1;40;1;"#-considerate";5,38319742522866;"#-considerate";0,902609346639558;"#-considerate";389,5;"#-considerate";0,0225580861253896;"#-considerate";0,386863276362419
"#-curious";6;6;0;0;1;"#-curious";4,95382460854384;"#-curious";0,94131032432572;"#-curious";193;"#-curious";0,0609579100145138;"#-curious";0,319922745227814
"#-honest";19;19;0;0;1;"#-honest";5,4301467843299;"#-honest";0,898639208071951;"#-honest";421;"#-honest";0,0195991747715886;"#-honest";0,406270563602448
"abrupt";14;14;1;265;1;"abrupt";5,32430476921838;"abrupt";0,908325472300334;"abrupt";364;"abrupt";0,0291333936632;"abrupt";0,367952942848205
"abusive";1;1;0;0;1;"abusive";5,42913545373851;"abusive";0,885489300232356;"abusive";460;"abusive";0,013966017405719;"abusive";0,453729152679443
"accessible";5;5;0;0;1;"accessible";5,03324587268764;"accessible";0,939636853509995;"accessible";212;"accessible";0,0532514080901178;"accessible";0,284763306379318
"accomplished";66;54;5;59,4;0,818181818181818;"accomplished";5,22619562793326;"accomplished";0,920626823347932;"accomplished";305,166666666667;"accomplished";0,0379772483178353;"accomplished";0,343747889002164
"accurate";15;15;1;333;1;"accurate";4,3425056180261;"accurate";0,943343618126581;"accurate";237,5;"accurate";0,0328266289747687;"accurate";0,217992544174195
"active";141;99;18;16,7222222222222;0,702127659574468;"active";5,276160164614;"active";0,917886222401272;"active";323,105263157895;"active";0,0341564914203818;"active";0,342866786216435
"adventurous";30;28;1;78;0,933333333333333;"adventurous";5,3257273854891;"adventurous";0,917173047220767;"adventurous";334,5;"adventurous";0,032204136991371;"adventurous";0,322536736726761
"affable";55;48;6;61,3333333333333;0,872727272727273;"affable";5,19275053797963;"affable";0,913529123570879;"affable";343,428571428571;"affable";0,0375221810034656;"affable";0,382391308035169
"affectionate";205;138;22;17,0454545454545;0,673170731707317;"affectionate";5,21221643986587;"affectionate";0,913556081512873;"affectionate";346,217391304348;"affectionate";0,0328366699114392;"affectionate";0,366634622216225
"agreeable";385;187;46;7,95652173913043;0,485714285714286;"agreeable";5,2415092302505;"agreeable";0,911810300823554;"agreeable";349,851063829787;"agreeable";0,0315681761720834;"agreeable";0,372242001777
"aloof";23;22;2;136,5;0,956521739130435;"aloof";5,29523107332046;"aloof";0,907419484114407;"aloof";365,666666666667;"aloof";0,029103453447101;"aloof";0,391527762015661
"ambitious";11;11;1;100;1;"ambitious";5,42543995346923;"ambitious";0,893526072453853;"ambitious";434;"ambitious";0,0172330936122892;"ambitious";0,428829118609429
"amiable";188;120;20;16,9;0,638297872340426;"amiable";5,28319203621648;"amiable";0,913240782056961;"amiable";342,47619047619;"amiable";0,0322618299222405;"amiable";0,364835604315712
"amicable";15;12;1;135;0,8;"amicable";5,20894648838298;"amicable";0,922850449967463;"amicable";294,5;"amicable";0,0384971846969335;"amicable";0,324150502681732
"animated";13;13;0;0;1;"animated";5,32245084558103;"animated";0,922703651454579;"animated";320;"animated";0,0349206349206349;"animated";0,322282642126083
