"terms";"clusters"
"#-constant";90
"#-shrewd";52
"abrupt";80
"accurate";88
"active";18
"adventurous";33
"affectionate";77
"agreeable";122
"alert";86
"amiable";102
"anxious";114
"appreciative";72
"argumentative";132
"aristocratic";109
"articulate";96
"assured";32
"authoritative";12
"awkward";121
"benevolent";86
"bitter";61
"blasphemous";141
"blunt";151
"boastful";74
"bold";8
"brave";8
"bright";147
"brisk";111
"calm";110
"capable";149
"capricious";12
"careful";118
"careless";98
"casual";62
"cautious";4
"certain";152
"chaste";107
"cheerful";25
"chivalrous";92
"civil";107
"clumsy";22
"coarse";131
"cold";14
"compassionate";76
"complacent";52
"complicated";145
"complimentary";51
"confident";149
"confused";140
"congenial";108
"considerate";145
"constant";91
"contradictory";88
"cool";40
"cordial";23
"courageous";5
"courtly";107
"cruel";8
"curious";31
"dainty";95
"deep";147
"definite";19
"deliberate";121
"demonstrative";139
"despondent";57
"destructive";66
"determined";87
"devilish";52
"direct";94
"discreet";155
"disdainful";106
"disorderly";159
"disrespectful";121
"dissatisfied";15
"distant";150
"docile";33
"dogged";92
"doleful";120
"dominant";22
"dull";140
"dutiful";99
"eager";87
"earnest";138
"elegant";25
"emotional";27
"emphatic";37
"energetic";145
"exact";128
"exclusive";20
"explicit";13
"explosive";12
"expressive";108
"extravagant";54
"faithful";3
"fanciful";104
"fearful";28
"fearless";72
"feminine";29
"fervent";36
"fierce";113
"firm";17
"foolish";53
"forcible";155
"forgetful";117
"formal";48
"fraternal";93
"friendly";3
"frolicsome";151
"frugal";23
"gallant";126
"generous";43
"genial";37
"genteel";97
"gentle";146
"girlish";93
"glib";20
"gloomy";63
"graceful";57
"gracious";149
"greedy";45
"gregarious";80
"gruff";67
"harsh";80
"hasty";75
"haughty";126
"headlong";30
"heartless";82
"heedful";60
"heedless";33
"helpful";100
"honest";125
"hostile";78
"humane";91
"humble";20
"ignorant";68
"immature";109
"immovable";4
"impatient";56
"imperturbable";41
"impetuous";84
"impressible";107
"inconsistent";111
"independent";52
"indifferent";38
"industrious";34
"inexperienced";102
"informed";86
"ingenious";104
"inhuman";73
"inquisitive";24
"insolent";50
"intelligent";121
"intense";145
"intimate";28
"intricate";145
"ironical";159
"irreligious";111
"irrepressible";9
"irresolute";96
"jealous";136
"judicious";39
"just";11
"kind";142
"kindly";15
"knavish";88
"lazy";92
"learned";54
"lenient";12
"lethargic";46
"lifeless";66
"live";89
"lively";111
"loud";113
"loving";67
"loyal";90
"magnanimous";103
"malevolent";27
"maternal";92
"mature";102
"meddlesome";80
"meditative";139
"mercenary";127
"merciful";5
"merry";107
"methodical";13
"mistrustful";106
"moderate";104
"modest";32
"moody";144
"moral";72
"murderous";87
"musical";134
"mutinous";37
"narrow";44
"natural";138
"negative";37
"negligent";83
"nervous";37
"observant";42
"orderly";99
"original";55
"ostentatious";35
"outspoken";90
"particular";58
"passionate";65
"passive";39
"patient";158
"peaceful";68
"peevish";143
"pensive";143
"persevering";86
"persistent";112
"placid";88
"pleasant";31
"polished";41
"polite";133
"practical";32
"precise";54
"profound";1
"proper";137
"prophetic";64
"proud";45
"provincial";106
"quick";115
"quiet";70
"rational";78
"reasonable";5
"reckless";105
"refined";134
"religious";111
"reproachful";26
"resentful";21
"reserved";59
"responsible";47
"restless";10
"retaliative";100
"revengeful";11
"rough";85
"rude";16
"rugged";10
"ruthless";72
"sarcastic";34
"selfish";19
"sensitive";21
"sensual";107
"sentimental";106
"serene";33
"serious";49
"shallow";41
"shrewd";31
"shy";37
"silent";14
"simple";25
"slow";135
"social";71
"solemn";124
"sour";9
"speedy";90
"stable";135
"stalwart";90
"steady";119
"stern";153
"stormy";16
"strict";67
"studious";112
"submissive";113
"sullen";95
"sunny";156
"superstitious";92
"tame";73
"tender";2
"thorough";148
"thoughtful";13
"tight";11
"timid";7
"transparent";130
"treacherous";129
"unchangeable";102
"uncompromising";5
"unenlightened";145
"unfailing";126
"unfeeling";88
"unkind";80
"unreasonable";143
"unscrupulous";20
"unselfish";123
"unsuspicious";116
"vain";153
"verbal";109
"vigorous";104
"violent";112
"warm";87
"wild";157
"wary";154
"wise";18
"undisguised";129
"unreserved";83
"sultry";39
"worldly";26
"sparkling";2
"vivid";29
"womanly";120
"zealous";32
"overbearing";121
"unhardened";155
"voluptuous";78
"uncomplaining";64
"sincere";51
"political";86
"unblushing";54
"straightforward";101
"vague";45
"spiritual";91
"timorous";81
"untiring";19
"vivacious";9
"responsive";6
"saintly";151
"suspicious";57
"trustworthy";97
"unfair";53
"unruly";151
"undutiful";34
"ungenerous";69
"severe";144
"unrelenting";79
