"Northanger_Abbey"
"4"
"0"
"13"
"3.25"
"0.0865689865689866"
"0.394835889339447"
"Northanger_Abbey"
"3"
"0"
"4"
"2"
"0.111111111111111"
"0.33500000834465"
"Northanger_Abbey"
"4"
"0"
"4"
"2.66666666666667"
"0.0916666666666667"
"0.327479332685471"
