"terms";"clusters"
"#-anxious";15
"#-bad";115
"#-fair";11
"#-good";98
"#-little";28
"#-mean";22
"#-open";27
"#-pleased";1
"#-poor";8
"#-pretty";142
"#-respected";87
"#-rich";104
"#-satisfied";97
"#-short";147
"#-shy";31
"#-strong";146
"#-wonderful";77
"#-young";62
"abusive";107
"active";145
"admirable";28
"adorable";63
"adventurous";77
"affectionate";103
"afraid";35
"aggravating";25
"aggressive";27
"agreeable";46
"alone";44
"amazing";110
"ambitious";137
"amusing";109
"angry";155
"anxious";132
"appealing";104
"argumentative";43
"arrogant";1
"artificial";102
"artistic";26
"ashamed";17
"attentive";14
"average";11
"awake";54
"awful";112
"awkward";100
"bad";133
"bashful";41
"beautiful";90
"big";117
"bitter";92
"blind";66
"bold";125
"bored";115
"brave";159
"bright";35
"brilliant";102
"busy";129
"calm";58
"capable";49
"careful";17
"careless";24
"casual";78
"cautious";22
"certain";133
"charming";155
"cheap";127
"cheerful";23
"childish";2
"chubby";124
"clean";66
"clever";92
"clumsy";148
"cold";99
"comfortable";19
"comical";60
"compassionate";51
"compatible";50
"competent";37
"complaining";97
"complicated";160
"concerned";56
"confident";54
"confused";161
"confusing";87
"conscientious";139
"considerate";14
"consistent";102
"constructive";154
"cool";20
"courageous";9
"courteous";89
"crazy";65
"critical";16
"cruel";165
"curious";57
"dangerous";96
"daring";84
"decent";163
"defensive";1
"delighted";101
"delightful";164
"depressed";134
"desirable";116
"determined";21
"devoted";153
"difficult";68
"direct";111
"disappointed";79
"dishonest";87
"distinguished";140
"disturbed";50
"dumb";142
"eager";100
"educated";104
"effective";34
"elderly";45
"embarrassed";96
"embarrassing";137
"emotional";105
"energetic";25
"entertaining";18
"enthusiastic";160
"evil";117
"excellent";12
"exceptional";82
"excited";126
"exciting";84
"exhausted";18
"experienced";27
"expressive";155
"extraordinary";69
"fair";44
"faithful";112
"familiar";91
"famous";154
"fascinating";135
"fat";4
"feminine";108
"fine";155
"firm";6
"foolish";83
"forgetful";70
"fortunate";80
"friendly";52
"frightening";151
"furious";58
"generous";95
"gentle";36
"genuine";134
"gifted";87
"glad";35
"good";5
"gorgeous";38
"graceful";162
"gracious";155
"grateful";95
"great";5
"greedy";86
"handsome";119
"happy";35
"hard";114
"harmless";150
"healthy";41
"heartbroken";141
"helpful";122
"helpless";45
"honest";121
"hopeful";165
"ignorant";92
"imaginative";109
"impatient";156
"impolite";104
"important";48
"impressive";59
"incompetent";143
"inconsiderate";65
"independent";157
"inexperienced";56
"influential";98
"innocent";73
"insane";9
"intellectual";51
"intelligent";16
"interested";10
"interesting";112
"irrational";85
"irresponsible";26
"irritable";143
"irritated";7
"jealous";123
"joyful";53
"kind";19
"lazy";142
"liberal";105
"little";5
"lively";123
"logical";62
"lonely";93
"loud";34
"lovely";73
"loving";29
"loyal";41
"lucky";118
"mature";145
"mean";125
"modest";20
"moody";167
"motherly";97
"muscular";141
"natural";44
"neat";103
"needy";7
"negative";70
"nervous";106
"nice";165
"noisy";143
"normal";60
"observant";96
"offensive";130
"old";5
"open";114
"ordinary";96
"original";88
"passionate";75
"pathetic";159
"patient";36
"peaceful";67
"perceptive";138
"persistent";147
"plain";119
"playful";67
"pleasant";152
"pleased";68
"pleasing";113
"polite";39
"poor";5
"popular";145
"positive";120
"powerful";103
"practical";130
"prejudiced";15
"preoccupied";85
"presentable";31
"pretty";44
"private";144
"professional";165
"prominent";62
"proper";39
"prosperous";168
"proud";152
"punctual";49
"quiet";35
"reasonable";79
"rebellious";64
"reckless";100
"religious";97
"remarkable";68
"respectable";17
"respected";74
"respectful";54
"responsible";2
"rich";121
"ridiculous";52
"romantic";94
"rough";20
"rude";71
"sad";83
"sarcastic";37
"satisfied";57
"scared";56
"secure";166
"selfish";21
"sensible";91
"sensitive";45
"sentimental";13
"serious";69
"shallow";128
"short";133
"shy";161
"sleepy";55
"slender";149
"slim";131
"sloppy";120
"smart";76
"sociable";37
"social";123
"spontaneous";149
"stable";30
"strange";155
"strict";2
"strong";114
"stubborn";64
"stupid";81
"successful";3
"surprised";117
"suspicious";72
"sweet";73
"sympathetic";157
"talkative";26
"tall";110
"tense";77
"terrible";10
"terrific";160
"thankful";95
"thin";163
"thorough";61
"thoughtful";21
"tiny";40
"tired";49
"troubled";93
"trustworthy";29
"unattractive";8
"uncomfortable";112
"unhappy";42
"unlucky";100
"unreasonable";122
"unusual";158
"useful";165
"valuable";78
"violent";136
"warm";153
"weak";121
"wealthy";33
"weird";32
"well";129
"wise";144
"wonderful";23
"worthy";155
"young";5
"thoughtless";62
"truthful";166
"superstitious";47
"tough";37
"youthful";126
"prompt";166
"unpopular";27
