"terms";"clusters"
"#-agreeable";43
"#-fair";95
"#-good";60
"#-handsome";94
"#-reasonable";94
"#-satisfied";1
"active";71
"affectionate";63
"afraid";27
"agreeable";27
"alone";40
"amazing";33
"amusing";74
"angry";90
"anxious";96
"ashamed";50
"attentive";5
"attractive";43
"awake";82
"awful";61
"awkward";29
"bad";65
"beautiful";2
"bitter";77
"bold";51
"bright";67
"brilliant";1
"busy";12
"calm";62
"capable";67
"careless";91
"certain";13
"charming";46
"cheap";5
"cheerful";70
"clean";29
"clever";72
"cold";59
"comfortable";13
"concerned";55
"confident";77
"conscientious";17
"consistent";83
"cool";14
"critical";79
"cruel";79
"curious";95
"dangerous";9
"decent";59
"delighted";7
"delightful";84
"desirable";82
"determined";38
"difficult";82
"direct";8
"disappointed";78
"disgusting";20
"disrespectful";9
"distinguished";97
"eager";39
"embarrassed";22
"embarrassing";95
"entertaining";95
"excellent";46
"experienced";56
"extraordinary";76
"fair";44
"faithful";73
"familiar";56
"famous";52
"fine";64
"firm";79
"foolish";72
"fortunate";12
"friendly";23
"frightening";1
"furious";17
"generous";38
"gentle";92
"genuine";89
"glad";84
"good";34
"graceful";71
"gracious";21
"grateful";47
"great";34
"greedy";69
"handsome";27
"happy";35
"hard";25
"harmless";32
"helpless";14
"honest";45
"hopeful";24
"ignorant";49
"impatient";40
"important";45
"independent";80
"innocent";20
"intellectual";56
"intelligent";32
"interested";11
"interesting";13
"irritable";48
"irritated";69
"jealous";91
"joyful";80
"kind";18
"lazy";43
"liberal";75
"little";34
"lively";47
"lonely";85
"loud";81
"lovely";8
"lucky";28
"mature";24
"modest";20
"natural";44
"neat";51
"nice";31
"noisy";29
"old";64
"open";4
"ordinary";41
"original";43
"patient";19
"plain";26
"playful";9
"pleasant";18
"pleased";53
"pleasing";30
"polite";41
"poor";64
"positive";93
"pretty";2
"private";10
"productive";85
"proper";76
"proud";58
"punctual";33
"quiet";70
"reasonable";49
"religious";20
"remarkable";13
"respectable";37
"respectful";54
"rich";52
"ridiculous";94
"romantic";85
"rude";21
"sad";66
"satisfied";44
"secure";30
"selfish";36
"sensible";3
"sentimental";88
"serious";15
"shallow";20
"short";35
"shy";43
"sincere";47
"smart";57
"social";54
"stable";69
"strange";4
"strict";54
"strong";53
"stubborn";29
"stupid";45
"successful";19
"surprised";18
"sweet";44
"sympathetic";68
"tall";58
"terrific";83
"thankful";87
"thin";29
"thorough";95
"thoughtless";16
"tired";46
"traditional";95
"uncomfortable";10
"unfriendly";17
"ungraceful";56
"unhappy";59
"unreasonable";54
"unusual";62
"useful";37
"valuable";42
"violent";86
"warm";93
"wealthy";75
"well";73
"wise";32
"wonderful";86
"worthy";6
"young";34
"youthful";74
