"terms";"clusters"
"#-agreeable";43
"#-disgusting";25
"#-excited";2
"#-handsome";80
"#-open";59
"#-quiet";45
"#-surprised";47
"accomplished";25
"active";66
"admirable";1
"affectionate";6
"afraid";27
"agreeable";27
"alone";17
"amazing";25
"amusing";51
"angry";24
"anxious";34
"artificial";47
"ashamed";71
"attentive";65
"attractive";89
"awake";54
"awful";4
"awkward";36
"bad";33
"bashful";51
"beautiful";49
"bitter";87
"blind";32
"bold";26
"bright";44
"brilliant";89
"busy";33
"calm";13
"capable";21
"careful";31
"careless";43
"cautious";40
"certain";29
"charming";58
"cheap";25
"cheerful";8
"clever";70
"cold";81
"comfortable";77
"compassionate";55
"complicated";38
"concerned";50
"confident";74
"confused";76
"conscientious";36
"considerate";15
"consistent";80
"cool";28
"critical";32
"cruel";82
"curious";51
"dangerous";18
"decent";75
"delighted";5
"delightful";19
"dependent";62
"desirable";52
"determined";17
"devoted";2
"difficult";7
"direct";79
"disappointed";3
"disgusting";44
"distinguished";61
"disturbed";16
"eager";77
"elderly";4
"embarrassed";44
"encouraged";1
"encouraging";74
"enthusiastic";48
"evil";14
"excellent";3
"excited";61
"exciting";9
"expressive";88
"extraordinary";33
"fair";66
"faithful";80
"familiar";80
"famous";73
"fascinating";73
"fat";47
"feminine";28
"fine";27
"firm";40
"foolish";62
"fortunate";75
"friendly";56
"generous";86
"gentle";67
"genuine";85
"glad";53
"good";60
"graceful";63
"gracious";63
"grateful";68
"great";60
"handsome";27
"happy";60
"hard";62
"harmless";59
"healthy";43
"helpless";73
"honest";50
"hostile";45
"ignorant";70
"impatient";56
"important";78
"independent";69
"inexperienced";10
"innocent";57
"intelligent";11
"interested";23
"interesting";42
"involved";14
"irrational";35
"irritable";10
"irritated";80
"jealous";22
"joyful";57
"kind";17
"liberal";31
"little";60
"lively";69
"loud";62
"lovely";20
"lucky";3
"mean";65
"modest";16
"natural";29
"neat";26
"negative";54
"nervous";12
"nice";50
"noisy";22
"observant";15
"old";53
"open";29
"ordinary";46
"original";28
"passionate";11
"plain";36
"playful";72
"pleasant";78
"pleased";34
"pleasing";71
"polite";63
"poor";29
"positive";82
"powerful";43
"prejudiced";76
"pretty";81
"private";30
"productive";79
"proper";6
"prosperous";80
"proud";69
"punctual";64
"quiet";8
"reasonable";13
"remarkable";48
"respectable";5
"respected";48
"respectful";48
"rich";42
"ridiculous";23
"romantic";75
"rude";46
"sad";70
"satisfied";6
"secure";50
"selfish";8
"sensible";3
"serious";77
"short";53
"shy";63
"sincere";13
"smart";71
"sociable";14
"spontaneous";80
"stable";80
"strange";21
"strict";54
"strong";34
"stubborn";88
"stupid";50
"successful";76
"surprised";5
"suspicious";1
"sweet";49
"tall";7
"terrible";15
"thankful";86
"thin";61
"thorough";41
"thoughtful";55
"thoughtless";54
"tired";37
"uncomfortable";30
"unfair";84
"unhappy";21
"unlucky";18
"unreasonable";16
"unusual";48
"useful";18
"valuable";52
"violent";24
"warm";39
"weak";57
"wealthy";54
"well";83
"wise";7
"witty";47
"wonderful";16
"young";60
"youthful";87
"unemployed";84
"worthy";14
"sensitive";43
