"terms";"clusters"
"#-easy";15
"#-handsome";20
"#-hopeless";63
"#-inconstant";38
"acceptable";72
"active";5
"acute";8
"affectionate";17
"affluent";112
"animated";112
"assiduous";65
"awkward";47
"benevolent";111
"bold";57
"brave";101
"busy";2
"calm";121
"candid";16
"careful";68
"careless";76
"cautious";56
"ceremonious";11
"certain";70
"charitable";56
"cheerful";61
"christian";55
"civil";102
"close";12
"clumsy";8
"cold";70
"compassionate";115
"confident";84
"confidential";11
"consistent";111
"constant";108
"contrary";42
"cool";121
"cordial";31
"courteous";10
"critical";95
"cruel";76
"curious";21
"decided";9
"decisive";75
"delicate";111
"dependent";99
"determined";82
"dignified";22
"direct";74
"disdainful";119
"disingenuous";109
"disrespectful";109
"domestic";86
"dutiful";94
"eager";27
"earnest";90
"easy";51
"eloquent";7
"exact";97
"explicit";69
"expressive";79
"faithful";38
"familiar";91
"fastidious";113
"fearful";64
"fearless";23
"fervent";33
"firm";58
"forgetful";115
"formal";2
"forward";119
"fraternal";95
"free";105
"fresh";10
"friendly";89
"gallant";96
"gay";18
"generous";3
"genteel";40
"gentle";78
"gentlemanlike";64
"giddy";98
"gloomy";75
"graceful";44
"grateful";7
"grave";81
"guarded";46
"handsome";86
"hasty";79
"headstrong";84
"heartless";115
"hearty";77
"heavy";37
"heedless";1
"helpless";26
"honest";111
"hopeless";98
"hospitable";87
"humble";26
"hurried";73
"hysterical";18
"immethodical";25
"impatient";74
"inconstant";35
"incurious";75
"indecisive";58
"independent";102
"indifferent";103
"inexpensive";100
"intimate";122
"irrational";64
"irresolute";91
"irritable";120
"jealous";116
"joyous";30
"just";107
"keen";60
"kind";89
"lavish";84
"literary";34
"lively";87
"lofty";22
"melancholy";100
"merciful";26
"merry";75
"mild";53
"military";64
"mischievous";120
"moderate";71
"modest";54
"musical";112
"natural";67
"neat";107
"negative";84
"nervous";19
"noisy";26
"nonsensical";106
"obliging";42
"observant";71
"officious";3
"open";70
"original";58
"overbearing";2
"partial";100
"particular";88
"paternal";37
"patient";26
"pensive";44
"placid";46
"playful";58
"pleasant";114
"polite";93
"positive";2
"prompt";23
"proud";117
"prudent";36
"quick";56
"quiet";13
"rapid";49
"reasonable";24
"religious";4
"resentful";38
"reserved";57
"resolute";111
"responsible";69
"restless";2
"rigid";111
"romantic";100
"rough";66
"sad";82
"sanguine";99
"scientific";79
"scrupulous";90
"second";6
"sedentary";100
"selfish";118
"sensible";67
"sentimental";34
"serious";52
"severe";80
"shrewd";23
"shy";21
"silent";61
"simple";120
"sincere";89
"slow";25
"smooth";3
"social";104
"soft";55
"solicitous";111
"sorrowful";84
"speedy";18
"spendthrift";48
"spirited";34
"spontaneous";110
"stable";20
"steady";41
"steep";57
"stern";98
"straight";59
"strenuous";109
"strict";14
"submissive";26
"sudden";39
"sufficient";32
"sunny";85
"susceptible";12
"suspicious";36
"sweet";77
"sympathetic";8
"tempered";84
"thankful";16
"thorough";121
"thoughtful";83
"tight";63
"true";43
"ugly";64
"unbending";84
"uncertain";28
"undeviating";91
"unfeeling";50
"ungracious";59
"unkind";98
"unprejudiced";3
"urgent";98
"vain";45
"vehement";92
"violent";16
"wiser";15
"unhappy";62
"weak";29
"wise";8
"zealous";111
"unsolicitous";53
"vague";18
"worldly";93
"thoughtless";25
"willing";28
"steadfast";11
"ungrateful";91
"unsuspicious";72
"unvarying";95
"unobservant";75
"wary";3
"tenacious";104
"tremulous";4
"unforgiving";60
