"terms";"clusters"
"#-certain";184
"#-delicate";267
"#-easy";78
"#-handsome";37
"#-honest";267
"#-particular";221
"#-serious";92
"#-sufficient";264
"#-violent";71
"abject";206
"abrupt";46
"acceptable";42
"accessible";66
"accurate";125
"active";259
"acute";80
"adventurous";172
"affable";133
"affectionate";150
"affluent";142
"aloof";13
"amorous";206
"anticipative";89
"arbitrary";44
"argumentative";112
"arrogant";7
"assured";260
"avaricious";226
"awkward";170
"bashful";179
"benevolent";64
"biddable";99
"bitter";34
"bloodthirsty";22
"boastful";112
"boisterous";126
"bold";196
"boyish";192
"brave";38
"brisk";175
"brutal";11
"brutish";243
"buoyant";233
"busy";32
"cabalistic";156
"calculating";115
"calm";49
"candid";156
"careful";250
"careless";95
"casual";176
"cautious";29
"certain";237
"changeable";38
"charitable";31
"chaste";9
"chatty";167
"cheerful";73
"christian";223
"circuitous";16
"circumstantial";224
"civil";81
"classic";46
"clean";209
"cleanly";7
"close";73
"clumsy";45
"coherent";90
"cold";151
"communicative";96
"compassionate";182
"complacent";47
"complimentary";186
"condescending";221
"confident";178
"confidential";196
"congratulatory";149
"conscientious";7
"considerate";201
"constant";34
"conventional";123
"conversational";220
"convivial";70
"cool";225
"cordial";138
"courteous";81
"covetous";58
"cowardly";67
"critical";191
"cruel";244
"cunning";5
"curious";174
"dainty";24
"decisive";94
"decorous";91
"deferential";199
"definite";121
"deliberate";2
"delicate";136
"dependent";238
"destructive";249
"detached";130
"determined";138
"dexterous";53
"dignified";26
"direct";100
"discerning";113
"discreet";239
"discursive";99
"disdainful";195
"disrespectful";56
"dissatisfied";118
"docile";160
"dogged";111
"doleful";253
"dolorous";147
"domestic";5
"dreamy";111
"dutiful";149
"eager";32
"earnest";136
"easy";87
"economical";140
"ecstatic";72
"eloquent";36
"emphatic";84
"energetic";1
"enthusiastic";193
"envious";241
"erudite";239
"evasive";70
"exact";39
"excitable";233
"exclusive";242
"expeditious";272
"explicit";168
"expressive";244
"facetious";82
"faithful";228
"familiar";119
"fast";74
"fastidious";154
"fearful";232
"feminine";185
"ferocious";54
"fervent";125
"fervid";123
"festive";269
"fickle";112
"fierce";137
"fiery";116
"firm";266
"flighty";171
"flippant";120
"formal";257
"forthcoming";241
"forward";15
"fractious";148
"frank";42
"free";32
"fresh";69
"fretful";132
"friendly";49
"frivolous";44
"frugal";265
"furtive";46
"fustian";212
"gallant";93
"gay";181
"general";237
"generous";64
"genial";129
"genteel";170
"gentle";87
"gentlemanly";153
"giddy";210
"girlish";9
"gloomy";119
"graceful";189
"gracious";263
"grateful";6
"grave";196
"greedy";252
"gruff";238
"guarded";242
"guileless";176
"gypsy";161
"halting";102
"handsome";101
"handy";26
"hasty";235
"haughty";10
"headlong";172
"heartless";153
"hearty";261
"heavy";19
"heedless";272
"helpless";52
"histrionic";182
"honest";229
"hopeful";245
"hopeless";51
"hospitable";128
"hostile";43
"humane";173
"humble";136
"hurried";84
"hypocritical";226
"hysterical";124
"imitative";102
"immovable";230
"impartial";216
"impatient";254
"imperial";159
"imperious";36
"impertinent";13
"imperturbable";43
"impetuous";1
"impious";127
"impudent";168
"inconsiderate";96
"indefatigable";3
"indefinite";243
"independent";183
"indifferent";95
"indirect";44
"indolent";188
"industrious";8
"inflexible";256
"ingenuous";113
"injudicious";141
"insolent";85
"intellectual";130
"intense";143
"intimate";241
"intrusive";146
"invariable";199
"inward";17
"irascible";40
"ironical";258
"irrepressible";56
"irreverent";145
"irritable";199
"jaunty";23
"jealous";170
"jocose";25
"jocular";12
"jolly";89
"jovial";104
"joyful";126
"just";63
"keen";208
"kind";69
"kindly";65
"knowing";120
"laborious";264
"lackadaisical";177
"laconic";188
"languid";63
"lazy";57
"lethargic";198
"licentious";255
"limp";60
"listless";141
"literal";10
"literary";77
"lively";259
"lofty";222
"logical";110
"lonely";174
"loquacious";42
"lordly";272
"loud";108
"lucid";117
"magnanimous";7
"majestic";56
"malevolent";167
"malicious";202
"masculine";152
"maternal";129
"mathematical";86
"matronly";7
"mechanical";133
"meek";221
"melancholy";169
"melodramatic";205
"mercenary";212
"merciful";214
"merry";194
"methodical";65
"mild";218
"military";273
"mincing";176
"ministerial";110
"moderate";179
"modest";11
"monosyllabic";8
"moody";207
"motherly";70
"mournful";266
"musical";224
"mute";109
"natural";166
"neat";18
"nervous";250
"nigh";230
"nimble";130
"noiseless";25
"noisy";196
"nonsensical";92
"obdurate";120
"obliging";183
"officious";156
"oily";145
"open";151
"original";87
"orthodox";177
"pacific";142
"partial";159
"particular";237
"passionate";88
"passive";236
"paternal";191
"patient";259
"patriotic";74
"peaceful";196
"peevish";111
"penitent";61
"pensive";269
"peremptory";268
"persevering";83
"persuasive";264
"pettish";248
"petulant";89
"philosophical";192
"pious";251
"placid";20
"plaintive";145
"playful";64
"pleasant";237
"poetic";16
"polite";231
"politic";190
"political";122
"pompous";110
"positive";193
"practical";55
"precise";14
"presumptuous";220
"prompt";274
"prophetic";215
"proud";158
"prudent";205
"pugilistic";142
"pugnacious";180
"punctilious";79
"punctual";157
"quarrelsome";44
"querulous";60
"quick";169
"quiet";237
"quizzical";99
"random";121
"rapid";41
"rapturous";270
"rash";105
"reasonable";57
"rebellious";221
"reckless";233
"refractory";190
"regretful";134
"relentless";110
"religious";107
"resigned";257
"resolute";127
"respectful";203
"responsible";154
"restless";75
"retributive";94
"retrospective";264
"revengeful";9
"rigid";230
"risible";28
"romantic";262
"rough";261
"rude";92
"rueful";251
"runaway";264
"rusty";155
"sad";254
"sagacious";182
"sanguinary";258
"sanguine";14
"sarcastic";103
"scholastic";121
"scientific";184
"scornful";48
"scrupulous";187
"second";166
"sedentary";35
"selfish";62
