"terms";"clusters"
"acceptable";2
"amorous";32
"bitter";16
"bold";10
"brute";38
"changeable";22
"close";43
"cold";33
"conceited";36
"constant";41
"cunning";42
"curious";6
"delicate";7
"determined";51
"diligent";5
"direct";47
"dishonest";29
"eager";31
"earnest";50
"eloquent";48
"facile";19
"familiar";39
"fantastical";24
"fast";32
"fiery";15
"forcible";7
"free";26
"fresh";27
"friendly";24
"gallant";49
"general";9
"gentle";13
"gracious";51
"headlong";52
"honest";14
"humane";5
"humble";8
"immaculate";29
"impatient";1
"impudent";19
"indefinite";48
"indifferent";12
"insolent";16
"irreligious";35
"lewd";11
"licentious";15
"malicious";7
"mechanical";13
"melancholic";41
"melancholy";29
"merciful";37
"mild";40
"moderate";8
"modest";3
"mountebank";10
"natural";16
"negligent";45
"nigh";15
"open";31
"particular";20
"passionate";41
"patient";48
"pleasant";28
"precise";18
"proud";44
"quick";4
"quiet";13
"reasonable";21
"rebellious";19
"resolute";1
"rigorous";35
"rough";49
"sad";35
"second";27
"serious";30
"shrewd";20
"simple";25
"sincere";24
"smooth";34
"sober";5
"soft";17
"spirited";8
"staid";16
"straight";49
"strong";23
"sufficient";4
"superingenious";51
"sure";52
"sweet";46
"thorough";37
"trim";45
"tyrannous";49
"variable";49
"vehement";9
"willing";28
"wily";45
"wise";28
"zealous";45
"vain";1
"worldly";19
"womanly";22
"sprightly";47
"vicious";29
"violent";37
"tough";10
"superstitious";11
