"terms";"clusters"
"#-close";216
"#-cold";85
"#-considerate";168
"#-curious";27
"#-free";88
"#-handsome";22
"#-honest";224
"#-hopeful";124
"#-neat";93
"#-open";135
"#-partial";140
"#-true";146
"abrupt";122
"acceptable";231
"accessible";11
"accurate";136
"active";152
"acute";168
"adventurous";103
"affable";223
"affectionate";192
"aloof";72
"animated";102
"argumentative";184
"arrogant";253
"artistic";225
"assured";102
"austere";142
"avaricious";123
"awkward";29
"bashful";239
"benevolent";242
"benignant";254
"bitter";138
"bland";62
"bluff";227
"boastful";170
"boisterous";206
"bold";12
"boyish";191
"brave";154
"brisk";48
"brutal";42
"busy";54
"calculating";173
"callous";238
"calm";147
"candid";60
"capricious";214
"captious";63
"careful";139
"careless";21
"casual";74
"censorious";220
"ceremonious";204
"certain";9
"changeable";55
"charitable";243
"chary";141
"chaste";75
"chatty";92
"cheerful";192
"cheery";250
"chivalrous";142
"christian";170
"circumspect";149
"civil";104
"classic";187
"clean";202
"close";3
"clumsy";196
"coherent";180
"cold";97
"combative";128
"compassionate";236
"complacent";245
"complimentary";72
"conceited";195
"conciliatory";247
"concise";206
"condescending";168
"confident";86
"confidential";89
"congenial";58
"considerate";99
"consistent";162
"constant";164
"contemplative";108
"contentious";51
"contrary";71
"conversational";150
"convivial";49
"cool";89
"cordial";21
"courageous";158
"courteous";206
"crisp";31
"critical";161
"cruel";110
"cunning";259
"curious";190
"dainty";49
"dandy";134
"decisive";1
"deferential";74
"defiant";50
"definite";196
"deliberate";50
"delicate";153
"demonstrative";173
"demure";85
"dependent";254
"despotic";160
"destructive";218
"desultory";6
"determined";113
"dignified";76
"diligent";174
"direct";81
"discourteous";135
"discreet";224
"disdainful";261
"disorderly";247
"dispassionate";26
"dissatisfied";133
"distrustful";34
"doleful";117
"domestic";110
"dreamy";235
"dutiful";126
"eager";202
"earnest";67
"easy";163
"eloquent";211
"emphatic";19
"energetic";228
"enthusiastic";199
"envious";108
"equable";70
"equitable";200
"eulogistic";114
"exact";241
"excitable";13
"exclusive";79
"expansive";13
"explicit";197
"expressive";12
"faithful";120
"familiar";3
"fast";234
"fastidious";108
"fatherly";95
"fearful";90
"feminine";114
"ferocious";112
"fervent";172
"fervid";195
"fickle";63
"fierce";77
"fiery";25
"firm";239
"fitful";46
"flighty";51
"forcible";135
"forensic";184
"forgetful";104
"forgiving";157
"formal";19
"forward";17
"frank";46
