"terms";"clusters"
"#-acceptable";148
"#-cruel";59
"#-determined";94
"#-handsome";20
"#-serious";67
"#-unkind";10
"abrupt";67
"acceptable";28
"accurate";14
"active";105
"acute";42
"affectionate";2
"affluent";146
"alert";4
"animated";135
"arbitrary";114
"assiduous";27
"assured";146
"authoritative";114
"awkward";128
"benevolent";39
"bitter";81
"bold";45
"brisk";14
"busy";87
"calm";122
"candid";71
"careful";44
"careless";122
"cautious";77
"ceremonious";96
"certain";127
"charitable";40
"chatty";79
"cheerful";150
"circuitous";116
"civil";155
"close";46
"cold";60
"coming";148
"communicative";118
"compassionate";27
"complimentary";59
"concise";91
"confident";70
"confidential";7
"conscientious";154
"considerate";134
"consistent";125
"constant";78
"contrary";102
"cool";102
"cordial";115
"courteous";16
"critical";101
"cruel";70
"curious";74
"decided";19
"decisive";151
"delicate";33
"demure";121
"dependent";5
"detached";95
"determined";46
"dictatorial";21
"dignified";137
"direct";146
"discerning";23
"disrespectful";119
"dissatisfied";10
"domestic";129
"dutiful";112
"eager";63
"earnest";156
"easy";72
"economical";73
"eloquent";117
"equitable";119
"exact";35
"executive";59
"explicit";47
"expressive";16
"faithful";146
"familiar";31
"fanciful";24
"fast";37
"fearful";124
"fearless";82
"feminine";50
"fervent";64
"forgetful";37
"formal";41
"forward";10
"frank";112
"fraternal";84
"free";69
"fresh";105
"friendly";87
"gallant";8
"gay";48
"generous";103
"genteel";90
"gentle";139
"gentlemanlike";137
"girlish";130
"gloomy";61
"graceful";157
"gracious";123
"grateful";66
"grave";156
"handsome";30
"handy";153
"hasty";92
"hearty";50
"heavy";51
"hectic";83
"heedless";93
"helpless";25
"honest";51
"hopeful";62
"hopeless";123
"humble";155
"hurried";143
"impartial";142
"impatient";155
"impertinent";34
"impudent";96
"inarticulate";35
"inconsiderate";141
"inconstant";21
"indefatigable";97
"indefinite";82
"independent";28
"indifferent";87
"indolent";144
"indulgent";143
"industrious";59
"injudicious";128
"intellectual";101
"intense";83
"intimate";89
"invariable";148
"irrational";73
"jealous";19
"joyful";80
"joyous";118
"judicious";132
"just";54
"kind";111
"languid";84
"lazy";43
"literary";53
"lively";72
"lofty";35
"lonely";145
"loud";12
"loyal";35
"maternal";143
"melancholy";56
"mercenary";146
"merciful";126
"merry";38
"methodical";25
"mild";88
"moderate";55
"modest";63
"musical";91
"natural";9
"neat";157
"negative";41
"negligent";32
"nervous";62
"noisy";18
"obedient";108
"obliging";116
"officious";152
"open";98
"orderly";101
"original";151
"overbearing";32
"partial";2
"particular";127
"passive";45
"paternal";137
"persuasive";21
"pert";96
"perverse";23
"philanthropic";131
"placid";58
"plaintive";76
"playful";19
"pleasant";9
"polite";112
"positive";120
"practical";53
"precise";91
"prejudiced";109
"principled";117
"proud";92
"prudent";75
"punctual";82
"quarrelsome";93
"quick";127
"quiet";127
"rapid";118
"rapturous";121
"reasonable";139
"regal";35
"religious";117
"reproachful";93
"resentful";65
"resolute";13
"respectful";112
"restless";45
"retentive";108
"romantic";49
"rough";99
"rude";11
"sad";78
"sanguine";36
"sarcastic";96
"scrupulous";100
"second";63
"sedentary";95
"selfish";87
"sensible";98
"serious";111
"severe";29
"shy";102
"silent";72
"simple";78
"sincere";113
"slovenly";77
"slow";6
"sly";136
"sober";62
"sociable";93
"social";135
"soft";110
"solemn";15
"solicitous";86
"sorrowful";141
"speedy";49
"spirited";3
"spiritless";145
"spontaneous";93
"stable";52
"staid";54
"stately";133
"steady";63
"steepish";23
"straight";138
"strict";26
"strong";9
"studious";148
"submissive";107
"sudden";66
"sufficient";155
"suspicious";86
"sweet";60
"sympathetic";68
"talkative";13
"tender";144
"thankful";56
"thorough";1
"thoughtful";1
"thoughtless";154
"tidy";13
"timid";103
"tractable";153
"tranquil";119
"treacherous";149
"true";111
"unagreeable";123
"unbending";20
"unceremonious";107
"uncertain";85
"undecided";95
"ungenerous";49
"ungrateful";132
"unguarded";137
"unhappy";129
"unkind";140
"unreserved";20
"unsteady";49
"unsuspicious";106
"unvarying";147
"vain";51
"vicious";20
"worldly";61
"tenacious";5
"tyrannical";11
"unfriendly";27
"untoward";128
"violent";22
"willing";104
"thankless";114
"woeful";123
"weak";132
"tough";4
"tremulous";96
"unfeeling";131
"daring";93
"unobservant";21
"womanly";47
"virtuous";131
"unchanging";40
"wasteful";13
"pompous";57
"ugly";13
"urgent";38
"watchful";91
"wiser";142
"wise";142
"ungracious";145
"zealous";17
"regardful";114
"underhand";59
