"terms";"clusters"
"#-fastidious";27
"#-formal";1
"#-handsome";66
"#-heavy";27
"#-open";30
"#-shy";73
"#-talkative";13
"#-true";30
"#-wise";1
"abrupt";16
"acceptable";31
"active";120
"acute";26
"adventurous";141
"affable";93
"affectionate";11
"airy";27
"alert";67
"animated";66
"argumentative";62
"assured";114
"awkward";64
"benevolent";23
"bitter";13
"boastful";48
"boyish";88
"brisk";63
"brutal";71
"busy";138
"calm";106
"capricious";117
"captious";22
"careful";58
"careless";93
"cautious";133
"ceremonious";36
"certain";25
"charitable";81
"chatty";124
"cheerful";57
"christian";150
"civil";132
"clamorous";5
"clean";63
"close";120
"cold";103
"communicative";39
"compassionate";35
"complimentary";142
"conceited";39
"concise";95
"confident";105
"confidential";30
"congratulatory";124
"considerate";104
"consistent";73
"constant";9
"contrary";6
"conversable";65
"convivial";95
"cool";77
"cordial";45
"courageous";5
"critical";112
"cruel";34
"curious";72
"decided";15
"decisive";3
"delicate";68
"dependent";45
"desultory";130
"determined";132
"dignified";125
"dilatory";125
"direct";61
"discreet";36
"docile";98
"doleful";59
"domestic";11
"dutiful";131
"eager";43
"earnest";84
"easy";57
"energetic";22
"envious";52
"even";56
"exact";49
"expressive";86
"faithful";100
"familiar";109
"fanciful";115
"fearful";72
"fearless";150
"feminine";36
"firm";145
"forgiving";30
"formal";42
"free";121
"fresh";113
"friendly";94
"gallant";143
"gay";129
"general";92
"generous";53
"genteel";14
"gentle";126
"gentlemanlike";135
"gloomy";110
"graceful";69
"gracious";78
"grateful";111
"grave";54
"guarded";4
"guileless";93
"handsome";103
"hasty";28
"hateful";59
"hearty";48
"heavy";64
"helpless";110
"honest";53
"hospitable";50
"humane";134
"humble";113
"hurried";95
"impartial";88
"impatient";144
"impertinent";90
"impudent";13
"inconsiderate";97
"indefatigable";86
"independent";41
"indifferent";113
"indolent";110
"indulgent";148
"insincere";18
"insolent";28
"intellectual";54
"intimate";84
"invariable";130
"inward";75
"irrational";75
"irresolute";80
"irritable";22
"jealous";100
"joyful";78
"joyous";6
"judicious";133
"just";120
"kind";60
"laborious";125
"ladylike";91
"languid";67
"lazy";48
"literary";29
"lively";40
"lonely";36
"loud";110
"maternal";139
"melancholy";11
"merry";62
"mild";44
"military";117
"mischievous";125
"moderate";10
"modest";2
"mournful";7
"musical";46
"natural";60
"neat";147
"negative";98
"negligent";107
"nervous";126
"noisy";59
"nonsensical";85
"obliging";113
"observant";38
"officious";73
"open";57
"orderly";42
"original";70
"overcareful";56
"partial";136
"particular";37
"passive";8
"paternal";42
"patient";24
"pensive";125
"pert";26
"perverse";74
"plaintive";117
"playful";7
"pleasant";37
"polite";79
"positive";79
"precise";119
"prejudiced";67
"presumptuous";122
"prompt";109
"proud";44
"prudent";76
"punctual";89
"quick";140
"quiet";82
"random";116
"rapid";20
"rapturous";22
"reasonable";25
"refined";96
"reproachful";93
"reserved";55
"respectful";139
"restless";55
"retentive";83
"romantic";1
"rough";12
"rude";79
"sad";82
"sanguine";105
"sarcastic";102
"scornful";101
"scrupulous";6
"second";146
"selfish";21
"sensible";25
"serious";94
"severe";140
"silent";32
"simple";111
"sincere";87
"sleek";29
"slippery";1
"slow";77
"sluggish";56
"sly";50
"smooth";145
"sober";81
"social";49
"soft";84
"solemn";15
"solicitous";118
"sorrowful";118
"sour";98
"speedy";89
"spirited";47
"stable";34
"steady";61
"steep";5
"stormy";23
"straightforward";14
"strict";38
"strong";37
"submissive";38
"sudden";19
"sufficient";99
"suspicious";70
"sweet";82
"talkative";123
"tempered";58
"tender";128
"thankful";51
"thorough";19
"thoughtful";20
"thoughtless";118
"tremulous";33
"true";37
"uncertain";149
"unfeeling";97
"unfriendly";83
"ungracious";58
"ungrateful";137
"unhappy";68
"unkind";50
"unmirthful";83
"unpretending";89
"unsentimental";42
"unsuspicious";108
"vain";127
"weak";76
"willing";84
"womanly";1
"witty";114
"violent";141
"vocal";29
"wise";2
"spontaneous";85
"urgent";5
"unvarying";36
"ungallant";29
"wiser";133
"tidy";17
"unequivocal";95
"unreserved";102
"unselfish";18
"windy";117
"timid";91
"undecided";125
"unostentatious";134
"verbal";33
"unsteady";75
"ungenerous";86
"keen";130
"unbiased";122
"untoward";96
"woeful";130
"worldly";130
"upstart";122
"uncivil";66
