"MR1";"MR3";"MR2";"MR5";"MR6";"MR4";"MR10";"MR7";"MR9";"MR8"
"#-married";0.199101219452397;0.0148161021834968;0.274629942999727;0.0573985900965231;0.551506760052212;0.251596079898836;-0.094068622451128;-0.0259715237126051;-0.00612164200650032;-0.177013684803397
"#-quiet";0.0932667426188405;-0.150239276003439;0.0524228451649513;0.138701493992122;0.0252636170184672;0.0595853196719982;0.0270960009321365;-0.0825903606292411;-0.0693941153145619;-0.0159139973885561
"accomplished";0.166730415373905;-0.0281616844631737;0.0899250577695217;0.137338088832501;0.103351279066167;0.716781560092066;0.0282065235622994;0.0368344949410529;0.240310979065981;0.163010045706155
"afraid";0.719554858595292;0.247354788182925;-0.118630967183332;0.328268863009361;0.151559788214016;0.051430219377455;0.178358939506717;0.0690787042282139;0.0542700107827091;-0.00952454716933583
"amusing";-0.0826090257330729;0.683300619514208;0.276768456546337;-0.0536335529928789;0.0463675709853843;0.109480781669574;-0.0624554196092065;0.102289262791931;0.0420565040018066;0.156813092639526
"appropriate";0.595064814843514;-0.0519691686189724;0.0381284293072022;0.0223148575934625;-0.125806007526717;-0.0942293129119405;-0.149106564178718;-0.0507514267937311;0.136387536962257;0.151276848597405
"beautiful";0.573601875071123;0.025384081574222;-0.103673804462339;0.343338055833281;0.234794708563083;0.272105864333738;0.0557949039480357;-0.116632514919088;0.350890901683278;-0.047953519256058
"best";0.612931852353621;0.0875315399680036;0.123992900155616;0.355360296215889;0.0956315604067118;0.256764657646747;0.143608527489967;0.00161991443489759;0.163577987579006;0.0832376365956458
"blessed";0.470047119201971;-0.14645311861516;-0.0569080687968802;-0.263096264299415;0.0158708871827021;0.15320955660539;-0.0282628453143198;-0.0156549181944923;-0.0145994090040037;0.223427558875097
"calm";0.575564410508169;0.0890610050840749;0.477343340628172;0.0807488069751991;0.14026059081903;0.133224493933733;-0.00631007900583823;0.194983472062755;0.0636522338932224;-0.0148182331228488
"capable";0.507973105210262;0.167766959195666;0.143056066695305;0.249349697735781;0.333797834549289;-0.030220138694005;0.263055521001923;0.288472622596007;0.105039978574013;0.166884911764538
"careful";0.366920355507106;0.570659272638601;0.0770956066543901;0.132467560591532;0.13706148706738;0.00729829754754248;0.0287799359279257;0.0563862607994987;0.00472804142707102;-0.0742890784848787
"cautious";0.250081858356259;0.616515489151487;0.129134088168225;0.0474934760347441;0.116271076374597;0.085731464094556;-0.00686853614706923;0.0385537995021789;0.0124421689248725;0.000436380116153904
"cheerful";0.716080202225929;0.128298665193586;0.112950746931184;-0.0557435523154642;0.0789568107964882;0.111038146969767;-0.0671800171580166;0.210066300483309;-0.00753863166053364;-0.00293546144709386
"clever";0.00903787058121138;0.465642073486028;0.602256536742051;-0.0628282795475963;-0.0104514253381518;0.120401908137784;0.114858321057451;0.0942282332025267;0.232705140985861;0.136745152690555
"comfortable";0.704746203096304;0.28777101707209;0.0613621984141852;0.248952924246501;0.119290147630739;0.0311007198789179;0.0913395653314125;0.119647614197296;-0.00875588140793595;0.061847229463912
"compassionate";0.330661043552772;0.295503954065575;-0.122124741305857;0.133288580164839;0.530552500470344;-0.0579578827723524;0.210447482660887;-0.0274296764515689;-0.0172358525927022;0.0964933219545064
"confident";0.308427747630335;-0.0809494107243948;0.673644378930681;0.094828249256034;-0.12370778506116;0.0238683722564823;-0.176652735369119;0.158106282030963;-0.154272360209349;0.0888032444073331
"cruel";0.538700875391766;0.0391003936905122;0.0344113577151857;0.141560981647621;0.289903358124491;-0.106648617606404;0.290892469178651;0.123714890661845;0.0164258029810969;0.0159706987779061
"curious";-0.0826090257330723;0.683300619514207;0.276768456546336;-0.0536335529928789;0.046367570985384;0.109480781669574;-0.0624554196092065;0.102289262791931;0.042056504001806;0.156813092639525
"dangerous";0.314736559857747;0.518830317144589;-0.116062707008833;-0.119475018368702;0.137835484987843;-0.12579073586221;0.112482775757585;0.106898288137155;-0.0970313913339322;0.08357402271937
"delicate";0.571991856558365;0.143782837951703;0.137159054130999;0.197713977277336;0.394893895158045;0.232821854559452;0.144299063757587;0.220336437532689;0.173781158844945;-0.0619482269462157
"delighted";0.536105645084856;0.476874073043172;0.0353166690443689;0.161508331060519;0.298232453220098;0.194011680153015;0.0373286214016572;0.309419283706328;0.0985000814755901;0.146032482475741
"delightful";0.744843511036169;0.101887375747268;-0.0894973536809712;0.216618845601913;0.105904894087168;0.0282696906353554;0.133712973792402;-0.0241967745089767;0.230008489701378;0.0691477880703089
"determined";0.719179491187767;0.2158439328161;0.19393627489474;-0.0914572035899938;0.38865468904957;0.250399517439645;0.0697772659809951;0.0273551089451144;0.100669855004223;-0.0468855693421179
"different";0.732107479480383;0.129117366426583;0.0304302060536969;0.130160153614962;0.220468786692982;0.226785025966908;0.104307107977014;0.21955556154031;0.144679902797584;0.0231330477798197
"direct";0.251877508058668;0.276519588895086;0.0911526058780381;0.0736470660787708;0.10356072308415;0.248910991404989;0.122739574016522;0.339247355313971;-0.0309823475502126;0.578846833069577
"encouraged";0.536680142546406;0.286272203614854;0.158302113123319;0.199445667420443;0.107564330332647;0.0814163466049144;0.150398745102334;-0.0438194980513373;0.0406603297848359;0.469790161521669
"encouraging";0.325973314166053;-0.111117561321911;0.533268125076442;0.183050296010151;0.0185599105368323;-0.0407825753319796;-0.233645516097919;0.184670946138114;-0.0833004285977512;-0.00732828676348438
"enthusiastic";0.174729448533912;0.227744492264812;-0.168776574296693;0.169197103873828;0.0591512728394327;0.322049354500406;0.0184499197464423;0.380001544976771;0.077157032321761;-0.184460900782627
"exciting";0.359802990186761;0.238756480780915;0.227153356130618;-0.0284023263243516;0.568532274298242;0.212186877395489;0.00323298556395982;-0.058085136436682;-0.0199093236461216;-0.112135214218748
"expensive";0.633324124613968;0.117051559253898;-0.0663576480618454;-0.205774642284282;0.120992498276441;0.348814735155297;0.15122589021373;-0.0891792850524372;-0.0135870227425814;0.0764450461908708
"extraordinary";0.741008101635756;-0.0193217841699756;0.222484741563283;0.0526273860426631;0.122113029334116;0.133433597496715;0.239139199470039;-0.00741689289097859;0.220082232744124;0.117276911499876
"extreme";0.365865461169302;0.520462115409461;-0.00346698406216461;0.226691624359201;0.00223407052569863;-0.080034674161882;-0.0397612861492318;0.058637561108195;-0.0763675555748518;0.0840764332259373
"fair";0.460777644066461;0.103553356703921;0.121503054625233;0.0210090405182711;0.0893717478477913;0.337099899284601;0.121185739906812;0.115225117831595;0.4912442492901;-0.034900181207673
"faithful";0.0699607232761329;0.130714550249598;-0.083461718587163;-0.0647113417161171;-0.0134003694035641;0.117599121494202;-0.0459802834909054;-0.0678993917427817;-0.106837936975319;0.649001091596891
"familiar";0.244303060847558;-0.0512955756171159;-0.109456952532053;-0.0334857050532393;0.0158480186267372;0.0935913477908784;-0.0372749613507285;-0.0821918423639594;0.834131920984055;-0.0836379772926514
"famous";0.25830461839884;0.022277449942709;-0.10312328629482;-0.0421457840611584;0.0771212297069847;0.202002748452863;0.696710149729505;0.0688152578327924;0.0180477170477627;-0.0975013028252668
"fancy";0.606204970276444;0.112737907302763;-0.142000863618722;0.134265458238946;-0.017661078988783;0.200975893441484;-0.0716927231667349;-0.268719861994728;0.0347604438263186;0.141177456679633
"fascinating";0.366315167436319;0.237423542211286;-0.202512273972612;-0.106553114338545;0.0117064830977847;0.192637936776537;-0.0137202111727102;-0.161258391505034;-0.0717835852907512;0.147890236511087
"free";0.843917703142041;0.0890878818953983;0.0625975432832428;0.0438196078446597;0.0140228950407116;0.160111752937883;0.165344534665445;0.022270230055472;0.0000776001202776516;0.072443097367804
"friendly";0.511529100798422;-0.0605673121551254;0.0873698064802301;0.45764920226677;0.156854570024459;0.0708279982630389;0.14485552965232;0.150095555082534;0.0840496620197845;-0.134883647990892
"generous";0.633650258475424;0.171822364296812;0.0446958886582711;0.0762382549127006;-0.146801782664553;-0.0064595286481303;-0.201542878971796;0.106734344950187;0.210738780512538;0.120906234462713
"gentle";0.311582130998183;0.0806038006955429;0.0125379373482163;0.392970450045466;0.552938171630482;0.119258312422478;0.198719765921774;0.0553392247560583;0.188285443521829;0.0428587991830166
"genuine";0.686621950401121;0.0780201550523933;-0.0500021917917922;0.29661772092612;0.0408866038018192;-0.0670404312297533;0.173261224095262;-0.0867939524459265;0.164269901619423;0.0247080097364747
"graceful";0.15704429756128;0.0407030235360052;0.0521899604684894;0.162287166809074;0.11959553413419;0.101815236334014;0.12838828574932;0.000702569763858104;0.667683659969992;-0.0267040460497205
"greatest";0.687443261817072;0.241655499370196;0.0466607274425804;0.117761152022624;0.170772222809892;0.15408253593088;0.270056377329084;0.154334242305094;0.0857159611146832;0.120115188397892
"happier";0.577982763162229;0.418831576806539;-0.147746004554966;0.00475877952515365;0.093243421277737;0.0356508102683961;0.0726877385802848;0.136641646117337;0.0454825056427946;0.0716967277291708
"happy";0.474802003641124;0.237776084246748;0.150503234160381;0.388953862084549;-0.00198201689531699;0.00296454277721935;0.104998821330664;0.201182207200118;0.0762568906613301;0.260174820957038
"harmless";0.378224545071683;-0.0676135014698964;0.227746144602153;-0.0625045849695235;0.280043700309656;-0.119206934306574;0.31608051000662;-0.102376790360765;0.00533393197954495;-0.107009482096654
