"MR1";"MR2";"MR3";"MR4";"MR5";"MR7";"MR6";"MR9";"MR8";"MR10"
"#-extraordinary";0.340847791126397;-0.0706621464854816;0.310077344809937;-0.116773899593739;-0.207602776371097;0.472280229329756;0.125355792324375;-0.164974504003718;-0.056522922276017;-0.117843544383367
"#-familiar";0.00405366416127729;0.473593199609026;0.24319682782581;0.0607452000523718;0.160620793941442;0.033206322549247;-0.0145104343542927;-0.255338173239924;-0.0618374230142659;0.047031245571573
"#-strong";-0.0258237889779889;-0.0938256349997821;-0.0557046596161507;0.165384721095295;0.0754661856717419;-0.0542008861139208;-0.0543194618452632;-0.000158910379000368;-0.0422120331509668;-0.408281888050449
"#-worth";0.404332607313775;-0.0210145513350192;-0.105265890679069;0.00882737973718613;-0.150587984566001;-0.0554092693301429;0.597125123306694;-0.0801353865865213;0.00473015641706205;0.000729043147085953
"afraid";0.614423489579306;0.136580680238735;0.0930932665944712;-0.0045899437720848;-0.144406157127655;0.272638473584713;0.278287673276374;-0.11891430471564;-0.00209831457715809;-0.0675197002957036
"beautiful";0.503579915980568;-0.117832652343097;-0.128143873608817;0.0713669952950601;0.637739710571405;0.104744612408406;-0.291514748880433;0.0555498414680542;0.00207656004063555;0.159365128000411
"best";0.533768977182765;0.475045064407531;-0.00783832663614573;0.178848903812309;-0.0898183964949303;0.191863312657081;-0.0186062289008571;0.210963623486037;0.0716586473224089;0.12614391392836
"biggest";0.370654016362652;0.219734733914735;0.11021803918437;0.192008173608671;0.298012601107462;0.0332759984152954;0.476949501298688;-0.313881082415717;0.224867699113126;0.0832687812977724
"blessed";0.581244905755598;0.0272261281005675;0.160649538384332;0.0945762606874365;-0.303127486834919;-0.0687350722595493;0.344036005700607;0.388521680025896;0.00552244820733929;-0.0400730486099828
"brave";0.0367850734040462;-0.0333569610709924;-0.00274621090247265;-0.0773816367041513;-0.0512338358908879;-0.171199674092518;-0.0168017328329376;-0.0946142163677976;0.0321468219970367;0.100236058250117
"calm";0.796115813302186;0.0953584915121726;-0.000792440026524675;0.0337913897985618;0.267180871804069;0.12678051377893;0.0382546341551299;0.099962637473972;-0.046460639544188;0.0366346962722782
