"MR1";"MR2";"MR3"
"#-beautiful";0.600975231429999;0.181164884103111;-0.19989244184997
"accustomed";0.32279181348187;0.6614798655739;0.213538641690515
"adventure";-0.00535144277558876;-0.122827407705609;0.742911107978661
"afraid";0.0962208357377968;0.0126982785811305;-0.16446200297584
"almighty";0.648322734779002;-0.0712720913637936;-0.164167929013528
"beautiful";0.539916573212438;0.566956921843252;0.232348920938415
"best";0.506841655539117;0.288458130624828;0.094012834171513
"blessed";0.450246479442634;0.0627355644200437;0.108463684482549
"brave";0.680110486188865;0.0297398591363031;-0.153176849704054
"calm";0.642823409975468;0.182988808675545;0.340088539907101
"capable";0.571306417357637;0.58444355532771;0.267960769270902
"cheerful";0.681510973621606;0.508443764960929;0.0986179219898817
"clean";0.300074086825367;0.600955256396625;-0.00673784450883679
"clever";-0.130081407135625;0.307388504624792;0.0444043814010478
"comfortable";0.128549961142228;0.390197078030991;0.0392485049267709
"competent";0.523788316211751;-0.00770820338404786;-0.0499352811191504
"complex";0.435436222003628;-0.0225457324112358;0.182888114294862
"confident";0.432696869639082;-0.0359753024758895;0.265254968566259
"cruel";0.117362057073334;0.523415595116971;-0.00731782024110822
"dangerous";0.560747936101009;-0.0119366483892446;0.0516456025982139
"delicate";-0.00424809469736172;0.414938299644058;-0.133960332730212
"delicious";0.476004581035676;0.247100847731888;-0.0857595953835694
"delighted";0.175045810185943;0.772263491418907;-0.054906550796698
"delightful";0.628852534546351;0.202060156242401;-0.037180625854945
"determined";0.00519166451112665;0.103253311689532;0.322911285742113
"different";0.482213884515366;0.676209438234732;0.104852484957638
"direct";0.174987822992469;0.639803370223621;-0.152548332438199
"encouraging";0.043031321055261;0.101709620473167;0.395935401345592
"enthusiastic";0.106307545046551;0.547943806715223;-0.218755578829174
"exciting";0.436684691599845;0.591467823409224;0.0328277213085773
"extraordinary";0.455924910113956;0.145942873723483;0.0985361442380095
"extreme";0.448962745940228;0.694345071364144;0.16294027670941
"fair";0.410907291582067;0.591034219822133;0.149152260647585
"faithful";-0.00529742312559256;0.276679771075305;0.341666913801402
"familiar";0.688751795418088;0.221310020448689;0.183060896257955
"fancy";0.399754127946192;0.0328305979818206;0.150950245391477
"free";0.693852665187212;0.363488352567576;0.159759924730665
"generous";0.392912904877499;0.535873631974093;-0.0633362821793849
"gentle";0.476730110167083;0.577272143129484;0.0593192476979278
"greatest";0.545741994135711;0.506358966266302;0.237348925970937
"happier";0.470829678330668;-0.0225031340921896;0.642386132285508
"happy";0.389469746028575;0.569244902506472;0.227634508890078
"harmless";0.543740590634236;0.211495839995068;-0.180882348439787
"heavenly";0.560296844368539;0.0475771715532358;0.314418906193806
"historical";0.154558872116743;0.10384280134809;0.00780093973900311
"holy";-0.00535144277558938;-0.122827407705609;0.742911107978659
"honest";0.232495276979684;0.000407256123747089;-0.160542166024784
"intellectual";0.043031321055261;0.101709620473167;0.395935401345592
"interesting";0.514058694851594;0.174877990115823;-0.0094226847411875
"irregular";0.0997494081538146;0.330051856723171;0.224049717809355
"liberal";0.495349785298026;0.087672680528578;0.0976554850281042
"loose";0.605136284432538;0.196647790630475;0.120368101144595
