"MR1";"MR2"
"accustomed";-0.0715249885106224;0.330508512260062
"afraid";0.268132207892443;0.581582053472051
"best";0.260938234747306;0.262912675409116
"blessed";-0.14100273607376;0.242659668395304
"capable";0.157311596352913;0.168037771118603
"curious";-0.0149638238904024;0.680642706380844
"delicate";-0.0294282602945363;0.180181367525502
"delighted";0.741528964167032;-0.173427577610665
"determined";0.810573608574976;-0.242089911787088
"direct";0.0381608567753374;0.759292176530189
"familiar";0.261415195638213;-0.0642117299696206
"famous";0.709265701576947;-0.0573175512783083
"free";0.687933235010892;0.0214651198434785
"friendly";0.497705502909881;0.0783379211622263
"gentle";0.339567831634289;0.310209421721337
"greatest";0.621386427550064;-0.167248731367214
"holy";0.238832712251401;0.181292979805005
"honest";0.177103690443458;0.620214288241767
"humble";0.415666084344591;0.282736705649817
"inspired";0.0297383478574815;-0.0671761849561605
"loose";-0.14100273607376;0.242659668395305
"natural";-0.12824912476896;-0.118832712778135
"passionate";-0.0298590191625907;0.629438949478179
"pleasant";0.853428578487359;-0.23554113985394
"quiet";0.344626770971984;0.197463890348385
"reasonable";0.665681742780297;-0.00491213268215755
"rich";0.621140234593768;-0.0225253483400773
"sacred";-0.0715249885106219;0.330508512260061
"safe";0.275778215353883;0.0401147042492499
"sincere";0.497705502909881;0.0783379211622263
"strong";0.0784380234550529;0.236615577674533
"wise";0.78238386756358;-0.134501959590476
"worth";-0.0890621916817325;0.624511770867452
"modest";0.371434735467718;0.193909783793707
"special";-0.0294282602945363;0.180181367525502
"legitimate";-0.0946680608526648;0.107342292893803
"welcome";0.624985799749608;-0.247578306657796
"proud";0.496656010106675;-0.180518069865889
"qualified";0.496656010106675;-0.180518069865889
"pleasing";-0.12824912476896;-0.118832712778135
