"MR1";"MR2"
"#-fancy";0.565684403461956;0.287362354874457
"#-happy";0.332956111309712;0.272939214374281
"#-married";0.440160836143595;-0.131828636716382
"#-pleasing";0.230102722341272;0.324142493611301
"#-wise";0.613020924899911;0.144707479050401
"accomplished";0.473072812213213;0.303185115938414
"afraid";0.749317174665655;0.486078679551983
"alert";0.119926599786772;0.0457348430611447
"amusing";0.566639256210507;0.344373437418751
"beautiful";0.793579454304202;0.4423711460621
"best";0.716334523303203;0.512961908798211
"blessed";0.677449139477774;0.111265252336669
"bustle";0.594826789302142;0.0587567397646383
"calm";0.0517741375218539;0.582884425983742
"capable";0.4952369834377;0.530426126096661
"careful";0.390039546048283;0.578204258737909
"cautious";0.341234093889641;0.600505459806638
"charitable";0.516845314372377;0.146422875762225
"cheerful";0.726317762965208;0.534033147370896
"clean";0.442109972227512;0.238320301903518
"clever";0.686056755783468;0.545924347521812
"comfortable";0.613935530742053;0.679972522784016
"compassionate";0.372318009403582;0.204732132102303
"competent";0.310433338279504;0.397817903590935
"confident";0.437092779216049;0.514395899241372
"cruel";0.457810555066376;0.296429021720719
"curious";0.392184416507766;0.400606530545975
"dangerous";0.504141263871731;0.524958585945005
"delicate";0.588893941902264;0.523161715615488
"delicious";0.408963407391781;0.184072734675635
"delighted";0.727252380851959;0.481599493762852
"delightful";0.756067920907168;0.516053712372975
"determined";0.788850992308693;0.375720480613509
"different";0.794419867661939;0.43528590121547
"direct";0.646637559086896;0.358462702112288
"encouraging";0.484829716152593;0.275934467894268
"energetic";0.350243387172829;0.495804417651044
"entertaining";0.550504074258025;0.160095555727842
"entitled";-0.0740171788798295;0.717727284980524
"exciting";0.617021709914972;0.453290739329105
"extraordinary";0.59456723854543;0.534398377686181
"extreme";0.634937718420787;0.48497390021723
"fair";0.555870877551664;0.681318989873894
"faithful";0.20634638020514;0.177589131882495
"familiar";0.561477938765753;0.393864260250458
"famous";0.545239423708836;0.395063818430605
"fancy";0.182984193542714;0.774652210742169
"feeling";0.250580483896118;0.438516042760399
"forgiving";0.352402280781975;0.319734244097343
"free";0.578757491918254;0.334166811553531
"friendly";0.755680563456373;0.365810894545833
"generous";0.566117759075877;0.215641926237634
"gentle";0.699510970779949;0.460670858433064
"genuine";0.265277926321792;0.459363204662609
"graceful";0.435841347479447;0.366424145863087
"greatest";0.673994861697553;0.611724496931162
"happier";0.727436665362139;0.243182280685163
"happy";0.585608120851369;0.508533685870794
"harmless";-0.0374718441321647;0.677778651854069
"honest";0.417788515639048;0.511809922572335
"humble";0.746217733548414;0.315503780860475
"improper";0.297797590268323;0.38798884849724
"independent";0.763160566337103;0.269917086574128
"intellectual";0.286054394522438;0.694313061214362
"intelligent";0.510467078339838;0.310130178773797
"interesting";0.697145849261846;0.601699477487291
"irregular";0.526272568563398;0.0417649014048246
"legal";0.199297477361584;0.299894929299681
"liberal";0.508645722288549;0.597121460595553
"married";0.601709658137579;0.608113442127419
"mighty";0.0724886923857882;0.399406116148385
"minded";0.313175252406206;0.275207993963752
"modest";0.599778663317946;0.15449199503233
"moral";0.410276135374964;0.0746294424363941
"natural";0.674233304226633;0.549697363674547
"neat";0.541413708570653;0.572695424479063
"obliged";0.589649678206464;0.0156538590383828
"original";0.686435843079212;0.289798421068917
"playful";0.434353619963553;0.372647099327306
"pleasant";0.766416650055559;0.460160084131668
"pleasing";0.694379593156408;0.442995381241328
"polite";0.245197745564795;0.421040151837298
"popular";0.0235261211844954;-0.029980749353879
"powerful";0.495814990659736;0.400784601709556
"professional";0.244613378121783;0.434105228527445
"profitable";0.410276135374964;0.0746294424363942
"proud";0.486957131738548;0.588062913999647
"prudent";0.466940878910457;0.223620304995166
"qualified";0.300136123555866;0.175790582707658
"quiet";0.613317813551163;0.655786321291189
"reasonable";0.517420292651255;0.713943132454583
"rich";0.624536654622001;0.463005406135996
"richest";0.199297477361584;0.299894929299681
"sacred";-0.00737998237527638;0.303668843500239
"safe";0.757441992203893;0.238075636861968
"safer";0.664976492901527;0.267942186460744
"secure";0.535657264256277;0.393929555878264
"selfish";0.484399287248705;0.285215652833567
"shocked";0.401136819148342;0.459361906866992
"sincere";0.293396808793401;0.630935151015343
"social";0.375873816070726;0.328887590407981
"spontaneous";0.439848636121104;0.041507516700535
"stable";0.518650025929364;0.042039278731126
"standing";0.518252875297858;0.388823379767198
"strong";0.596204008793919;0.650515937630639
"superior";0.713843871629132;0.502603173723615
"surprising";0.601930308261412;0.00751040356139226
"uncertain";0.347388290973055;0.311272962521664
"unfair";0.292191393012373;0.230012251660189
"united";0.27873712944204;0.771404896500478
"universal";-0.0740171788798282;0.717727284980522
"unpleasant";0.514109010966514;0.585117831236663
"weak";0.597573950003133;0.228919103557062
"weaker";-0.111578854461288;0.547190480498598
"welcome";0.556766778697046;0.575198588035462
"wise";0.627470134684493;0.307640207017488
"worth";0.618693502644566;0.651127107172276
"productive";0.438735077131776;0.330556723227651
"thoughtful";0.457939231203398;0.511679084639346
"encouraged";0.138559083592005;0.302927470628062
"strengthened";0.026392630777619;0.329735140791989
"tidy";0.1415240513999;0.169369867007815
"subordinate";0.17206419571902;-0.0557004363705966
