"MR1";"MR3";"MR7";"MR2";"MR9";"MR8";"MR5";"MR6";"MR4"
"#-beautiful";0.0706601654666348;0.690563855773717;0.173220065439336;-0.0688751843801264;-0.049873704577618;0.253797616964765;0.0970126827638228;0.0764953982463466;0.17404509881453
"accustomed";0.376436887082478;0.254281394578488;0.0625454425397991;0.113756505127365;0.476422760626916;0.480906521209653;0.114747361093769;0.122126055284037;0.190046565419933
"adventure";-0.0341956910045427;-0.0519795229993775;0.0410893303228621;0.904786765074727;-0.0130978790261175;-0.0469975279215861;-0.0455610805503368;-0.0806922036258539;0.0310214752823292
"afraid";0.0621972073998426;-0.0954411622637113;0.00460207548807973;-0.110640666854987;-0.00811452695157505;-0.129207600865044;0.708995340232546;-0.136339530191178;-0.117365000278664
"almighty";-0.0071374105715938;0.779996916660432;0.122570041288475;-0.0494490785501506;-0.0472593232163195;0.039838300673151;0.0300683713605578;0.0778348782428411;-0.0848620404243062
"beautiful";0.688547741146277;0.253580492108983;0.316440699574479;0.15283847960083;0.158424707486321;0.0832957733667922;0.118264794722372;0.0731958169322982;0.1004167461181
"best";0.338251335457176;0.242509746905428;0.238332015336897;0.0881425299561233;0.142313964747793;0.0745740520256606;0.325276282235506;0.17367780238478;-0.0221788309254025
"blessed";0.31932278243557;0.127201085766042;0.296911439894963;0.170616108601894;-0.147879563451128;-0.0920008374521138;0.149495831709311;0.2523802609809;-0.144372930946107
"brave";0.147619026869978;0.715337217611407;0.201699589974404;-0.0145479575769387;-0.116024364930405;0.120088810516154;0.0142776444922836;0.0569306285583919;-0.140163456283185
"calm";0.290050971918555;0.482681131956079;0.256888909510445;0.270463102832464;0.31284311346401;-0.0474511823318451;0.170389585593052;0.109922524289366;-0.0392404878137801
"capable";0.626784232221449;0.404061404720558;0.144174029697639;0.136294644533465;0.350851229488846;0.104026649022817;0.0847643441146822;0.217865643646061;0.0718686025032993
"cheerful";0.597606924817457;0.437779404481914;0.370931717291755;0.0347582446103118;0.134734925856185;0.0821806672612038;0.131261967241549;0.113417965994647;0.156037813691704
"clean";0.792011640863922;0.0236502053899332;0.108722549404047;0.000368400975817661;-0.0627168725394583;0.105846436074019;0.228294363885259;-0.0148746449574198;-0.0510207614694311
"clever";0.085367138437201;0.00441027292298756;-0.00538259261499285;0.0383571337037525;-0.0641406547147052;0.0244375397949644;-0.0851772184375036;-0.119885542270719;0.770026152309303
"comfortable";0.318851126125911;-0.108464513500968;-0.0719912687454639;0.142483119529947;-0.090299172471824;0.11724547841355;0.385547808976379;0.446814080820447;0.236937699600876
"competent";0.0824140006072561;0.473152810312322;0.141278494507592;-0.0510263767238445;0.0838655448722513;-0.207827497845021;0.320134342051263;0.0765554310106616;0.0502346445612375
"complex";0.209255504695844;0.200734572417949;0.362433441022404;0.131815625232215;-0.0329006151479201;-0.208970885989046;-0.0533111733482222;0.20250930454176;0.00155733035275403
"confident";0.189640302495885;0.0947293483008776;0.547162841823108;0.153579464700909;0.0711337659114571;-0.230220780352181;0.0314465345698831;0.0257339168960927;0.0155558225309708
"cruel";0.314253018807478;0.108211615469377;0.130163551369931;-0.00208007911275475;-0.0757371692518469;0.15371793556717;0.0248054961795663;0.0265275384581133;0.764585286953321
"dangerous";0.0925996701541186;0.359819121899851;0.283081560974012;0.0755210004270548;-0.0259020906566294;0.0860941147474653;-0.119228163116483;0.582286717967614;-0.158429784295825
"delicate";0.200751813799494;-0.00993806820617038;0.0791535199551716;-0.0949197149694391;0.0231930977781209;0.55671173789877;-0.0822632132030156;-0.145462423541602;0.0507978840987033
"delicious";0.226680395066176;0.48881833312795;0.237157382113013;-0.0752288501490793;0.00464350707319787;0.0914889610612338;0.00879112571682349;-0.0358939297114268;0.235087937091446
"delighted";0.60709188184791;0.0603671477684595;0.0360418085994213;-0.0348574984547245;0.0557163400280884;0.485098647028496;0.081558328196352;0.0451888351243051;0.1960172210774
"delightful";0.339870103478846;0.642452566114421;0.29709956742675;-0.0276612791949587;-0.0169921323148383;0.00701091659496412;-0.0640226485838628;-0.114990737610934;0.075422230515293
"determined";-0.0438860380789067;0.0630873451870284;-0.156723830920176;0.156869263164583;0.491998832684238;0.0164487372591569;-0.00980934398117267;0.183954707810848;0.0183580915417387
"different";0.700469702824405;0.272832239250931;0.123624436407126;0.0646025833624132;0.137290368832325;0.16603220488205;0.181300007616717;0.208508077383126;0.158948371233168
"direct";0.54645845136943;0.213034702886711;-0.163191723479484;-0.0465278957632233;-0.0789886698045872;0.344789730578207;0.109810724906981;0.0392954800571275;0.163085359145607
