"MR1";"MR3";"MR7";"MR2";"MR11";"MR8";"MR9";"MR4";"MR6";"MR5";"MR10"
"#-beautiful";0.10906850915477;0.650745566708357;0.212268381360193;-0.0814453511193899;-0.0864671193975744;0.228374729005211;0.220346209194065;0.158106335618095;0.0341675487415657;0.0476289607256788;0.0437807071789424
"accustomed";0.382847894676346;0.238211922298783;0.105873919435304;0.109541243986463;0.43019495572678;0.470754543544729;0.159056798874645;0.173740128090376;0.053751502795141;0.0448705788071532;0.228784241362094
"adventure";-0.0343765317689778;-0.0158266422161381;0.0352158911384476;0.900952240271928;0.000999161470567909;-0.0505753514192385;-0.0974288434517331;0.0549441201360236;-0.0575731924925275;-0.0141606653707931;-0.0342570012115178
"afraid";0.0565916013351491;-0.09682346955084;-0.0530635743917408;-0.0970220843093371;0.0175971485577585;-0.0923377693635048;0.0337494902357475;-0.0322124593285873;-0.0263252300656267;0.813578712853664;-0.0267697352317437
"almighty";0.0203676034256974;0.756693281027479;0.145951229946037;-0.0621347058353266;-0.0600112274786384;-0.00286086978513926;0.184157590056863;-0.0722891080345755;0.0632358269716694;0.0247642286633669;0.00894691393680479
"beautiful";0.707160805432875;0.209630102987018;0.280035044839369;0.154371549531846;0.139569300732084;0.0449163945383951;0.131608862269349;0.108697913068116;0.0904879007859022;0.0991883930392876;0.0927144256776366
"best";0.364517878759408;0.16214148695446;0.221124241052726;0.0985517833337527;0.073988197178523;0.10362373964204;0.288478313138127;-0.0613569179659015;0.135827415715896;0.246407251738027;0.100082630666182
"blessed";0.353620775483887;0.0981697137534991;0.185234932309399;0.194872445086355;-0.145336585748789;-0.0837825380041823;0.0873899676817721;-0.093117172156487;0.374835646551152;0.202270200214306;-0.106422593645781
"brave";0.186709078584978;0.705833964123392;0.205361053417052;-0.0289031395604803;-0.110906476124094;0.060261982551824;0.113852963229726;-0.119796843526099;0.067109067016292;0.0197737305189595;-0.0277005735143287
"calm";0.311650517713048;0.428252686771739;0.227278734146718;0.279169566293035;0.278200887168056;-0.055692573066105;0.263435186475251;-0.0219501823137041;0.127065374859822;0.160715400868044;0.0532357855066823
"capable";0.613327479873803;0.364106546902303;0.159596652028666;0.132352514617636;0.308734313373745;0.0674325565991826;0.19066040063431;0.0700144899581451;0.163364854492351;0.038356660924098;0.267726218848799
"cheerful";0.649098952980418;0.339548435170676;0.309760321486644;0.0479424496136654;0.0805456769802297;0.0765241061541532;0.317794026974063;0.139234805934153;0.133172356506936;0.0788475417425852;0.000726621710882699
"clean";0.829269610731297;-0.0485339008957095;0.0382791266412953;0.0116852007811189;-0.102562733724513;0.10928257390207;0.135362869116867;-0.0809965734996212;-0.00907525267671077;0.169571411513571;0.0287077558943195
"clever";0.0687069761988104;0.00180664648773178;-0.00899159049865248;0.0408564310773432;-0.0534503816288448;0.0221286340915102;-0.0170528829460475;0.841284621732981;-0.0583271780844133;-0.0354186330866369;-0.0218194230133501
"comfortable";0.264684016615342;-0.189928387265887;0.044636399399038;0.136217738632172;-0.229344625407076;0.186964623985208;0.229814646388262;0.0998447152747644;0.195925087517329;0.183198112949032;0.506438308820173
"competent";0.147762043792642;0.258144321658497;0.0898603957836095;-0.0245671284352577;-0.0924715344853343;-0.105067045752847;0.746359406104465;-0.0935899428580244;-0.028860268400304;0.132172606058181;-0.0593679979674223
"complex";0.23565984150625;0.139760309217925;0.302331707127704;0.145940300212693;-0.0550557236767931;-0.208551943092156;0.165814649004711;-0.00677993285902681;0.238175179041547;-0.058161554796844;-0.0644185111973262
"confident";0.215606669140729;0.0209618089096869;0.566740502076558;0.151091534340916;0.0365575465570527;-0.252656990633456;0.148700381937515;-0.0548947247992363;-0.0256480832993483;-0.029372253511338;0.00532496033770919
"cruel";0.291701356867459;0.0708397425623449;0.21302838870239;-0.0190714660760762;-0.121425778979273;0.136506924461766;0.074346440547674;0.724096620911961;-0.0697276621972948;-0.0457656476007157;0.224458783118173
"dangerous";0.0995741323250749;0.37696820168057;0.241367598040245;0.0824086120900203;-0.0189952514663385;0.0636157701785545;0.0543301558880748;-0.107608007728282;0.63859105202308;-0.0802566129945473;0.0549843947685633
"delicate";0.27831555716606;-0.0404627258635128;0.0618009087359948;-0.0949169696381453;-0.00510691941529638;0.573955370260855;0.0636171818296247;-0.0163219808885925;-0.169795906006933;-0.175031580152371;-0.135420996926562
"delicious";0.312586702352435;0.336523898230598;0.20394834419861;-0.0654290740764645;-0.111210425291535;0.133914541406523;0.491968708491713;0.128888355310414;-0.101938094828877;-0.147682670978015;-0.128854442377386
"delighted";0.610538168143518;0.0478210566063505;0.095309761500213;-0.0528379462055162;0.0168459110030074;0.453591887148507;0.0185599346356694;0.137778308163706;-0.0661775017741548;-0.0228539644158119;0.245289940436299
"delightful";0.421179376330626;0.569746140973801;0.199342336384841;-0.0173975351614638;-0.0264005824523798;-0.0252317542860865;0.259263479319647;0.102351777454709;-0.0117063922101011;-0.0502265750126012;-0.246375157591169
"determined";-0.0602552097928181;0.0230518586793109;-0.158502638727395;0.174173498172208;0.432578579468712;0.0672806169482463;0.227244565596313;0.00161322799085062;0.139496554664248;-0.056732274383608;0.128733407985986
"different";0.678025084608013;0.232870054013526;0.172789511695818;0.0512759056406927;0.0854038146750794;0.13021708728318;0.136616543376539;0.125771717691193;0.104970114421464;0.0991917330596402;0.341192579400124
"direct";0.488211851220091;0.289159550275082;-0.0303553186687531;-0.0943623314634054;-0.0697147734040534;0.254812279232108;-0.204605521471072;0.165867254949969;-0.10138112716898;0.0759981062276941;0.44692356255707
"encouraging";0.0216754518421218;-0.0965429946779128;0.207966522867854;0.0925607825386641;0.717315858215355;0.0375449328006391;0.00495515333071885;-0.12838804726945;-0.0670226924610316;-0.0219760204230139;-0.0060894909811337
"enthusiastic";0.484620491713836;0.0724768154736308;0.0785566358218044;-0.14797832495936;-0.0581949656526651;0.450672769422993;-0.187237083636358;0.119541211744733;-0.0459283068982756;0.062914212171238;-0.109594378586272
"exciting";0.454380620547668;0.420367902435352;0.0522272492094091;0.103446111127087;0.0539080282588635;0.438989215247459;0.0291420741042196;-0.00174728309289928;0.154067692616679;-0.0220375113987043;0.359413215193173
"extraordinary";0.100494760544084;0.081299768242238;0.724180832330895;0.0736159429999323;0.0103605912732899;0.195138441551974;0.104219898369422;0.185484931869002;-0.0158569317528358;0.0435337215842132;0.0177230552203722
"extreme";0.669306414223709;0.20405593975464;0.0807942003407125;0.127596685547727;0.184450396073804;0.313988102155278;0.217943638923268;0.194951972055844;0.225715914004421;0.0903126667374886;0.0237783354153376
