"MR1";"MR2";"MR3"
"#-comfortable";0.0430888255936014;0.333529934443042;0.445196858090513
"#-fair";0.423448814932526;0.172135844383609;0.188134194334459
"#-married";0.396228287140538;0.293648004991434;-0.190870783066334
"#-worth";0.293086754135383;0.373657288484425;0.121778358933389
"accomplished";0.30991998734695;0.432986813411234;0.264021714307288
"afraid";0.52364045779897;0.218609405559814;0.349499336888887
"amusing";0.272891938620371;0.119073875302567;0.403471413413303
"beautiful";0.345286900347067;0.498201084858018;0.1924875575118
"best";0.629583161749883;0.429025036224773;0.217200717160636
"brave";0.582952008103906;-0.0321375186302137;0.149268906189843
"calm";0.111901159816827;0.364383194401425;-0.0471199835961614
"capable";0.306422750655757;0.726912955542204;0.0367224057989528
"careful";0.583604598015645;0.0102658180414753;0.472474456696291
"cautious";-0.111045893317714;0.582089330583121;0.137610710935836
"charitable";-0.187366842957752;0.639745431461467;0.205995646630684
"cheerful";0.603126702157003;0.458571300189327;0.258056077661433
"clever";0.43024065135665;0.268403966679484;0.17725801190937
"comfortable";0.650597017689074;0.301935091589815;0.29571153047457
"compassionate";0.250475623043392;0.0464758819784233;0.324117966068537
"confident";0.0958851975171117;0.665486206857645;-0.191757618343865
"cruel";0.180012046011406;0.436075232267626;0.110401310639234
"curious";0.542654455642892;0.194082803138482;0.188765483774503
"dangerous";0.568337720064211;0.587312238787293;-0.0606057939797438
"delicate";-0.0410630614067251;0.43803096598998;0.177203631299265
"delicious";0.106832016958666;0.486521533871915;0.249206610659944
"delight";0.250475623043392;0.0464758819784233;0.324117966068537
"delighted";0.667262890797097;0.393411050825802;0.278553069512297
"delightful";0.450738804703786;0.175131706094014;0.148032307507364
"determined";0.630477439135516;0.55605080329365;0.160430997739288
"different";0.70835386226686;0.295730695966825;0.11928652243393
"direct";0.086569421447493;-0.0857469030329593;0.379927279987488
"encouraging";0.25607169062803;0.400765402269443;0.0347385920010408
"entertaining";0.650210204710234;-0.0446385913579793;0.193322782359195
"expensive";0.527340072366421;-0.240145901090986;0.0970224747546652
"extraordinary";0.575811599360091;0.305270246418735;0.482553744189455
"extreme";0.273969459554651;0.473231658426626;0.217310741217265
"fair";0.76505131668788;0.296861170388287;0.0532812488725565
"faithful";-0.136781858043214;0.370254474337353;0.174254963825322
"familiar";0.0957373043327697;0.0350135862133506;-0.0723420226321799
"famous";0.582952008103906;-0.0321375186302137;0.149268906189843
"fancy";0.320069733675757;-0.143135352915838;0.0538629510484209
"free";0.579705621999992;0.082106871021313;0.4035769679793
"friendly";0.365958280921397;0.363284846361444;0.435884544439061
"generous";0.404814806738497;0.461366773497595;-0.0293262136737315
"gentle";0.428018287601188;0.555041139615716;0.0868518171380659
"graceful";0.423448814932529;0.172135844383611;0.188134194334461
"greatest";0.371690275999585;0.151883579216137;0.628180375450425
"happier";0.372505295430742;0.525408568669617;0.0157637565160321
"happy";0.531991222112786;0.332740084622763;0.216073691151011
"honest";-0.256647446326607;0.427487275282891;0.10111980185889
"humble";0.365114155516596;0.360267651412283;0.160118749318568
"improper";0.52334051077785;0.422650541912578;-0.388990783718532
"independent";0.0938442837740745;0.665394798068751;0.0236044052097182
"intelligent";0.614173565089828;-0.11675684827977;0.207382768516824
"interesting";0.671868957046582;0.388149974883658;0.200142725318787
"liberal";0.426914641946194;-0.0384181746068663;0.501153477256538
"married";0.424762291963949;0.591301026596979;0.235948732899573
"mature";-0.0587777449378701;0.619937534727889;0.237253319030093
"modest";0.116882289480189;0.274151486627841;0.310738798541935
"moral";0.177957895477033;0.111284681463384;0.251798380963749
"natural";0.40345256763328;0.659177540851369;0.0601188962572497
"neat";0.309672549754847;0.0725061039135139;0.676403586800702
"newest";0.527340072366421;-0.240145901090986;0.0970224747546651
"official";0.15456474119403;0.414399894602681;-0.0557029663220118
"original";0.0101414430777116;0.314145886503407;0.0382011295901489
"playful";0.0101414430777117;0.314145886503407;0.0382011295901489
"pleasant";0.620058630553433;0.4345497426739;0.35573487994287
"pleasing";0.571529615155076;0.42649831256629;0.0246936913987006
"polite";-0.0109329502071666;0.516607203936508;0.485846823743541
"popular";0.320069733675757;-0.143135352915838;0.053862951048421
"powerful";0.604361068578679;0.515949988782009;-0.241513141647179
"profitable";0.527340072366421;-0.240145901090986;0.0970224747546651
"proud";0.306202036032645;0.578348934728269;0.20367523031898
"prudent";0.177737574969283;0.628226134831023;-0.15708701681206
"qualified";0.303202090173106;0.123232864203571;-0.0383705321093034
"quiet";0.70096603352626;0.394671153015412;-0.0885422471139493
"reasonable";0.484869391270645;0.283582312594174;0.386912537596964
"religious";0.17636787773446;0.100112186547723;0.276312761411429
"responsible";0.0651202751515911;0.179184525599498;0.583750694726422
"rich";0.15623029892152;0.628018627647694;0.308795708398621
"safe";0.526087176458609;0.141796650901463;0.454528117318282
"safer";0.0163658387503423;0.13365284824748;-0.166178360045052
