"MR1";"MR11";"MR7";"MR2";"MR3";"MR8";"MR9";"MR4";"MR6";"MR5";"MR10";"MR12"
"#-beautiful";0.129093651855665;0.651457551502518;0.210547206351676;-0.0992180795418094;-0.0793826314079683;0.217183194279744;0.213476579271292;0.165475934019143;0.032363015745286;0.0169668475341675;0.0159635003385457;0.0763114505313712
"accustomed";0.404553355355365;0.233909273221814;0.0899792488318765;0.0842583461391005;0.424283563237894;0.457290098188353;0.162327433729575;0.195206990991145;0.0531699640065916;0.0137735776327685;0.210147348434142;0.150862799076707
"adventure";-0.0208834954398777;-0.0226437211252138;0.0412644039685828;0.914772013227255;-0.0197446795684176;-0.0513882208238119;-0.100766258939862;0.0437318576416265;-0.0543297169435188;-0.0073840145743655;-0.0322356144526914;0.0718673797660344
"afraid";0.0566280867845618;-0.0936466891424107;-0.0657253003473677;-0.0606522922831963;-0.0284941213529901;-0.0678224892614652;0.0593168662546455;-0.0613204685464447;-0.0295279718077326;0.847106982857411;0.013032919127152;-0.0133959740215787
"almighty";0.0366099682918653;0.759428862947856;0.135077284951322;-0.0740254804904407;-0.0525353875656599;-0.00722792237272559;0.184989073776573;-0.0653725071450563;0.064887465517524;-0.00447050602014749;0.00364949738496323;0.0377847294684697
"beautiful";0.726586751759861;0.194850416484554;0.258487407990544;0.159669241789542;0.109232638618755;0.0454282801971711;0.134061421246443;0.0961500429163352;0.0931710703005293;0.104698898495568;0.0966251821707645;0.00676467443920096
"best";0.373997477311306;0.165109294285022;0.22322873246036;0.0627313330420678;0.0960453735095067;0.0741413957451188;0.275539037982851;-0.0469046313487393;0.124188678910033;0.213160113831812;0.0520209966735891;0.184013163027154
"blessed";0.352383054920166;0.105752702964393;0.185980004979295;0.151300611265074;-0.0965495770618229;-0.124822069975924;0.064545455104884;-0.0814055754681663;0.359698447986155;0.176552231499665;-0.166005763790864;0.165890377573599
"brave";0.207423169669338;0.699443192724787;0.188246161949955;-0.0217512007732399;-0.125292400729162;0.0654178901913599;0.117178328401519;-0.129423742261135;0.0718698857152971;0.00977102270095994;-0.0209264654512293;-0.0100667321013576
"calm";0.329763785757587;0.431474019998325;0.205736505585249;0.26264318971414;0.281294266806759;-0.0640725311130756;0.26976855526846;-0.0121158363381146;0.128859072324889;0.135978621669988;0.054646044218081;0.0800228558374376
"capable";0.640118705293997;0.341830817530083;0.133024448049412;0.144158486065505;0.24891599639189;0.0796033206315008;0.207993761831544;0.0625232433263873;0.169856485620223;0.0388932899599437;0.291699850935525;0.0214320139914984
