"MR1";"MR3";"MR2";"MR4";"MR5";"MR7";"MR8";"MR6";"MR9"
"#-fair";0.129635880752281;-0.0144548428952946;0.00638935349253717;-0.0753110017441986;0.00360079109277023;-0.0737714730628262;0.574832398007304;-0.0042633657657047;0.0471651236379747
"#-respected";0.0634945370816742;-0.0168140592254829;0.0286458133245802;-0.103129986679373;-0.111706043517517;0.0559734864844784;-0.0453903348436903;0.00338460115328955;0.59299510001932
"#-rich";0.150834797338053;0.0122744909177021;0.0379981402232794;-0.0318599622337587;0.010600713455855;-0.0287561746185331;0.0937459485739503;0.0773006974942741;-0.0777974778944596
"#-strong";0.130131744664269;0.237528820971353;-0.174210338697088;-0.0155275554610207;0.528752936422155;-0.0266880064281003;-0.0394125089457413;0.0307123594269994;0.0274678458413991
"#-worth";0.330506016459652;-0.020304597099644;-0.178902616144276;0.150613394826313;0.250801725993944;-0.0906947426173848;-0.013004271587278;-0.146329065225017;0.0617872492879916
"accustomed";0.471927902634185;0.438369908378262;0.444414147403939;-0.144788557560134;-0.0361700243958832;-0.049365568361659;-0.030908960309553;0.11245305318653;-0.0347879424345548
"afraid";0.72740918814043;0.179302173804732;0.246494059526461;0.187295291846062;0.141441742002429;0.115797184467258;0.094531920207602;0.125796535393086;-0.000141862076663658
"aggressive";0.0111525733765843;0.0413547104226838;-0.0392116765946336;0.0848687172227441;0.00522996763755377;-0.026206038389066;0.38892307796326;-0.013731523198334;-0.0659813691189147
"amusing";-0.0794765657039317;0.159722118042493;-0.160780447378718;0.0823563583521034;0.100525340937668;0.0263621489583218;0.0652396738793339;-0.0691725464986045;0.371297851713021
"appropriate";0.558661250453545;0.208603629879406;0.0842886734133895;0.0523826997568497;0.204974211095857;0.0068762813656853;0.226439003566204;-0.267863154298264;0.212734286353251
"artistic";0.0349050084715311;0.203112082896071;-0.0266323900426861;0.194847963039115;0.358506403225707;-0.0744910837276376;0.288753855433506;-0.0535193814150145;0.0677999718564223
"avoided";0.446506464573559;0.168465023250365;-0.225058867748553;0.119373096673639;-0.178184939001393;-0.139790646194146;-0.130153546332279;0.0940904744053477;-0.113987912534238
"beautiful";0.768755264129428;0.148793738360695;0.187244057028205;0.121233279573774;0.133266935710563;0.117195048614008;0.231293462403858;0.132680037374829;-0.0213341096180417
"best";0.496486410869842;0.29329430475379;0.403716180142029;0.15993878121014;0.305967871841171;0.226665050109363;0.282659121060894;0.337985485969473;0.051810658170985
"blessed";0.445345364144436;0.112165960633683;0.00977896218705765;-0.00357372476264312;-0.0920545948147862;0.311273664468021;0.1827610038281;0.30705405607955;-0.140880863759076
"bored";0.00328088615975958;0.639916742848775;-0.118754637182895;-0.0212980668674154;0.0131043574775996;0.00421531040031969;-0.0142469304996461;-0.0448614807251724;0.145569425605426
"brave";0.41172334773355;-0.00229990731573428;0.064486317911434;-0.130188420426427;-0.00345955314011803;0.122471168718688;0.0467209800308445;0.373921262570525;0.0525499049698162
"calm";0.368037884056948;0.642944949328601;-0.00923962989625135;-0.00266437311270628;-0.129313604656188;0.115752880100434;0.0311065352189759;-0.0519400978634638;0.0608413114327579
"capable";0.752977283785653;0.0661965481131043;0.0549126669734658;0.147353523538649;0.0852322860102916;-0.115713869836742;-0.135150880297781;0.0345298679611134;0.0737580008096375
"careful";0.463211287424267;0.344432921232497;0.0086788638099476;0.246370705578866;0.113753812367495;0.365989972099832;0.159408438028433;0.137737227266187;-0.101541793517162
"cautious";0.153043922499297;0.485358186523431;0.0687817697560218;0.0947166075570632;0.21982645803402;0.0399862907456043;0.0484206904214332;0.062654676383941;-0.032741133569682
"charitable";0.546640701720835;-0.0591265061337759;-0.0300340728973354;0.0856583658752758;-0.168360873324698;0.192321365957464;0.270075055078837;0.0895913924203386;-0.00578838037502148
"cheerful";0.669697332674724;0.0851632255154497;0.318768674048589;0.115989916070497;0.200521434167423;0.0629862345573359;0.0445719745978884;0.0444560771938097;0.0308711917535231
"clean";0.631891491879177;0.132491142255476;0.0293686845372632;0.167883436946612;0.240884489640818;0.171296257402302;0.215089686423333;0.189068677750874;-0.0473226731705589
"clever";0.436887711734813;0.16299585926665;0.124504519534808;0.00784509208508457;0.18665212071725;-0.0610985853241857;-0.138148898648039;-0.156329041357926;0.162350747099043
"comfortable";0.652430919315323;0.326603093243916;0.273625631433313;0.252379668362371;0.164700895766014;-0.00338173184492378;0.148703937316016;0.125591458377356;-0.0677344618756182
"compassionate";0.230341533418381;-0.087890883390554;0.0661616199067824;-0.142832596342933;0.46872444572014;-0.0789612122517119;0.133478340508679;0.030238895489919;0.100875377297588
