"MR1";"MR3";"MR2";"MR6";"MR5";"MR4";"MR7";"MR9";"MR8"
"#-cruel";0.214850904362916;0.627040584985819;0.0881590828454596;-0.000513030804924248;0.0685655327813239;0.165549908349243;-0.149425152587942;0.100302931963961;-0.0743349628761174
"#-determined";0.109442959868687;0.627777256262324;0.0893026615770412;0.0741792874983863;0.0793135636736081;-0.0882672106622547;-0.0201194685056801;0.0399605647380388;-0.0012459327768148
"#-rich";0.0697150109101441;0.152541316121654;0.859750912625072;0.0611776394980736;-0.00915644527643744;0.115527111274652;-0.0207960851910255;-0.00781227169058598;0.0505874985248136
"accomplished";0.651528956545585;0.186876222172614;-0.0830303771737068;-0.0182114727759292;-0.110767736893396;-0.0557386825311802;0.171494433344811;0.216739775578133;-0.17922297858062
"accustomed";0.355297520085368;0.269359032644267;-0.0470252778643549;0.0892144129241363;0.0718874349956391;-0.0376765075815798;0.131443389108537;0.569458480329461;0.0628946502810003
"afraid";0.736764499257372;0.314460729047563;0.236475687171562;0.27027649754045;0.120806080857528;0.240714048721745;0.0577775439542416;0.0786138964835808;0.0949902549251724
"alert";0.132410869007899;-0.0320171633844138;0.0343894163426826;-0.134216161824861;0.563711950409884;-0.0447080052886811;0.225360998004484;0.108756254152298;-0.0727829213084875
"amusing";0.323367196663253;0.480341484677553;0.145752324878186;0.0210348571266912;-0.17741597782467;0.357322980539735;0.210196947994262;-0.0284767303564076;0.091752503536462
"appropriate";-0.0279987120887677;-0.0922141153460329;0.0740356422627591;0.409740923590717;0.121679131810924;0.0589408965161066;0.592053407376132;0.106653877860217;-0.0688508931793973
"avoided";0.188312629069544;-0.0389101575905237;-0.051152674585143;-0.13450651188193;0.0883480355712916;-0.0166821774113162;0.519038036744671;-0.0125268101582633;0.00673748015491914
"beautiful";0.548118305373217;0.0306965547643912;0.356568905088527;0.0682142660888953;0.222889366830316;0.0927676995686482;0.421313670543157;0.0456144582551864;0.0210586693691696
"best";0.460954625260963;0.404362157572419;0.342509757607171;0.285845552150584;0.284871307913148;0.302530568345;0.151973461813171;0.0392791100158137;0.338753143598743
"bustle";0.480709237817635;0.383007767491349;-0.0185476049165487;0.509421697621723;0.127115334270408;-0.0265036663500302;-0.0117953444373139;-0.00500613224696862;-0.0902608900441069
"calm";0.358821338319483;0.440758604279253;0.272984042069959;0.0939808416822649;0.154326921185926;0.166693284880942;0.341036301640172;0.210075220007487;0.147927026325132
"capable";0.684431720452262;0.205772343384699;0.454510693152789;0.249381470892885;0.0963895508290371;0.160987486317742;0.0810089968501984;0.0849553769717376;0.00572122208342027
"careful";0.446001087599747;0.173756300381486;0.149141971217841;0.368913385425148;0.00607245373299653;0.268592086230931;-0.114949312618859;0.0183872961992203;0.152905747201643
"cautious";0.33025845699062;0.496307095459594;0.032286303704814;0.0779604342790882;0.0229454001160889;0.0169219498987889;0.32938294632403;0.320045775718955;-0.0600147235525615
"charitable";0.0822096454954831;-0.0108604576010308;0.101951364533675;0.431287142927858;-0.0543907757947481;0.350849799828122;0.236323369523862;-0.223451659905316;0.158948998965956
"cheerful";0.61363631109273;0.14046384148507;0.274818128118467;0.204965064471246;0.314822515150465;0.036012894272094;0.309177265522894;0.00843937677010802;0.128921861162503
"clever";0.593999005756568;0.316974779595864;0.143303118826136;0.10290204873227;0.249375149025734;0.23442089385618;0.113446689263202;0.396732612916773;0.0943042042974596
"comfortable";0.693718785693854;0.249596571001972;0.281493488536704;0.313613246420137;0.101719546790992;0.124884690432417;0.15981776533888;0.130631550631896;0.252116569722194
"compassionate";0.148421584982449;-0.0471865396150201;0.245781935006559;0.0100681339556462;-0.0755887022878636;0.686281650365218;-0.172146671469802;0.248231236946928;0.225977032086668
"competent";0.051776729870485;0.425816515487081;-0.0976020741460961;0.342652920980031;0.199606989848847;0.0556441252144833;0.00125727760692904;0.0868462087360801;0.132524089637469
