"MR1";"MR2"
"#-clean";0.0345542154396589;0.0659197448039716
"#-cruel";0.0384736804619204;0.358857621599801
"#-determined";0.224285427955324;0.036835952214717
"#-encouraging";0.0398612340025165;0.352911086596082
"#-happier";0.0829881377889699;0.526262845001013
"#-interesting";0.0829881377889701;0.526262845001013
"#-married";0.229132957702223;0.0102704093017499
"#-minded";0.200885397588438;0.070680313696228
"#-unpleasant";0.107850301319104;0.0411640017634643
"#-weaker";0.00134790522768673;0.0980825380892641
"#-worth";0.0516289596017928;0.336704594277906
"accomplished";0.0811574808925961;0.378134650841108
"accustomed";0.538696513078972;0.531280809772016
"afraid";0.705459134293018;0.553267412521467
"almighty";0.0398612340025164;0.352911086596082
"amusing";-0.0814292767037959;0.224606129945908
"appropriate";0.508706834847001;0.222910828839562
"attempted";0.257720214435699;0.345975899974935
"beautiful";0.719328377267464;0.503619788690238
"best";0.555336417824271;0.615905966793844
"blessed";0.457015445636478;0.562989879174981
"brave";0.471916828954314;0.414058033865009
"bustle";0.240127492507907;0.0674378453436349
"calm";0.502246584591864;0.508758957790727
"capable";0.526192810542621;0.347148337702987
"careful";0.597016666809918;0.333196858111094
"cautious";0.388302443556757;0.137583020786077
"charitable";-0.0732937523904289;0.600479902923856
"cheerful";0.75434479356988;0.462553787709117
"clean";0.334664693312809;0.616927003726981
"clever";0.653213007140805;0.216777254370491
"comfortable";0.618704447667078;0.526876247676512
"compassionate";0.293184959147769;0.000667509120353032
"confident";0.492347702308512;0.347456680590446
"conquest";0.489685780050112;0.0196719196939094
"corrupted";0.285634972616308;0.0645074627061598
"coward";0.0397852441461843;0.11735524438886
"cruel";0.433924603397739;0.641397700278734
"curious";0.577488225491856;0.587535889451494
"dangerous";0.332219596411078;0.652210992056129
"daring";0.0745469883768017;-0.00644187486020494
"delicate";0.607926176708866;0.557615623122165
"delicious";0.523139139423367;0.224109518705517
"delighted";0.810620523535963;0.281581565424487
"delightful";0.488227973436152;0.476509909240371
"determined";0.58490857954695;0.269396026417861
"different";0.595294885095654;0.624585454936631
"direct";0.460208960552885;0.353660077608808
"dramatic";0.283881230234878;0.154015759907026
"efficient";0.0615816912604953;0.391833370771216
"encouraged";0.0910649257784838;0.199517235579962
"encouraging";0.16943875436625;0.402480163362799
"energetic";-0.0984757585204046;0.632608960069404
"enthusiastic";0.103656844446571;0.0732548591178802
"exciting";0.401551457340512;0.27654724613748
"expensive";0.463680249378719;0.150275560140081
"extraordinary";0.689967095352039;0.573344398640465
"extreme";0.600135214965338;0.554819837513357
"fair";0.739719086869518;0.474354736059864
"faithful";0.373380992399405;0.610128023665856
"familiar";0.469430572024194;0.674378562793032
"famous";0.620764082800447;0.297697391640819
"fancy";0.445189871786198;0.172489721227855
"forgiving";0.144371090326629;0.40068947712141
"free";0.637150635084442;0.595900038609663
"friendly";0.630956694592231;0.43211165113623
"funny";0.0910649257784837;0.199517235579962
"generous";0.493186016244175;0.590862723829098
"gentle";0.675267407777554;0.566266169295992
"genuine";0.284026727271974;0.511339038317094
"graceful";0.4116037951193;0.595676259801187
"greatest";0.483027245418493;0.597667965686192
"greedy";0.325569770636909;0.137889717227201
"happier";0.723351380810296;0.353948527058336
"happy";0.734385964126372;0.510629818035655
"harmless";0.393543441603697;0.597583623146486
"hilarious";0.255568238910932;0.268207469008061
"historical";0.179263938160396;0.363129393656723
"holy";0.145909802115108;0.556995280079739
"honest";0.645904308342963;0.563715168950135
"humble";0.621882065076405;0.527164192717701
"imposing";0.168548818417844;0.450385293438564
"improper";0.240127492507907;0.0674378453436349
"independent";0.423074947738526;0.587166789224606
