"MR1";"MR2";"MR4";"MR3";"MR5"
"#-clever";-0.0185293326719493;0.596967039197908;-0.0797220651009454;0.129721916298763;-0.0627144243750235
"#-united";0.0375985370040474;0.45672356576352;0.0104621451146123;-0.0751400814008823;-0.20283377513377
"#-worth";0.0519386393243756;0.388785770497207;0.0667159041911774;-0.0306826317087639;0.554496881858855
"accomplished";-0.0350863526296846;0.647501483148191;-0.00654915649920447;0.0974586987766595;0.348501611018728
"accustomed";0.0114179023733151;0.0402707683141017;0.0214371132769713;-0.0176039096265076;0.197262619560354
"afraid";0.591712092252255;0.311005109636957;0.441604024508332;-0.00526033688212343;0.0948219093609206
"amusing";0.361560047309545;0.0527256850766186;0.323369263098998;0.0669538228642039;0.118336508944988
"beautiful";0.353734037854325;0.446674903110411;0.410004841321905;0.0401666620261738;0.272429365616308
"best";0.530798110964456;0.293221330943907;0.55141329627826;0.0256645182462708;0.021411714193602
"calm";0.251235988520538;0.117900441597152;0.396500340268484;0.314583066787132;0.000112176631407446
"capable";0.483818965537748;0.401400739774514;0.459519925941935;-0.0951769713745243;-0.0993662621029339
"careful";0.0956735142695312;0.685970212861443;0.153150032968914;0.0743799615941693;0.128706627345564
"cautious";0.582868551379979;0.379264134200691;0.110047663347331;-0.176277345260568;-0.0964832673053964
"cheerful";0.383102518644703;0.38386988144021;0.289911090999923;-0.0160716933874912;-0.343262940123236
"clever";0.488714992108464;0.0306171039296223;0.397033225068356;-0.421910853193975;0.0835706471983303
"comfortable";0.587438387904819;0.170126736813625;0.480871905054237;-0.270231547848781;0.0635392379353933
"compassionate";-0.0862187960167202;-0.0728412359930034;0.508608711275853;-0.138278551478528;-0.275815734369443
"confident";-0.00472387313533612;0.242654714221711;0.329049965047254;-0.000571629544674084;-0.0442054950931119
"creative";-0.111467831365105;0.317323841123716;-0.0130216507150178;0.132259616549768;-0.0634566291093686
"cruel";0.189488664994108;0.555738183716059;0.418581008806936;-0.165842171129185;0.0398882294737643
"curious";0.247788261263711;0.291676031678606;0.494119760829198;0.104828660664427;0.127020027244025
"dangerous";0.103376701838712;-0.0153531416754255;0.287444013186155;0.412357010868141;-0.177145287817094
"daring";0.484619652401406;0.11368285300782;-0.0413731266530115;0.165469315927487;-0.0629040927574219
"delicate";0.528467818268165;0.189306795418876;0.538553242800659;-0.0370358980821338;0.09128131797521
"delicious";0.0521679113899507;0.0521682578739788;0.173512893661085;-0.267687557399589;0.484240192351874
"delight";0.48867367909994;-0.0145344260319026;0.367291298089596;0.253957827240761;0.0281059169735388
"delighted";0.543661606876062;0.511804536331631;0.261607178239875;0.150624888171196;0.00403005797804034
"delightful";0.510974783801113;0.182643399190137;0.465757665695899;0.114425843024797;0.337211289780407
"determined";0.405650168898087;0.314190254945855;0.406879757620293;0.348940177137293;-0.184086828384708
"different";0.253232415753512;0.537379181447722;0.292479998365232;0.0427341199899529;0.180609706696596
"direct";0.719839308626746;-0.135840655324792;-0.0131595739498618;-0.0952953189788198;0.147542055785374
"encouraged";-0.0510631513806301;0.444240758910583;-0.0048832310482808;0.0599402086794547;0.118041677000129
"encouraging";0.439338881348827;-0.190998425313831;0.098085764860174;-0.304776373808873;0.0166275378995327
"energetic";-0.0578085989665732;0.195638253272153;0.475789814516279;-0.0205282303872048;-0.0285070042681728
"exciting";-0.00642247312679013;0.0207390422997701;0.0908152184517881;0.513339268672463;-0.0301173932056164
"extraordinary";0.381133176635329;0.276767470621443;0.587807834423157;0.303716016324386;-0.0998825780938098
"extreme";0.239322836380024;0.173643805480963;0.0699630741713005;0.422042852254236;0.181228955584573
"fair";0.718524614924986;0.202364700152243;0.382381569928524;-0.0104068952446373;0.0520624802333478
"faithful";0.360829456564529;0.0466607845871491;0.0382654019583316;-0.0637120464316534;0.387080016420145
"familiar";0.171807606645314;0.226566942147186;0.570980268233173;0.0877369422548847;-0.00468050206665126
"fancy";0.363663927523673;0.0856430278816445;0.576122994867961;-0.106086487473813;0.116731005875254
"free";0.600891230013575;0.0865231653208719;0.384697168794458;-0.0689921100320487;0.151184478793676
"friendly";0.203688586987015;0.553785041292197;0.384326846484426;0.0559874902659555;-0.0176321789506601
"generous";0.685270146134634;0.295493018832852;0.38448055967077;0.00414736237192734;-0.0671016370435247
"gentle";0.145312133349918;0.508677799646857;0.233937976964813;-0.00430961471448032;-0.374312935602543
"genuine";0.419468011821879;-0.0765309087495802;-0.00171636925755278;0.00176299377086908;0.0649965398060639
"graceful";-0.053274693085425;0.547774555787577;0.0457038946509589;-0.0851124162063917;-0.304137040048648
"greatest";0.413294398626581;0.515594284744559;0.363837674856608;-0.0174298120574063;0.208307441130456
"happier";0.111130625909374;0.337579377611716;0.423447982423058;-0.130208208281569;0.0461207607910508
"happy";0.199052162747834;0.295394894943265;0.650198836571039;-0.00249878354511781;0.13266831340551
"honest";-0.0590910504851309;0.00583362757916649;0.438864344281409;-0.119897851859338;-0.0677154776512274
"humble";0.422297068062077;0.319824502149811;0.277967594773204;-0.24709969224773;-0.325665764246519
"improper";0.30405826386919;0.413013221058271;0.0252929926821878;0.223826252361232;0.202153226597136
"independent";0.370792156696084;0.395351549789144;0.182230470189461;-0.360549229654832;-0.0902266094939096
"intelligent";0.0971249546037742;0.63232894578112;0.138477619925926;-0.0843876880016353;0.131379162522435
"interesting";0.325560508279297;0.494152691547857;0.422586491015025;-0.192523134208243;-0.210049695913004
"liberal";-0.0255613419225328;0.765511072419606;0.0841101231070969;-0.204957350355593;0.0651800278436701
"married";0.483113009498279;0.253020003505922;0.596150223898495;0.182595021535924;0.213749749854305
"mature";0.365383946088232;0.202969901580672;0.221577678736211;-0.324347390398572;-0.259245001008446
"minded";0.0330224794835911;0.546575761534513;0.134509278509316;0.255710248641385;0.0987167740089207
"modest";0.463042935666941;0.0459783976804657;0.321816724201751;0.12276984091568;0.108729524722097
"moral";0.401891907430725;-0.0100825485800414;0.42144567707931;0.291139135763684;0.107632985279179
