"MR1";"MR2";"MR4";"MR3"
"#-accustomed";0.548673781246912;-0.0911438188916991;-0.0838747115115466;-0.0701978766745936
"#-afraid";0.283725631586191;0.215865901623907;0.240515580699256;0.25046869471544
"#-comfortable";0.172526207162387;0.283039830526082;0.0673151474327846;-0.0134417701745944
"#-curious";0.17252620716239;0.28303983052608;0.067315147432783;-0.0134417701745952
"#-free";0.140940031008131;0.700211694721288;-0.00141173470869286;0.0137245865402283
"#-honest";-0.0520580940383779;0.0242778064768313;0.0855939285160415;-0.0854159598618694
"#-married";0.275483104666838;0.161500755325281;-0.0462573957798302;0.0883762675899275
"#-minded";0.116145855224297;-0.138252509341863;0.229178389884088;-0.0281195031733621
"#-neat";-0.0345603643100017;0.117877894862291;0.274280660378921;0.0185188206678658
"#-profitable";0.122313100978738;-0.00501296123397609;0.200787078131663;0.310587286410527
"accomplished";0.412602571228648;0.213261456323304;0.458887457419984;0.264029645345182
"accustomed";0.67434222686387;0.194298123387414;0.190844453864359;0.229397160985636
"afraid";0.715599966704312;0.433893830624359;0.232390977800022;0.225292726352542
"amusing";0.0423912899896676;0.437765985937484;0.17374492518355;0.0769923921943277
"appropriate";-0.081790975652393;0.0657142976721888;0.15849264862582;0.210322647997901
"artistic";0.0223819524651328;0.0289873840502466;0.0293206378608122;0.106653633495656
"beautiful";0.736815675648945;0.355164060532026;0.236051018595752;0.244649762527709
"best";0.689645996119643;0.210163145927924;0.296514072870344;0.309922576319728
"blessed";0.394882393541397;0.583764521113356;0.0350847784435983;0.0964998015122996
"bored";0.094995070311386;0.252846534172861;0.157030307529774;0.048996505038271
"brave";0.558664665859112;0.0869144183354118;0.169181144531524;0.0915687609406213
"calm";0.734314829328894;0.10926632336944;0.109069024623895;-0.0164346019086699
"capable";0.538489946569172;0.36615808075496;0.143756675132677;0.0575300213439864
"careful";0.59031257311597;0.36837730095793;0.223895172418996;0.101901981291567
"charitable";0.569469092577575;0.34924824425402;0.0649249984553413;-0.0907450243008305
"cheerful";0.685510247320742;0.42895773504336;0.172114240094073;0.14751940108264
"clean";0.504167785328081;0.284371721559154;0.351116429075232;0.10889420905044
"clever";0.651212019387738;0.335635293578407;0.240474131092163;0.043578430361399
"comfortable";0.619138214026867;0.500990497651968;0.30032270350066;0.125711731806994
"compassionate";0.207685691227937;0.479683203649269;-0.029864094717122;0.237690319212516
"competent";0.0988622948738355;-0.0498302565132783;0.172994209474861;-0.0717069143598932
"complex";0.188698938222154;0.347399578057836;-0.14515714271265;0.265134166729362
"confident";0.459325871546673;0.46252207314516;0.072825750747188;-0.0171301128959516
"corrupted";0.177492961553177;0.299745501132521;-0.0742182092591088;0.0625542111649844
"cruel";0.651056965895055;0.0656067982069956;0.236120043167579;0.0506840863077336
"curious";0.752438202256789;0.374244670405677;0.30486542067177;0.203571024986747
"damned";0.423224817668891;0.099972786035899;-0.035889066844018;0.321039026545152
"dangerous";0.50456319614689;0.363961182814078;0.232925527281209;0.461058504609155
"delicate";0.644605381967355;0.285442697469665;0.365012851260987;0.204133555476046
"delicious";0.432310151137977;0.134356003660721;0.262375743805097;0.181283584533565
"delighted";0.700808114207518;0.306018299745885;0.149697283021413;0.222863701228979
"delightful";0.601085273866174;0.195265873916604;0.409206926171018;0.246316045828902
"determined";0.404598293305695;0.478746084235436;0.226444360555924;0.0454589206278958
"different";0.750710682619647;0.254661348628764;0.316094010155217;0.267368629245069
