"MR1";"MR2";"MR3"
"#-beautiful";0.0540850536255266;0.116916710913415;0.0305497420478762
"#-clever";0.114759469861466;0.32353413446667;0.105615957217183
"#-curious";0.374290438541809;-0.00625956847570259;-0.249826428165033
"#-familiar";0.673340707613083;0.0411557204051285;-0.149599493608954
"#-free";-0.00921296829245006;0.121940089204436;0.0128159812079672
"#-happy";0.545700826728981;0.385757918611772;0.2419497134196
"#-powerful";0.408080908832805;-0.0776509428632163;0.13171219613077
"#-professional";0.315795277816242;0.0592002591512134;0.218417989176114
"#-proud";0.0635434551941553;0.171424436476829;0.000394095773830822
"#-rich";-0.0671685441795913;0.38361455903031;0.0245511397866667
"#-worth";-0.0126896403299298;0.0184183643281425;0.0402546221533351
"accomplished";0.372565088803557;0.206109813260552;0.552828764176364
"accustomed";0.566666831754101;0.256584972834687;0.268019742988182
"afraid";0.662171000353984;0.502922568089358;0.226117226460468
"amusing";0.578550689985706;0.173384811815104;0.00411276097408201
"appropriate";0.213157187599564;0.323683951659557;-0.0475443738065001
"artistic";0.517569369885637;-0.0765726404134344;-0.260138171164747
"beautiful";0.668608156377066;0.526378656248107;0.246318293560321
"best";0.517460402809229;0.553434612970229;0.3896002612052
"blessed";0.404939044899113;0.109429462326267;0.0432639913614391
"bored";0.44136053677768;0.0522007415890962;0.00166569628537769
"brave";0.288302525135013;0.608847107102835;0.08223002129917
"bustle";-0.104087044231645;0.543248525968349;-0.0480347573986868
"calm";0.640547299794539;0.382224371767394;0.0663501839922202
"capable";0.23607947409269;0.350541831566451;0.245978542550168
"careful";0.59050312825039;0.387986929947322;0.226604892562723
"cautious";0.357523314331355;0.39097357902171;-0.106210679893916
"charitable";0.117047685053138;0.309183798322675;-0.0215364949331278
"cheerful";0.583992212964479;0.394095390495362;0.322174402869852
"clean";0.324231732280469;0.482633658039898;0.128143910844313
"clever";0.405022544993074;0.491767519036687;0.208582479941794
"comfortable";0.724558415081518;0.282994476151391;0.201854864373828
"compassionate";0.432917698925364;0.0926992771516616;0.00877637057004737
"competent";0.197003949338895;0.00209860042371062;0.544481135370283
"confident";0.510505077232955;0.431603148451255;0.32520434664719
"conventional";0.449212093415528;0.172753617074507;0.190379988454316
"cruel";0.513910341361031;0.612159805691004;0.0968907403817604
"curious";0.544906140023918;0.448664309344864;0.389699083959949
"dangerous";0.483538810923653;0.318270285735063;-0.119465514638181
"daring";0.0509627225221406;0.113422338889243;0.424800519063079
"delicate";0.668513832179937;0.441117254348438;0.280302533762592
"delicious";0.654603262544411;0.099272250034471;0.162010007381249
"delighted";0.503767608132259;0.182877116802259;0.419647301585404
"delightful";0.63529936886167;0.22658359044336;0.133056984210076
"determined";0.363780324969054;0.52795810547674;0.31522873264938
"different";0.669977167780006;0.518999935361473;0.236552435986476
"direct";0.796378635978915;0.178638214785459;-0.00120246481182785
"diverse";-0.0281783502490032;0.369812234799302;0.0990489558678024
"ecstasy";0.416127322435434;0.336502310511879;0.0239679143438533
"educational";0.101956223573909;0.271477998947212;-0.0363975235473353
"effective";0.321749530252193;0.231804374759241;-0.170805325867935
"encouraging";0.420104473543251;0.242643434110345;0.164586546711859
"energetic";0.351155489175912;0.242470917665462;-0.295228449259184
"enthusiastic";-0.00921296829244979;0.121940089204436;0.0128159812079669
"ethical";0.109928089275481;0.30599803765993;0.0680136431559256
"exciting";-0.041656741533289;0.498238801498516;0.00691288520300666
"expensive";0.542816263226364;0.367333308651089;0.246783805095297
"extraordinary";0.205563730723234;0.389888470727455;0.230804315736504
"extreme";0.494963970575877;0.441568116855637;0.19899200767896
"fair";0.695306241900526;0.379800240427154;0.32637652811843
"faithful";0.549446481982493;0.662324044528989;0.0979171129305447
"familiar";0.623186340904675;0.554531059067691;0.184128327243688
