"MR1";"MR3";"MR2";"MR8";"MR7";"MR6";"MR4";"MR5"
"#-beautiful";0.284159891194721;0.643890039831383;-0.0953339794093176;-0.0902265898816114;0.246361343299176;-0.0792065759762352;0.0352974909355435;-0.00126171128663502
"accustomed";0.669226960256233;0.194511044560247;0.0805680416495445;0.420661722651929;0.147523670654218;-0.0697411741350105;0.0410951192737309;-0.0071934069519942
"adventure";-0.0579998115243953;-0.0497610235813737;0.905864740163147;-0.0143372677892124;0.0176498751996602;-0.0514902625836553;0.0283066968831416;-0.0396337696667718
"afraid";-0.00643146796094619;-0.0650444955238874;-0.0954720523893074;0.0063553699446114;-0.0449855843447165;-0.0204277681789664;-0.0719537389227682;0.754407248240073
"almighty";0.0630206156026287;0.765426868576066;-0.0607401139184646;-0.060553739433361;0.142328360456855;0.0087535834185748;-0.148446446068398;-0.0191574638581412
"beautiful";0.578785606706969;0.288451126751836;0.194004650565469;0.184090404722411;0.22238105846744;0.273139089199093;0.206553796171522;0.165780340736422
"best";0.347462109235823;0.251210240598579;0.0909395360123314;0.149781350183926;0.208467254107009;0.220070122264373;-0.0304896390456494;0.30267373163412
"blessed";0.177804192821249;0.160872453503027;0.193369149514588;-0.10943186578436;0.215978705053518;0.414015036531649;-0.0746128842416215;0.184149088716106
"brave";0.204262243647471;0.704706409581415;-0.0104857413689818;-0.121874922414947;0.206652835453049;0.0405606068869478;-0.165824923779442;-0.0112161791876857
"calm";0.231880698710982;0.505655268249409;0.283222711028568;0.327552323048731;0.196694535547149;0.187989294428324;-0.0140177590408825;0.170108703146691
"capable";0.591802369224381;0.417592847971501;0.148018321203787;0.360307885436681;0.0858266351764517;0.301815849934761;0.0996523650080614;0.0682930281123013
"cheerful";0.529809414043961;0.46468859167982;0.0654868937189618;0.151981889679643;0.299278143728351;0.262522407609254;0.222458963809834;0.152392521610884
"clean";0.63371510572338;0.0699412553399145;0.0522579076684563;-0.0219887166925856;0.00254442758892646;0.249031129103155;0.109106810688147;0.301607340401148
"clever";0.133065197162781;-0.00105272929123481;0.0297841547008111;-0.0957902934144837;0.0169498007152371;-0.147328291676256;0.708513845060226;-0.107148656860354
"comfortable";0.411547468811683;-0.119647861841937;0.0923137419614694;-0.098950388436703;-0.0417622732181945;0.355941745341506;0.100844646362519;0.260383256166895
"competent";-0.0116072471623932;0.505992241874278;-0.0474082301325954;0.0997098990061351;0.0881469162457764;0.151361725230248;0.0653258618865656;0.319351975759669
"complex";0.0133169366308523;0.249076666859062;0.160485790734497;0.0108231544649022;0.268142125549351;0.377433539896253;0.0965382515561134;-0.00127054783077439
"confident";-0.0399662874844276;0.162320519020143;0.203674621763028;0.12498758114928;0.425496614854474;0.266513438079844;0.165880777550347;0.129286629590928
"cruel";0.403681861360495;0.0973534891310842;-0.0122674823901117;-0.106819173730859;0.154431151946931;-0.00241321951926404;0.683906769873027;-0.0249603785758421
"dangerous";0.1649595459177;0.335285800276764;0.0436322263854563;-0.0216094946215371;0.308715811114868;0.47239180289191;-0.265166239346695;-0.211961455118076
"delicate";0.487564738551892;-0.0715845020018169;-0.101987236909978;-0.0231055360283483;0.180630980118438;-0.294926198008015;-0.02958229265216;-0.139454542961182
"delicious";0.254584649908982;0.49241514995397;-0.0652564689561971;-0.00303863494594681;0.230932717412207;-0.0129966049609768;0.235409736861456;-0.000834919622822865
"delighted";0.794750470556012;0.0218585305604849;-0.0374005610231493;0.0234303146356542;0.0770164264494637;0.00209198704966883;0.147662566818562;0.0248975659641106
"delightful";0.252439297539733;0.665562840850071;0.0142861742321572;-0.00129139509943123;0.23292520194561;0.0295604540480905;0.166778243575075;-0.00824235960514887
"determined";0.0448671277441858;0.0393079548437933;0.120387063088139;0.465790583204081;-0.11918430702518;0.042348057300755;-0.077154776659119;-0.0865255999373766
"different";0.685506686058673;0.282379381631547;0.0760076689254721;0.14233401229033;0.0741093038660686;0.305025431105658;0.180905771206552;0.163373710360997
"direct";0.675268368069026;0.183393970707356;-0.0533722548612513;-0.107920780480852;-0.139015870479418;0.0132905989086232;0.118982833284598;0.0573012316362364
"encouraging";0.0293971226104751;-0.104601911943701;0.105156952876602;0.704187448998949;0.199737550238535;-0.104600832010859;-0.108626169789058;-0.0215296634772576
"enthusiastic";0.623607456984861;-0.0187686004042203;-0.123611232190608;-0.147295246853724;0.170604906785489;-0.164982968732602;0.0535389230347811;-0.000642170453954278
"exciting";0.738326832450849;0.332610821024733;0.0905538497492079;0.0439998519924624;0.0432593669657619;0.111604037558654;-0.126953527145401;-0.0746097208554422
"extraordinary";0.18751022636215;0.109515565821541;0.0920043455083476;0.0281097152240179;0.699493628371343;0.00326661606002024;0.198821410823412;0.0900085641945677
"extreme";0.713682402587934;0.246011477309534;0.109007287348288;0.207574159176522;0.153572664498671;0.185142586355638;0.147926264890632;0.0681940701491474
"fair";0.554131131578718;0.187497114903978;0.0770019463567748;0.19492910274992;0.178010389826649;0.229547917214118;0.26516800552338;0.176846013935444
"faithful";0.167392293759373;0.0867445387635593;0.315753670752394;0.0692397007503483;-0.258047782700366;0.210474217234355;0.370876316329023;-0.029351073602141
"familiar";0.233339278520809;0.57625919563912;0.130551872681753;0.285111471062943;0.217103384835503;0.16756728087087;0.0972994591243467;0.253756278131426
"fancy";-0.00982809347356722;0.638013833596052;0.207548823094623;0.00287885582325881;-0.0451477623954516;0.0145478058896141;0.307261875585124;-0.028502531379286
"free";0.476310125901997;0.432768012975696;0.161304673781987;0.145763029572639;0.40299721599717;0.177877273195666;-0.00468626191348698;0.0693875605836704
"generous";0.511570848715345;0.176876904403183;-0.118953150572854;0.212688930222873;0.105353464830716;0.129059580456796;0.115697216982691;0.419657463741382
"gentle";0.621671926590193;0.335232542298514;0.0419133113204949;0.156264649264127;0.00528446728560161;0.261023287579889;0.0298913795049448;0.143477926186829
"greatest";0.600145753693901;0.316443070682638;0.291159460636649;0.0632946874627566;0.181815239329656;0.24884980597103;0.0625805656702414;0.108157650167896
"happier";0.0255966143955107;0.268715433158226;0.591868694618342;0.27734003198461;0.270176665316357;0.222431273704256;0.0305394632563478;0.070629769547496
"happy";0.60956125659435;0.280847467655266;0.187969077308244;0.244436212160991;0.0153860666452361;0.134052953474652;0.0189377532590439;0.0446660104390479
"harmless";0.29911998205613;0.373744595649377;-0.0417935994848539;-0.0745176680433826;0.209942800358278;0.010094943565028;-0.0265806103224067;0.489287330084257
"heavenly";0.0735388702118315;0.35869370880773;0.207008609016928;0.386741451993268;0.376329588805592;0.0793193625449011;-0.0254797657686244;0.174251053684019
"historical";0.281837025837894;0.145370839122862;0.214520666033393;-0.224572311784683;-0.0879346731313591;0.000484368909594444;-0.266650152504289;-0.00251868155023656
"holy";-0.0579998115243953;-0.0497610235813732;0.905864740163145;-0.0143372677892117;0.0176498751996608;-0.0514902625836561;0.0283066968831415;-0.0396337696667729
"honest";0.0743654917073142;0.297468182196342;-0.0123969723256161;-0.0777644328010609;-0.149772302943009;-0.0876616208881432;-0.180026415570296;0.368137672429422
"intellectual";0.0293971226104751;-0.104601911943701;0.105156952876602;0.704187448998949;0.199737550238535;-0.104600832010859;-0.108626169789058;-0.0215296634772575
"interesting";0.346423965659027;0.299915870856683;-0.0139293469256058;0.0749164669728005;0.528521355456697;-0.0276527899425822;-0.203266056999696;-0.19177571678745
"irregular";0.355880165818021;-0.139202392042216;0.050969221791599;0.23686030839948;-0.134719218608787;0.660056571486852;-0.11671295979545;-0.164906028572715
"liberal";0.0390386431159495;0.459085145318052;-0.0464313048014155;0.401801300162304;0.0728184765461566;0.153215524516;0.0206932596455716;0.278661062916807
"loose";0.291749436705131;0.414122480589078;0.0568561632194146;0.213533497424133;0.176094742735648;0.364478367741917;-0.151680563467055;0.0591071270333959
"married";0.133065197162781;-0.00105272929123514;0.0297841547008113;-0.0957902934144839;0.0169498007152371;-0.147328291676256;0.708513845060225;-0.107148656860354
"mighty";0.521757230960634;0.567701116739892;0.00350819995856133;-0.00144827312318947;0.242125602483181;0.254276450787057;-0.136287906159266;-0.0231010652396421
"modest";0.133065197162781;-0.00105272929123502;0.0297841547008113;-0.095790293414484;0.0169498007152371;-0.147328291676256;0.708513845060226;-0.107148656860354
"moral";0.0513216263202776;0.187387361593901;0.740276500611833;0.176521392247441;0.101591987349658;0.0514048181298031;0.0122537445060369;-0.0706809217479021
"mysterious";-0.000044353031471971;-0.0391211387347138;0.704860599268039;0.437995225783325;0.0712131060620907;-0.00335517632389826;-0.0230755169587887;-0.0766777851110137
"natural";0.362565623577972;0.368034959912274;0.394386213347525;0.375380410165622;0.0291194291629668;0.200822786384457;0.211892517160982;-0.0324974385987882
"neat";0.279958659929135;0.270871447144327;0.106323274795728;-0.0258156113510059;-0.00385896027861827;0.118838891144432;-0.171964073219557;0.421093856113823
"original";0.702077212134412;-0.0739539241448338;-0.127731856910873;0.2005998980293;0.138055256293338;-0.250990792763682;0.0332283714143489;-0.0229653584171689
"passionate";0.0513565679623316;0.0292603293721565;0.0344589315016343;-0.125612238469095;0.211745806053465;0.602020022128627;-0.146592767539069;0.00452443243275785
"peaceful";0.259328366907103;0.291385497699366;0.546786312054842;0.153011938264084;0.168556692104809;0.0176724265656744;0.166297474831809;0.0185019383273105
"pleasant";0.607845404140833;0.148773877559034;0.112492013791737;0.441000040528818;0.248906226172802;0.130318188399524;0.0682405055716832;0.123527944495613
"popular";0.267008868559703;-0.0317680513490317;-0.0515927467743681;0.417136954304222;-0.241141144779473;0.19354220403131;-0.000611938185189251;0.127202768431639
"powerful";0.447081747455019;0.23142150178694;0.055327331003211;0.1777104854989;0.257850463608284;0.278389533823787;0.132587810471895;0.16318834423079
"proud";0.132127285479586;-0.0993489352592355;0.0504380087389041;0.748407611695623;0.122355218623953;-0.0625036692205839;-0.122314345068182;0.0183868382688768
"prudent";-0.0876969216637939;-0.118903284164342;-0.138003675960463;-0.0662433558692189;0.0884331649858904;0.499676955565673;-0.144560709080756;-0.184691785156659
"quiet";0.367699414249689;0.169473695277016;-0.023232206584616;0.0843132833903925;0.419493420732586;0.0761047656867346;0.0385652927934258;-0.011464044431232
"safe";0.242709659581202;0.18682428004875;0.0527311135075174;0.16557425991674;0.333963095289063;0.443237934587025;-0.069681280110232;0.265535816480925
"secure";0.0110334122896948;-0.00316068512797471;-0.16290568956484;0.191896014281409;0.0808204361743834;0.408492533944869;-0.218646605570397;-0.270410895672364
"selfish";0.25212967862883;0.304958147391818;0.0402875517667604;-0.0477916715037619;0.242766177135782;0.0752506306065501;-0.0393766930709568;0.0538418876411101
"sincere";0.00673745089524851;0.244651521070294;0.0589552615929612;0.0857165684728411;0.256548223952658;-0.0173152532486713;-0.130910469165136;0.69928301167863
"social";0.73832683245085;0.332610821024733;0.0905538497492077;0.0439998519924623;0.0432593669657619;0.111604037558654;-0.126953527145402;-0.0746097208554421
"surprising";0.285642550402719;0.0260187595555408;0.203453197720074;0.00649438196843325;0.257284315605644;0.435377542640837;0.184370685641858;0.278692035534194
"unfair";0.556221908946685;-0.0862079766123458;0.040464511247372;0.340924356678028;-0.0104771105604364;-0.0739507180279803;0.0910417025150691;0.0467336455905007
"weak";0.309669710014369;0.300774809708493;-0.0560292541416114;0.0659677195454319;0.537039761378473;0.145785255676443;-0.137462136373373;-0.118509589345988
"professional";0.392490879969118;-0.0989513009746593;-0.0990727543617373;-0.0128385604201742;0.0828692244455597;-0.18768417628151;0.0944742879315997;0.440582816091777
"suited";0.248403027992871;-0.117112872954867;-0.0839742721309437;-0.0994015055302492;0.116440090180533;-0.224527493393179;-0.156837497142004;-0.128180539181747
"superior";0.660575678792971;0.414001057701439;0.125610921067004;0.146449904315412;0.2623275951979;0.0772384250861209;0.118317952593442;-0.0562641143641906
