"MR1";"MR3";"MR2";"MR8";"MR7";"MR6";"MR4";"MR5"
"#-beautiful";0.284159891194721;0.643890039831383;-0.0953339794093176;-0.0902265898816114;0.246361343299176;-0.0792065759762352;0.0352974909355435;-0.00126171128663502
"universal";0.473147396069767;-0.0852389413993349;0.0720057214208472;0.392890471379075;0.0509485462083534;-0.248098183215505;0.04849726301322;-0.0800063452755638
"thoughtful";-0.0579998115243953;-0.0497610235813731;0.905864740163145;-0.0143372677892118;0.0176498751996607;-0.0514902625836563;0.0283066968831413;-0.0396337696667729
"warmth";-0.00643146796094601;-0.0650444955238863;-0.0954720523893075;0.00635536994461182;-0.0449855843447165;-0.0204277681789663;-0.071953738922768;0.75440724824007
"graceful";0.595681013360969;-0.0463887435574815;-0.0666132476856623;-0.0419121883861788;-0.0757720349588451;0.155215854824592;0.258301618746703;0.126676592605362
"minded";0.26213926491589;0.321262733994917;-0.0611191747109889;0.304164326498719;0.159152275859477;0.107674435788501;0.221959288538532;0.212282800574674
"rich";0.498225044317635;0.234365794957371;0.179666119369709;0.0763194301083994;0.0976224765844118;0.266031843225967;0.579197127074851;0.0567040710790862
"uncertain";0.111092499425598;0.161673146683225;0.443403857790006;0.287047592366258;0.230058937758851;0.321222479365512;0.172063516203217;0.0333518063667503
"strong";0.187200495551198;0.281052818530654;0.0554002260515569;0.532679703826003;0.0476634508584439;0.384625257882176;0.00130730247795607;0.155427935516885
"sacred";-0.0495311673986104;0.298324581410645;0.275406572025849;0.17095854842176;0.724493080651313;0.180286864473995;0.0694682443638976;0.17737402923925
"welcome";0.0417691726409758;0.125353967332429;-0.0329221995526139;-0.0197862089429126;0.601622955051471;0.282345649394254;-0.160008814329087;-0.0510968896575854
"wise";0.18751022636215;0.109515565821541;0.0920043455083476;0.0281097152240179;0.699493628371343;0.00326661606002039;0.198821410823412;0.0900085641945677
"curious";0.234391935733965;-0.0983109124718086;0.435792659540414;-0.211775100204397;-0.0820963993343188;0.26126471672837;-0.175183383985362;0.0237792984901845
"pleasing";-0.0402999177662501;0.539210405745165;0.100872269788747;-0.0220164995429413;-0.202759863359588;-0.152043419853135;0.127282871574419;-0.0706872426018914
"worth";0.342056199106603;0.132049992376248;0.0301672233754438;0.65129624988001;-0.240165834880069;0.122091740529498;0.0913746201929482;-0.0194431517109297
"kindly";0.289305940598489;-0.0300196132259508;-0.0194142681543907;0.0440697574539735;-0.274564895809193;0.329783404716784;0.135269452719321;0.0394921866208831
"reasonable";0.0994502561124574;0.525391572123913;0.178249406760515;-0.0725145904690009;0.125297447571013;-0.0351446779077326;-0.0985160147981815;0.19124762896661
