"MR1";"MR2";"MR6";"MR4";"MR10";"MR8";"MR3";"MR5";"MR9";"MR12";"MR7";"MR11"
"#-beautiful";0.578011935590881;-0.163372706430643;-0.307387350388007;-0.00863471058780022;0.0394310583437715;-0.0210701944132809;-0.156665147124687;-0.0160085106442556;-0.110622447742913;-0.0346565398289335;-0.146787815349335;0.193840245174361
"#-free";0.562028370342011;0.0491795775516682;-0.13666121192012;0.0549531247732617;0.0483452511038531;0.0342821588056488;-0.13548877964956;0.0300848969819067;-0.0660224341232161;0.0491893112041834;-0.0632850049914786;-0.234628062362049
"#-pleasant";0.0706084709799186;0.0204305420551816;-0.0112830085200917;-0.124853121044637;0.0111352936653569;-0.0338966868433099;-0.0574429001347276;0.0687408497522292;0.00377253700694458;0.516816521405165;0.214639423646585;-0.0582481918034497
"#-safe";0.494603678723281;-0.132462271052643;-0.110169445684449;0.0100767030657698;0.237967739658473;0.10905509372414;0.0225291556854411;-0.0655947075032473;-0.110807584718947;0.322679558073666;0.153680618741129;-0.0262102883933158
"#-wise";0.0830741300353827;0.133012048407916;0.0333205988739689;0.842521413701359;0.0312120674183382;-0.0343587263249346;-0.0418637906306336;0.0143453202033819;-0.0465706404384362;0.00729212869024728;0.0166618381272309;-0.0527033624290305
"accustomed";0.602771244115915;0.212401093206506;0.11642104811034;0.0693005542162299;0.106298870199813;0.068596998499542;0.121006462518917;0.117937392578184;0.208079878895545;0.247733432509256;0.0566515636362016;-0.0180693584105142
"afraid";0.698547516072179;0.196601772792465;0.246296471310769;0.129600595872673;0.0646169417380266;0.133222923402593;-0.00875204806538456;0.101763779995073;0.106855643315066;0.17691188491945;0.0710559268456056;0.0550704054933895
"amusing";0.419728204312428;0.108864201743614;0.0203481691529406;-0.0146279822323111;0.341110112633137;-0.079584011077603;-0.17464542203307;-0.318952515391369;0.109505831557249;-0.158752476891246;0.170857692322881;-0.028260747985717
"appropriate";0.166110337000563;0.0269319244430832;0.17397838691282;0.744578934001343;0.0952614277182331;-0.0703511437972782;-0.00820956731379739;0.202009275730641;-0.0551631962768965;-0.127872940053326;0.0635331398969355;0.166865207957622
"atheist";0.268125231740088;-0.0207202338806879;0.354506615143585;-0.1151872577337;-0.0301856193603629;0.0992081840644832;0.194078880805145;0.27314539360091;0.257913734519499;-0.238157830969997;0.202107299745781;0.0519708473898347
"beautiful";0.799616018595049;0.194727722117111;0.262661845223539;0.0382468048095981;0.0711010676735026;0.0124391653558802;0.115471842045344;0.0232818767378634;0.137679713043085;0.00184669214745911;-0.014461943800348;0.155278717558546
"best";0.771299362878291;0.368832122121696;0.102363213636488;0.100218466611624;0.0891894195467124;0.0458705989169927;0.0530572964116331;0.0869255266576383;0.0642619016181824;0.0374222727898431;0.0710094243846165;0.0329321048422388
"blessed";0.683812435012246;0.328008525989382;-0.165859714842044;0.177614393951178;-0.0745162903778001;-0.0705817860094453;-0.105486118811514;-0.0272158924938949;-0.199991338442014;0.160091758541677;-0.0404516034905042;-0.0447429185597413
"brave";0.425130263704101;-0.0347579795363021;-0.0164011272302847;0.0472571082749901;0.00263061477611671;0.140439327798815;0.025122230870477;0.142137657871718;-0.00609037382187616;0.0689123876361025;0.00160796769827667;0.17762416865867
"calm";0.785345346611423;0.1150940676169;0.188856694485948;0.176773023897574;-0.160577894374676;-0.188100156088357;0.101106461141655;0.00954580190218871;0.0501496058187437;0.0851150324548637;0.0473711477369992;0.134220545729394
"capable";0.447940547276855;0.108786260523188;0.345316134331333;0.222679179270767;0.164587018287694;-0.0696045528753892;0.203838924214084;-0.164947118168662;-0.119375385718362;0.437382143420101;0.0132437795969858;0.106215079903389
"careful";0.73103317329516;0.272343556301268;0.284813515802669;0.101852638190204;0.0161510949681235;-0.0791468891735459;0.327445518197025;0.105219188707492;-0.0774092362212676;0.106490744010747;0.0735185676724009;-0.0362381467118862
