"MR1";"MR3";"MR2";"MR5";"MR4"
"#-free";0.387471171072393;-0.132168015983253;-0.0327302962925217;0.277102108203644;0.441201188527346
"#-happy";0.00254425608865859;0.0014235376413601;0.348700239924047;-0.0474010078996695;-0.0772431462873801
"accustomed";0.44713176062967;0.354820694703751;0.0153824848923574;0.397556457218279;0.187824072930314
"afraid";0.46112489124746;0.51000910948164;0.191016727642467;0.352983658325002;0.0352066392033652
"alert";0.475572877686213;0.134659516916415;0.0924755048776811;-0.0509668740389811;-0.0931389100636823
"appropriate";0.249503496140019;-0.0558028038422283;0.715511397504605;0.00349847369828299;-0.218843462664928
"beautiful";0.362096753089038;0.436519883974378;0.423388476867907;0.379405048789319;0.106056040989243
"best";0.344308169497131;0.445695152213817;0.192581298992526;0.383919725218104;0.278354821894116
"blessed";0.140588271965267;-0.0657895809726732;0.642621168195357;0.0408716810051346;0.131889832226444
"brave";0.527582122021446;0.236831421233545;0.394039656551627;0.086394774949644;0.211563057481309
"calm";0.42085653281459;0.269848760826058;0.0380321738161046;0.220901010503811;0.556471300016799
"capable";0.480634043010841;0.344816479469518;0.217902995341102;0.233617140698731;0.256053852441071
"careful";-0.0602438895294691;0.52533635897233;0.0276419181507918;-0.0967556376084517;0.264006381736791
"cautious";-0.0906712230918902;0.00298750001196108;0.478688964378074;-0.0845253146465206;0.18172632566126
"cheerful";0.127289360650423;0.181157223652413;-0.050899974016711;0.582006420111878;0.429573172142817
"clean";0.13860787955221;0.253630492285219;0.154514513266128;0.0181030868505719;0.574885553080165
"compassionate";0.216790235207988;0.188904015673809;0.396247558205344;0.390756540169019;0.104381339395906
"confident";0.630199623994379;0.41698117195303;0.249224495333472;0.196073528789755;0.0264576309413608
"cruel";0.213802890782708;0.162809210314986;0.504071534446108;0.15234816074904;0.308146970139895
"curious";0.446083040650402;0.556741787470785;0.115835133632765;0.438207144380398;0.0482949230710301
"dangerous";0.252066235091061;0.373413944020676;0.358283130512794;0.170220730848647;0.509510460517581
"delicate";0.281757894060226;0.619264660537351;0.0568906189906977;0.12045451144022;0.181772800254318
"delightful";0.0116081609277282;0.165570523927315;-0.11944348875621;0.583115178991491;0.128163197744731
"determined";0.321068025565493;0.155591523010082;-0.0494388269548238;0.0701310676125959;0.602792745723
"different";0.534102613631962;-0.0373709464314994;0.145802804078962;0.154304761367673;0.412593212973824
"direct";0.055879646094978;0.298413510665935;0.421316262485576;0.358814933390427;0.0481289926822516
