"MR1";"MR2"
"#-beautiful";0.373094529007607;0.35084560848707
"accustomed";0.415392109052852;0.59741407802232
"adventure";0.40736167067176;-0.344341426317301
"afraid";-0.0176061566088257;0.0856247676322141
"almighty";0.417424287582973;0.1191547187538
"beautiful";0.598377736663043;0.548674294270682
"best";0.478929045523461;0.331755582374
"blessed";0.431255663918284;0.10836261047359
"brave";0.45447358922514;0.213551815351713
"calm";0.730518566275979;0.1762436866185
"capable";0.646294423951928;0.557554355298471
"cheerful";0.632422435565113;0.567013387366993
"clean";0.26428129279269;0.615755774068466
"clever";-0.0681480664680363;0.245031682871434
"comfortable";0.142976105336719;0.372699440622825
"competent";0.392710680096372;0.111612683026538
"complex";0.460638272785608;0.000269614525636113
"confident";0.508061523190912;-0.0424060019706622
"cruel";0.110624876256606;0.510744946633641
"dangerous";0.48273901373107;0.0802916445322196
"delicate";-0.0665268797757636;0.429745802344778
"delicious";0.344447625330296;0.349633515085536
"delighted";0.141367161574876;0.76541209723635
"delightful";0.493101313162649;0.321657784619993
"determined";0.198783532791753;-0.0146850802619264
"different";0.48105173695628;0.682020338727254
"direct";0.0760240988574338;0.680226916428505
"encouraging";0.274073327190546;-0.0360716406112744
"enthusiastic";-0.0220078882989493;0.604055897201269
"exciting";0.396661162327685;0.62153609038809
"extraordinary";0.433116807180092;0.190199431650894
"extreme";0.488881227327258;0.671804254442962
"fair";0.446734673962839;0.572933882240111
"faithful";0.20618324578284;0.138591475990007
"familiar";0.675441603282396;0.274596077058922
"fancy";0.413235006614872;0.0575074861539632
"free";0.671303985994929;0.415773299017906
"generous";0.304499223946753;0.591611855263842
"gentle";0.446572197339958;0.604267309768532
"greatest";0.602517128800681;0.493628316529868
"happier";0.7554947473803;-0.145295372683461
"happy";0.472682055399967;0.523256527396711
"harmless";0.341016735476853;0.360861110195659
"heavenly";0.644524896214569;0.0418991636953587
"historical";0.131800603761617;0.126206687836555
"holy";0.40736167067176;-0.3443414263173
"honest";0.0928622334338823;0.10101841070866
"intellectual";0.274073327190546;-0.0360716406112744
"interesting";0.41740728423764;0.26412930660627
"irregular";0.229389885595924;0.243230860507813
"liberal";0.464830558482127;0.140563618394369
"loose";0.571079359283074;0.255345660322859
"married";-0.0681480664680363;0.245031682871434
"mighty";0.564748754116719;0.483130039459553
"modest";-0.0681480664680363;0.245031682871434
"moral";0.605521291942598;-0.190515733406885
"mysterious";0.505182355922132;-0.243637584929412
"natural";0.648271243718362;0.276069718230166
"neat";0.324515455930901;0.24719683825628
"original";0.0300572396129023;0.660790797157812
"passionate";0.291116758029499;0.00464282318122338
"peaceful";0.606806215823335;0.110654437113005
"pleasant";0.529592324409058;0.55110824749594
"popular";0.109297750162982;0.275872399816505
"powerful";0.491508077116701;0.454458398021933
"proud";0.265375394325449;0.074369396669917
"prudent";0.0157933360235051;-0.0938623628330977
"quiet";0.355007087582395;0.355841540109008
"safe";0.536139462586983;0.23007781390276
"secure";0.11961716377801;-0.00947319310971521
"selfish";0.337462470602079;0.236734847730113
"sincere";0.365741851919484;0.0607577495494511
"social";0.396661162327685;0.62153609038809
"surprising";0.443880509312777;0.257797912171772
"unfair";0.140626498938433;0.501569393470805
"weak";0.456242582950643;0.271676918522705
"professional";-0.031244188631259;0.437171836939867
"suited";-0.139309962439489;0.18127125844011
"superior";0.554613717903921;0.609314248943355
"universal";0.118405015449999;0.386146475187306
"thoughtful";0.40736167067176;-0.3443414263173
"warmth";-0.0176061566088261;0.0856247676322145
"graceful";0.034788480965556;0.631195707627869
"minded";0.394440374908628;0.365266761868037
"rich";0.432783523372954;0.541732718008987
"uncertain";0.63802824450477;0.00446675790069692
"strong";0.541854185859013;0.204955683711915
"sacred";0.727132070757911;-0.0775672734807384
"welcome";0.386467404660067;0.0130478909396879
"wise";0.433116807180092;0.190199431650894
"curious";0.205638418077461;0.0107223337649482
"pleasing";0.17459227307285;0.0110747953348201
"worth";0.279753130462158;0.336248480668655
"kindly";0.0254572510755281;0.305062965153342
"reasonable";0.42861954054089;0.0762580798001011
