"MR1";"MR2";"MR3"
"accustomed";-0.0596149959749154;0.364925102503052;-0.374501501363561
"afraid";0.158081949313712;0.623191028229242;0.00728058387318805
"best";0.191133106281558;0.298407024586291;0.0988379668444144
"blessed";-0.193317039510083;0.197996298627082;0.0339783490934342
"capable";0.0342740435879049;0.168201623164202;0.460843339791473
"curious";-0.188200715216803;0.643560617457883;0.219680948290235
"delicate";-0.16771619830481;0.140705388639788;0.493980377709174
"delighted";0.791363044566336;-0.0162925118161625;-0.0647661805305269
"determined";0.843990301218112;-0.0816464073255297;0.0585545614201538
"direct";-0.150878221272452;0.733354243050331;0.225298869495067
"familiar";0.244936159756342;-0.0283558703575154;0.146748021994225
"famous";0.750957616102262;0.0984445280497323;-0.115995052428809
"free";0.682825905934641;0.155990808390864;0.0103713421101395
"friendly";0.373907262953986;0.130745729778251;0.635303115808772
"gentle";0.382110769328635;0.448479601474165;-0.43529677090008
"greatest";0.657379804439753;-0.0367137585063861;-0.0208565174663817
"holy";0.212208310216033;0.223764666582899;-0.0326477661976262
"honest";0.0631319771168332;0.644528338859448;-0.013163523751042
"humble";0.310906063411743;0.342567596408192;0.252010014256155
"inspired";0.0509863297157253;-0.0555159946032649;-0.0411038979968685
"loose";-0.193317039510084;0.197996298627083;0.0339783490934338
"natural";-0.10299099709949;-0.140781020642359;-0.0136401750221578
"passionate";-0.134589795045785;0.606126519071708;-0.0623195205398986
"pleasant";0.869812490229998;-0.0737232506082885;0.131840747390542
"quiet";0.348109894082804;0.286137513418965;-0.180890294182646
"reasonable";0.678297337905547;0.133949033086077;-0.0390671967271897
"rich";0.580245926113845;0.082886499682341;0.223555087911313
"sacred";-0.0596149959749156;0.364925102503052;-0.374501501363561
"safe";0.330944583068043;0.129672051995068;-0.289383753333994
"sincere";0.373907262953986;0.130745729778251;0.635303115808772
"strong";0.115149500038487;0.30343402909084;-0.396033481316858
"wise";0.781241248471998;0.0122419094459412;0.121683670846119
"worth";-0.218502840934918;0.58231987574954;0.0636805351124407
"modest";0.236070720232231;0.225586810535332;0.53436489942359
"special";-0.16771619830481;0.140705388639788;0.493980377709174
"legitimate";-0.110711481030815;0.0823757461533278;-0.0187812008573118
"welcome";0.648338156224965;-0.131153649515496;0.105506784770867
"proud";0.449198395275263;-0.127997516244423;0.45640302054286
"qualified";0.449198395275263;-0.127997516244423;0.45640302054286
"pleasing";-0.10299099709949;-0.140781020642359;-0.0136401750221578
