"MR1";"MR2";"MR3";"MR4"
"#-afraid";-0.0428302854006039;0.0162999042141645;-0.0128150665549157;0.384828963360497
"#-beautiful";-0.0240668586105672;0.0903523915983802;0.468465667768772;-0.0529511290691213
"#-capable";0.033438984208675;0.167799058707098;0.0887433666090017;0.0325968499893227
"#-cheerful";0.822852316955561;-0.192509467511746;-0.197585664259388;-0.0484159697652929
"#-happy";0.20565898175008;0.0242731045380142;0.443044309576315;0.428562600486011
"#-proud";0.428854961544637;-0.109875647757233;-0.0701165117306992;0.587628069855681
"#-suited";0.666648999624976;0.389356547718578;-0.218917018200609;0.111029140353879
"#-worth";0.233912240539402;0.602551817535008;0.0455309186800328;0.285335296034732
"accomplished";-0.0240668586105656;0.0903523915983812;0.468465667768774;-0.0529511290691199
"accustomed";0.295719519062415;0.66606042898115;0.140291814391833;0.155037460428153
"afraid";0.701087228653739;0.44109052578437;0.359889265240756;0.00548178784529396
"amusing";0.00302505925625652;0.102580713918175;0.0597513699161119;0.000562653675329932
"appropriate";0.386928078782617;0.141178593078209;0.301942590515539;0.418545654670148
"artistic";0.0633176702038413;0.0254832913617341;0.125995677854439;0.308610949351992
"beautiful";0.640891723258505;0.513909371264595;0.34530410834673;0.207634073558854
"best";0.424347095730295;0.602593717814169;0.495962367701788;0.190888320400052
"bible";0.0674017259978871;0.505227923533546;0.0280535646860232;0.130956242699232
"blessed";0.581706721369001;0.299313549049551;0.194392113461612;-0.11306727187481
"bored";0.097549593684289;0.51501795458756;0.134985567431996;0.176701614687915
"brave";0.63162155428431;0.358523383555625;-0.036955771718166;-0.0335259796091314
"calm";0.717397845057834;0.377278052693275;0.377570897563209;0.122447743214113
"capable";0.532658822805072;0.508150275823617;0.22772555982239;-0.0197086726060299
"capital";0.115600051507147;0.62113595029992;-0.0277980497551788;0.00131613420024931
"careful";0.475003130893055;0.502988906607719;0.244585444560803;0.152317684274661
"charitable";0.0791798375967682;-0.0766489250013378;0.0817678240362661;-0.0568356180531378
"cheerful";0.631735616513873;0.474477234094954;0.430042073478918;0.131519441734689
"clean";0.533907559233907;0.184184903840678;0.313372817269899;-0.0208719420812195
"clever";0.476462981887663;0.442248407194871;0.466890617819835;0.177999872420892
"comfortable";0.346443093799639;0.574089600164429;0.459933939206246;0.243480211590129
"compassionate";0.606250351424405;0.305222479111478;0.217984693188041;0.0370016421743456
"competent";0.0461083049266361;0.0978422894273016;0.0741967441176196;-0.136981587198446
"confident";0.668257565964315;0.137213279385488;0.280404402827001;0.330333387076372
"conventional";0.374158523735835;0.424463817735753;-0.0855313891845197;0.453608200807133
"cruel";0.526909641331977;0.420991022940929;0.489643632721851;0.232147627424524
"curious";0.445207114693363;0.409796925221313;0.31894432853885;0.424746720415298
"damned";0.00995320585043555;-0.0327594254765195;-0.0741124308506988;0.532824608944211
"dangerous";0.451537357095508;0.0802834735721665;0.389757980914541;0.299358369418643
"daring";0.0716469814655076;-0.0179898909829623;0.412675227105958;-0.137680550161216
"defensive";0.12776591656645;0.606840646848557;0.0409374973509603;0.40999704628415
"delicate";0.649384140140807;0.504317205015064;0.188116449345635;0.250190076567103
"delicious";0.116429071152549;0.592715117890865;0.428492903036508;0.0865304622321833
"delight";0.54649791304533;0.375712120615187;-0.0520538011062903;-0.0470401254853192
"delighted";0.625161756862498;0.57421722029132;0.244750451294941;0.124906101012213
"delightful";0.497396084493817;0.635635294359597;0.256447704847266;0.143879295309458
"determined";0.193862413106139;0.276812443205764;0.46529216389423;0.036401560575527
"different";0.676592596855375;0.447567098479384;0.380080034110193;0.171321419649266
"direct";0.295044876661507;0.244649177696738;0.0995886222702109;-0.123843036674988
"dominant";-0.0428302854006035;0.0162999042141648;-0.0128150665549154;0.384828963360498
"encouraged";0.0657213192899785;0.379761338684449;-0.105284110158359;0.016947603878145
