"MR1";"MR2";"MR3"
"#-happy";-0.00677879568547863;0.42383417299038;-0.155547780958802
"#-interesting";0.107256604048978;0.0735423718435473;0.198518065251183
"#-weak";0.0285648272267626;0.345265626724695;0.25538394129751
"#-worth";-0.0158375253267339;0.111702997769579;0.117428505268599
"accomplished";0.439645538729542;-0.0303408101533807;0.135182851698034
"accustomed";0.50204536017371;0.479293171464245;0.384719265296837
"afraid";0.449410163335762;0.22319555305164;0.58414278921392
"amusing";0.395261120607201;-0.107014757678757;0.260785591106921
"appetite";0.40329042541978;0.0758211044490869;0.224772617432669
"appropriate";0.494316802891855;0.418197550501338;-0.0322746116987664
"beautiful";0.651090002253064;0.149892014260484;0.544774759133654
"best";0.266863899853685;0.558297708738026;0.623842775889127
"blessed";0.561901931889692;0.385361723499003;0.285622499176075
"brave";0.649746577842518;0.536912964480755;0.142061612711647
"bustle";0.547181147705801;0.0382541420536703;0.0429149271836873
"calm";0.529717751188979;0.160648242142381;0.475232185664219
"capable";0.376245635660065;0.148791479612268;0.243360122744524
"careful";0.569980291947469;0.407633548969591;0.376524378840965
"catholic";0.303485766422025;0.402461187440608;0.309891983756845
"cautious";0.271659948037997;0.366340031414922;0.252530526293337
"charitable";0.7636456444887;-0.0145544987183195;0.0386177688889322
"cheerful";0.487085528222915;0.421354975133011;0.558773547028177
"clean";0.179957221532944;0.455904779308886;0.300805279640997
"clever";0.291756640544561;0.2740980451337;0.137097481161814
"comfortable";0.54561263400714;0.390463903678054;0.433357492721806
"compassionate";0.0921625377661606;0.02369661983428;0.517485779676458
"complex";-0.0167385421881909;0.597418449362779;0.159065917749346
"confident";0.516351557675921;0.225002960739349;0.231625552883453
"conventional";0.137385496093821;0.352872025770782;0.325179341465981
"cruel";0.624432359460116;0.355847548581993;0.428522621575965
"curious";0.496757517824906;0.137711750881201;0.522280345493656
"dangerous";0.588459578974974;0.318600936075866;0.362697959147875
"daring";0.288535677432611;0.377820844264327;0.206482930205222
"defensive";0.0996162997426582;-0.0501354113312849;0.50616963456248
"delicate";0.566841127166208;0.177160246802339;0.388228593292264
"delicious";0.520960925987771;0.247035194455039;0.502197110502294
"delighted";0.46321253891272;0.438661041917621;0.0819788304403365
"delightful";0.56498572755321;0.121021794310149;0.308383614630383
"determined";0.0990706552201551;0.14559762847153;0.498424051311388
"devil";0.0975484627956005;0.0268250262080335;0.571619574798924
"devout";0.148252372688156;0.0998229453978893;0.269230265653167
"different";0.646402423748137;0.550247160006835;0.258451390211996
"direct";0.125400437601273;0.305052000972843;0.345965773112434
"encouraging";0.057315818057074;0.238174133640258;0.391950338173979
"energetic";-0.0175888190899131;0.0321314454269772;-0.0413885932153378
"enthusiastic";-0.00412567765668148;0.109552849234259;-0.0298833397370401
"entitled";0.449033787084188;0.0217338196389864;0.0633552414662351
"expensive";0.107321996454529;0.150482931625835;0.550052634638492
"extraordinary";0.475829959980941;0.513216973948012;0.4420813519558
"extreme";0.638827045724214;0.344086337442844;0.30450802549482
"fair";0.576069992095511;0.466580155411202;0.343866265293904
"faithful";0.393800442342674;0.443192385392636;0.240802533612014
"familiar";0.509665938798166;0.420664062193606;0.407114619702211
"famous";0.185189164712095;0.535689185386249;0.227406617367428
"fancy";0.0156745033375082;0.474092467377351;0.121617481762078
"fascinating";0.00712681876889496;0.0872620041595943;0.183143963640695
"forgiving";0.400168137600544;0.032651764898199;0.210664595981488
"free";0.584833024195952;0.44562858679705;0.452962399412316
