"MR1";"MR2";"MR3"
"#-comfortable";0.0520816329930762;0.201623341919466;0.177901543344608
"#-dangerous";-0.0671398769541384;0.0304345098055539;0.232178136949226
"#-direct";-0.0671398769541399;0.0304345098055549;0.232178136949225
"#-free";-0.0473009847291247;0.25264404188281;0.282964508632291
"#-married";0.0983736619544293;0.430358685075808;0.0460736944823705
"#-polite";0.188029706122155;0.246230853423061;0.0209111011376466
"#-worth";0.446948682688373;0.314148331636401;0.0620974951710366
"accomplished";0.645706192707465;0.366858894001893;0.189302283680995
"accustomed";0.444554834914515;0.596325699237216;0.332298813977649
"afraid";0.582818376089293;0.574324831390111;0.323015439661278
"aggressive";0.330993536449132;-0.125229452310697;0.461667910302109
"alert";0.110647570417706;0.265492621322265;-0.143952852348742
"almighty";0.094474301981715;0.108359254611116;0.108246914240943
"appropriate";0.187099219090782;0.358350175333812;0.312292386580651
"beautiful";0.618737135902871;0.532369649144905;0.317444365857036
"best";0.544158422509813;0.581677807574319;0.406109706091728
"blessed";0.613834754411197;0.162891841248185;-0.0863497724821886
"bored";0.108883870638085;0.0724680202249458;-0.0771394125415358
"brave";0.470352161896638;0.539488602153665;0.140434611265573
"bustle";0.421430576715408;0.0503547239760746;0.186456457701568
"calm";0.697231711821067;0.404498266895343;0.128397440426333
"capable";0.189223314989246;0.664342578321368;0.337006914910791
"careful";0.44884643114684;0.362658956993223;0.467065632532852
"cautious";0.168586211791441;0.601382657278926;0.0446095814927222
"cheerful";0.597253295638664;0.615808770828385;0.154192493212152
"choice";0.00915797499053386;-0.0374896082733144;0.318509723557692
"clean";0.590265340439181;0.475385261716682;0.272192002828574
"clever";0.359806582828024;0.578294329311772;0.318465480577537
"comfortable";0.49794448053973;0.0205893214277585;0.617317431706203
"compassionate";0.130898762469538;0.290863270232981;-0.0089632196375251
"competent";0.0425288327810051;0.421550443352989;0.206454112184407
"confident";0.149732694602723;0.434679699264811;0.0868811167493422
"cruel";0.521311511062156;0.694328292788471;0.119385528424718
"curious";0.548981637374437;0.436323210750109;0.45529278527992
"dangerous";0.097125195038099;0.455497805963491;0.241133450761754
"defensive";0.00167897173431604;0.0832137238771623;0.000921429490688849
"delicate";0.496757125129317;0.633802636834856;0.125520916212948
"delicious";0.518319773093889;0.288612128981252;0.011553147190299
"delighted";0.595531633164587;0.278791837752053;0.509623406059123
"delightful";0.388441195656319;0.564019774742008;0.0245734614431089
"determined";0.476025507862304;0.337021541508269;0.458528298945169
"different";0.493983621816763;0.63132001947223;0.388799428310726
"direct";0.247335721057341;0.235327419625341;0.374091881440785
"distinctive";0.210596817237235;0.499904890508929;-0.122222367637234
"educational";-0.081668847662873;0.457280202164373;0.173476892251861
"encouraging";0.613924519889727;-0.0402148661050676;0.159080363341839
"energetic";0.543754702660639;0.0868163307819659;0.227085282359957
"enforced";0.0391918290313721;0.50510032188564;0.259503142220818
"enthusiastic";0.286857398906586;0.160313594012945;0.419669627182916
"expensive";0.398964939050075;0.28358401297703;0.235224164413289
"extraordinary";0.61485897754796;0.455185626275565;0.431622228152169
"extreme";0.437103775673202;0.538026021856136;0.266017190063812
"fair";0.570749907744768;0.430954675178581;0.442727691452058
"faithful";0.566158266456723;0.443019064311797;0.241394151619602
"familiar";0.373555097371451;0.573327465928772;0.392863252051803
"famous";0.489353979211208;0.323792785757118;0.316241666298287
"fancy";0.405507818068367;0.509952163641851;0.140036656742253
"fascinating";0.0775986729149031;0.398984719703593;0.407314169054819
"forbidden";-0.0253211611231632;-0.00066370924035528;-0.0235764060085773
"forcing";0.0861480738521979;0.0478674229176537;-0.078295831591062
"free";0.639517208736494;0.561719246794542;0.261237462830157
"friendly";0.495551772644495;0.374425624434838;0.53838972760836
"generous";0.51503909929308;0.363472079236659;0.395848720499144
"gentle";0.640915349885737;0.603314755435995;0.228580038326305
"genuine";0.51564085334216;0.413591043846265;0.183351601634318
"graceful";0.592162419541401;0.589964431237813;0.11833424280411
"greatest";0.290928088546179;0.494914120863847;0.453890737365652
"greedy";0.373889129422836;0.218706351213393;-0.178233600689285
"habit";0.443197463369829;-0.0877917447393722;0.256756763307498
"happier";0.46553218822335;0.279754507330358;0.497595139924578
"happy";0.466064775533086;0.685771175364694;0.2781478897719
"harmless";0.652431204888159;0.198414374554146;0.105058820879744
"heavenly";0.100200891334855;0.38246280928046;-0.118420283412334
"holy";0.652719097390214;0.0756741373632875;-0.0680861615144798
"honest";0.689873736712614;0.428373097623631;0.321612822176818
"humble";0.47715411586133;0.620742173152141;0.313359200661103
"improper";0.632531411467809;0.149440442979472;-0.0342500992057818
"inappropriate";0.0712357724722257;0.00314983620747326;0.425052351110297
"independent";0.502359736338788;0.189068056661521;0.270732529707116
"individual";0.128571864648905;0.415545706106389;0.654578666554727
"influential";0.44382942471972;-0.21574860171415;0.277412472849115
"intellectual";0.164335636667837;0.250144751722768;0.131893258208638
"intelligent";-0.0618409146583599;0.204672450374897;0.338599479888558
"interesting";0.344502785595718;0.509117964237297;0.374346094829513
"irregular";0.0705553673331399;0.124920171649402;0.22768513982345
"jest";-0.0618409146583599;0.204672450374897;0.338599479888558
