"MR1";"MR7";"MR3";"MR5";"MR6";"MR2";"MR4";"MR8";"MR9"
"accustomed";-0.138563093779051;-0.00861510549795976;-0.0625014491309591;0.0840078153711614;0.834861691195216;-0.00291440423801848;-0.0315377943436032;0.0220034692280112;-0.0375364643530633
"afraid";0.0991383334901343;-0.0356968398176143;0.195983690361338;0.670009762103376;0.181356399124629;0.368439178392196;-0.0870047469727231;0.0613100781956844;0.0145755594835623
"best";0.262372146649032;0.0339546646452058;0.168290145029432;-0.112290201919059;0.144664763948982;0.127991955623863;0.0830431122250703;0.423312685348552;-0.0536411198008695
"blessed";-0.069759826535929;-0.0441296446840982;-0.132074419429394;-0.0867026230961418;-0.115275933993285;0.60791541249733;-0.011533715488008;-0.014866530085302;-0.0529054438638009
"capable";0.0889358571073096;-0.104983537130091;0.763966533208455;0.0642534877443604;-0.0713895391562625;-0.0361850011678587;-0.126024734715177;0.0171069123839945;0.0813835424799239
"curious";-0.189781108212753;0.09215867777534;0.209240962688284;0.206458838573629;0.0885996728336312;0.582890496068871;0.117769344499832;0.18308349148585;0.224135386287589
"delicate";-0.155514822771163;-0.0102500716937752;0.683244755583467;-0.0688991106231749;-0.087195902827453;-0.0191184375421774;0.194046088227364;0.00214500104276063;-0.0448989178979915
"delighted";0.83657167404469;0.0133939910857949;-0.0247291849248215;0.0325696287227972;0.0106517786344172;-0.0527768255206039;0.0971572740445252;-0.0170470374531172;-0.0208684005908174
"determined";0.891592468772912;0.12319986486333;0.0301379268183412;0.0102035344095068;-0.0214077734138091;-0.0523447882989381;-0.136272602692496;-0.034597632654445;0.0147861426588688
"direct";-0.0839257063330224;0.0000884774870403616;0.340168829234932;0.191008369416538;0.209302360454711;0.654782075835745;0.0889483665127631;0.201538432236279;-0.14906248542182
"familiar";0.0126007187027301;0.499578391560496;-0.167668993053131;0.348113472324237;-0.176670036784147;-0.108254339638124;0.0677175048667902;0.0103495290054487;0.134850825554707
"famous";0.70776630566809;0.021423808115564;-0.0314089363261828;0.31064577800315;0.0395850052139878;-0.0845845872344704;0.0227806840238974;-0.0254853056599767;0.121287340433804
"free";0.639785882526707;0.202438899216737;-0.0801049465910761;0.138996746649904;-0.0355324721426572;-0.0127951454071505;0.249586650537423;0.134286105066148;0.621807516629491
"friendly";0.315047024779145;0.408748016105085;0.559803653326105;0.0639288234355188;-0.0446079924868631;0.0462448529862061;-0.172642566267376;-0.0127449101915986;0.0452350120144383
"gentle";0.274655516411428;-0.116510454887827;-0.107378261987473;0.502824116582769;0.463489215375231;-0.0349716422522233;0.127840148296082;0.0513396886704051;0.0999614350924752
