"MR1";"MR2";"MR3"
"#-cruel";0.125908211605263;0.0885418344663223;0.576891428547121
"#-determined";0.0847811802236161;-0.00864066682284922;0.60612461440579
"#-rich";-0.13496894925979;0.680802917415108;0.26048635833121
"accomplished";0.542624887328733;0.0917603153867963;0.205547958008688
"accustomed";0.46039667707604;0.0468750739434851;0.31911507464585
"afraid";0.609507159405071;0.53328988839381;0.4081779017083
"alert";0.395666006891593;-0.142380750614539;0.0646273723713823
"amusing";0.131561678546322;0.400640574878333;0.443248244106685
"appropriate";0.145507110288272;0.13763917132615;0.180436638710586
"avoided";0.279272214180269;-0.00212206939720309;0.00303070893744488
"beautiful";0.541691417414264;0.4441576325137;0.188844006445443
"best";0.452069513718045;0.570108392717465;0.495757795990616
"bustle";0.442060586947557;0.153139224453714;0.519872236697146
"calm";0.377318917758724;0.365456208712863;0.520206645570212
"capable";0.519922472141655;0.624971466467808;0.352186063288404
"careful";0.313114640261811;0.4657406159485;0.247261112158015
"cautious";0.358863998287218;0.0866923675597109;0.556166680389581
"charitable";0.0185187082437975;0.417511550260057;0.124811983673039
"cheerful";0.644388469256657;0.408147861358351;0.285377213022452
"clever";0.634660686772588;0.331910601210409;0.399523183338019
"comfortable";0.614994076861632;0.572966153541681;0.354808721741388
"compassionate";0.0222940733755041;0.559308364812077;-0.0385204662224676
"competent";0.165110863152513;-0.0103408919185576;0.477493068972596
"confident";0.0898873291690269;0.177589733825854;0.585937164542768
"conviction";-0.0217954532464517;0.216206357454506;0.00180794219721229
"corrupted";0.602424113142758;0.135624886987618;0.128516291678102
"cruel";0.548029381636581;0.252285140080109;0.0922822985614427
"curious";0.259811351228575;0.603795804182607;0.35521995013443
"dangerous";0.545156246825878;0.328210040098779;0.267705562318739
"delicate";0.338000493837526;0.242981596138854;0.170387757498474
"delicious";0.365578547263856;0.061528893373459;0.533948060943135
"delight";0.0707554686406127;-0.0112528729670993;0.607236462248761
"delighted";0.682940828846782;0.435765866056703;0.140428215290844
"delightful";0.432795651960819;0.51880314887285;0.528931405007905
"determined";0.461724480078744;0.640109658282881;0.419066649362478
"different";0.566803492414239;0.470216240316362;0.495165366745876
"direct";0.237593755038272;0.507092862577551;0.519417873205449
"dramatic";0.248459394088783;0.48444043395109;-0.0555486451551141
"encouraging";0.434876102794148;0.115191505541375;0.515105020586393
"entertaining";0.347378513642158;0.274499671020799;0.209297124512218
