"MR5";"MR1";"MR2";"MR3";"MR4"
"#-beautiful";0.172634569237259;0.667567461086912;-0.150445289564649;-0.10156395151992;0.182484818142387
"accustomed";0.570952395394906;0.31759978733051;-0.0091739585557485;0.476632723060929;0.153842282667669
"adventure";-0.0571058136572927;-0.0385501204795681;0.821219832586543;0.0407677089872229;0.164050370308917
"afraid";0.0764967915598979;0.036040220501149;-0.143425016281352;-0.0443541777099764;-0.249509140786379
"almighty";-0.0232916569331169;0.682109860113467;-0.076019470928542;-0.122504053976312;-0.0183249569548104
"beautiful";0.634772250747698;0.459365548001457;0.210803894097608;0.130443031292322;0.0172644627189777
"best";0.374457677942378;0.424525270438647;0.0839510338514817;0.106445673519848;-0.182123107305946
"blessed";0.246837763210329;0.330151035464352;0.24218792990723;-0.155085333017589;-0.289676630164106
"brave";0.0966165606019104;0.69303141544682;-0.053000736091478;-0.144784345301168;-0.0203305825256208
"calm";0.248674832726181;0.590791771756337;0.299316130836633;0.238879639127012;-0.101779313354195
"capable";0.640197779731185;0.480606394514744;0.183768837412559;0.26795763562963;-0.0660494677593079
"cheerful";0.566711010117214;0.633934510992607;0.0983361706009107;0.0748636048178654;0.0424527147498509
"clean";0.708733527005883;0.177273448465028;0.024199215286075;-0.0518983820863023;-0.0966823944514485
"clever";0.215634810514524;-0.0389791849576816;0.0731084338950306;-0.129543711343525;0.612807572844213
"comfortable";0.543547988594658;-0.0209170585338963;0.12081506052772;-0.141296764896839;-0.193694098155038
"competent";0.0686126675115255;0.501531666500651;0.00959503100354574;-0.0524059484054847;-0.12708807433428
"complex";0.0954301480241664;0.378399543277026;0.274529334850418;-0.0737651676994613;-0.125213392318246
"confident";0.0316463782896701;0.407035941667432;0.292483644028207;0.0655541673558712;-0.056310060106949
"cruel";0.479577386190999;0.168291323720685;0.0275071082821588;-0.138175387366497;0.522379675610815
"dangerous";0.134259742245311;0.470695288716582;0.126119465116736;-0.0356400540254711;-0.325198794898165
"delicate";0.289644532167183;0.0591723731481619;-0.253993245658625;0.152526725351177;0.2772212000228
"delicious";0.22337266677451;0.537450895876058;-0.0617753372700756;-0.051608370046897;0.243724606859022
"delighted";0.738544739572216;0.140691937428175;-0.131456985549705;0.0995120883836833;0.185357986890962
"delightful";0.212381752695213;0.678726698390648;0.0178998430483725;-0.0702672321865291;0.196869096131833
"determined";0.0588969894681326;-0.0208654269514658;0.149993204723457;0.420525197536155;-0.0889298109802756
"different";0.758227843563468;0.377454889789739;0.0920008764770871;0.0737554490513276;-0.0306954970307353
"direct";0.660933574988643;0.128132405372356;-0.133932598444961;-0.0979334537269701;0.138306917182373
"encouraging";-0.0428518848970242;0.0629987849149371;0.0900896542703677;0.755464864498148;-0.0425911693200979
"enthusiastic";0.484396891858068;0.128470645411378;-0.261720334800268;-0.0050631251762784;0.236156428912998
"exciting";0.635201123270937;0.36653871401088;0.000828422020531501;0.0913855783249714;-0.00623942328136143
"extraordinary";0.113355633256202;0.51007189864502;0.073351881621283;0.105349769423816;0.188545228067291
"extreme";0.714178834098668;0.382630025371731;0.0840530789074242;0.200189394006442;0.0658967394195761
"fair";0.623319186398543;0.347170983908412;0.101245706501649;0.140665627250435;0.0511596451396856
"faithful";0.342836628224404;-0.0690819854108479;0.400815676525396;-0.0590200866159288;0.138325636386891
"familiar";0.273767723081506;0.658868498133727;0.161924566582779;0.163230253182294;-0.0487833099347802
"fancy";0.0575110380838583;0.44820082623904;0.255039933108479;-0.13938937391126;0.255313705271304
"free";0.413189856218959;0.656843648708077;0.135778254311191;0.150176404357168;-0.0105969438900016
"generous";0.56169355871517;0.326143928824624;-0.137205842845013;0.155151749842147;-0.0862918607874793
"gentle";0.659368670406359;0.373518649877211;0.0379776725818553;0.0910781797820252;-0.109809413564096
"greatest";0.608174552178653;0.451755022428117;0.263209540966015;0.0482401893688215;-0.0176531233470014
"happier";0.0661351199918376;0.414117501862092;0.633548521454552;0.224709363460921;-0.0601997527748494
"happy";0.596503111813441;0.317485377073146;0.145437799445791;0.229200873657788;0.00571615949488978
"harmless";0.281086654572221;0.513380648000037;-0.117639148324719;-0.0981932549891673;-0.0781561010707395
"heavenly";0.0460781972545007;0.56108906010496;0.214925166518927;0.351472499469545;-0.0685011988522414
"historical";0.192844794299467;0.0953431993707561;0.0967259266148261;-0.149169682289188;-0.0812183609760622
"holy";-0.0571058136572946;-0.0385501204795687;0.821219832586542;0.0407677089872216;0.164050370308917
"honest";0.0633865237126914;0.201158115763695;-0.0968799064678408;-0.115476256537961;-0.138914650840152
"intellectual";-0.0428518848970241;0.062998784914937;0.0900896542703678;0.755464864498148;-0.0425911693200979
"interesting";0.135293479207366;0.554854467242497;-0.0873334349190593;0.199389134620664;0.0482868119996778
"irregular";0.490791005753718;-0.103847011107399;0.19815252745616;0.15525355659485;-0.446549075218698
"liberal";0.112664151581331;0.469225847375208;0.0223197948303359;0.240862490813888;-0.173235514476332
"loose";0.308934668562155;0.508783841142965;0.111220711381323;0.136306767095597;-0.293887310158551
"married";0.215634810514524;-0.0389791849576816;0.0731084338950306;-0.129543711343525;0.612807572844213
"mighty";0.449721460631699;0.660152310042733;-0.0129129358648076;-0.019286775403296;-0.119664902294071
"modest";0.215634810514524;-0.0389791849576816;0.0731084338950307;-0.129543711343525;0.612807572844213
"moral";0.0456866574041208;0.216850364773936;0.712744551411072;0.178421929778791;0.0959330205561841
"mysterious";-0.00597579331287522;0.0223165275558244;0.684517777943661;0.462793907298722;0.0532304287407147
