"MR5";"MR1";"MR2";"MR3";"MR4"
"#-beautiful";0.172634569237259;0.667567461086912;-0.150445289564649;-0.10156395151992;0.182484818142387
"natural";0.431180504030501;0.359444038841409;0.439658526382225;0.276126696159563;0.0931038828411768
"neat";0.295056628215401;0.315909488439114;0.0381679731844661;-0.0626443616131183;-0.2426721005106
"original";0.539711391265969;0.08120698241805;-0.280561035810136;0.349464649153842;0.25619744219801
"passionate";0.147247577601184;0.200540941448333;0.16515850192655;-0.177129034746784;-0.43823540006857
"peaceful";0.252759372729854;0.359766335392853;0.511004926961463;0.146281559743426;0.210406989702662
"pleasant";0.585636341602549;0.369074605852371;0.0841677248733289;0.453062168561181;-0.00336213430799432
"popular";0.370544416986744;-0.0907669578814506;0.000724710085687115;0.320640208373665;-0.211033835969736
"powerful";0.493143051201637;0.424799622894038;0.0907964813877712;0.127865835949137;-0.0639743315924451
"proud";0.078396795789356;0.04288054480902;0.0369396162189506;0.782696369216648;-0.0954339121578872
"prudent";-0.00822729687803938;-0.0347002169422966;0.0155140862009235;-0.105032719915345;-0.373539644263974
"quiet";0.285416577426603;0.42187066045578;-0.0455714588854596;0.140034870378838;0.0630120352164497
"safe";0.313454509679518;0.449151951831639;0.126588421012166;0.0973482845079028;-0.35791717373548
"secure";0.0319216800369419;0.0547969691588967;-0.0302325104279755;0.152470007252733;-0.345385619104595
"selfish";0.19530611924558;0.422041101870689;0.00823395986111563;-0.0361072813611407;-0.00277817934285308
"sincere";0.0262545018102167;0.438640168405627;-0.00877607287347101;0.0453777685962327;-0.224208845193171
"social";0.635201123270936;0.36653871401088;0.000828422020531548;0.0913855783249714;-0.00623942328136132
"surprising";0.422345626009251;0.266382028808775;0.278410272404878;-0.0582678752237266;-0.171410824859241
"unfair";0.521040879654374;-0.00607606134947413;-0.034392344223868;0.395577066385141;0.127786597165286
"weak";0.174865473002794;0.580057827667974;-0.0659689674298411;0.134731985464458;-0.0518550308948625
"professional";0.358097571615521;0.0595091139845667;-0.218247134762623;0.0457495252590353;0.0915236525604118
"suited";0.080509520063638;-0.0299936353644606;-0.207478191377133;0.0555851598877449;0.118575446368162
"superior";0.583811897894001;0.545510109955998;0.0749446049835654;0.167022810439587;0.17924114166162
"universal";0.356778751330371;-0.00346660349866099;-0.0408913016485859;0.500482847885019;0.248661023329457
"thoughtful";-0.0571058136572946;-0.0385501204795687;0.821219832586541;0.0407677089872217;0.164050370308917
"warmth";0.0764967915598971;0.0360402205011502;-0.143425016281354;-0.044354177709977;-0.249509140786379
"graceful";0.675061085751374;-0.00702423173637356;-0.0740528783750659;-0.0626480323616174;0.083068621577744
"minded";0.319712420517941;0.412329228962418;-0.0154399903866965;0.203136892650375;0.0374619459004857
"rich";0.645341046060426;0.297496141339278;0.264535436049888;-0.0325177036035149;0.277604384284735
"uncertain";0.210173197461089;0.308048834306305;0.534490076203251;0.208933070489078;-0.046079612460461
"strong";0.306698215011049;0.338755992858622;0.174772889763093;0.371579800686716;-0.303391524440183
"sacred";-0.0654017074810317;0.688800404740391;0.313526540176807;0.162715611624223;-0.0358208084424641
"welcome";-0.0253882307026504;0.466836738886329;0.0169874702493131;0.0325563462385666;-0.198348739388015
"wise";0.113355633256202;0.510071898645019;0.0733518816212832;0.105349769423816;0.188545228067291
"curious";0.261876893201141;-0.0735051802583487;0.393626682177295;-0.169857900682362;-0.202347764719499
"pleasing";-0.0382468071882726;0.263420888355352;0.0880412951270002;-0.113843185468589;0.226274419629419
"worth";0.416519746922928;0.0296589437793093;0.0865574616485024;0.527851338283223;-0.0501835253879162
"kindly";0.447792231743963;-0.133757916123546;0.0679020722591244;-0.0661536712545026;-0.150492944415765
"reasonable";0.0456670694153388;0.52076264386495;0.110993803551936;-0.101636638400335;-0.00270503399773176
