"MR6";"MR4";"MR7";"MR1";"MR5";"MR2";"MR3";"MR8"
"#-free";0.0463511801349535;0.506210824730273;-0.099373573395539;-0.01779711283267;0.436301992796473;-0.0181905025596709;0.48622437200921;-0.0229288913281535
"#-profitable";0.423994049963461;-0.0695748104828595;-0.0340230041574297;-0.152555114946792;0.0885257592641091;-0.153319100143091;-0.0531422862786103;0.0259390719597491
"#-strong";0.0528356656025696;-0.000355093244171131;-0.10480077668379;0.0610137468025326;-0.116034051485901;0.102160348175417;0.503566034114199;0.0556030320075643
"#-worth";0.141673143326491;0.0821176329448;0.588693544188782;0.263830330007765;-0.111413777781864;0.176877504634047;-0.0125909602027899;-0.129915100093303
"accustomed";0.205547635005791;0.451049377954947;0.0900092434163502;0.254006264625857;0.161739505019023;-0.202002500279017;0.156088256854718;0.0462283325517295
"afraid";0.458889064789306;0.367517878244969;0.432250337426456;0.299934843689738;0.265022119983275;0.110635557049843;0.0250192640755501;0.0918296458660929
"appropriate";0.183710362952906;0.0754184133130418;0.116925494378236;0.451487635246716;0.269625323441968;0.164976582432709;0.0122093595950758;0.0253804575221893
"beautiful";0.303396500820774;0.439041548082722;0.37988454266279;0.187261970649057;0.303233608194412;0.0984218887225631;0.339741314780866;0.115447350668262
"best";0.360121121637243;0.313780115050684;0.331107061526353;0.045672308748823;0.455566659187863;-0.005129242087791;0.256552412394847;0.191200283160906
"blessed";0.0611557435393282;-0.0591157460442578;0.54879091265839;0.134694179538009;-0.0348739468419829;-0.0532802513337611;-0.0297144518387869;0.276519425441571
"brave";0.0331500614765995;0.124325780237495;0.0336136733877361;0.0515480780001314;-0.0430994109473138;0.816472951125346;-0.034968226325479;-0.118255081441337
"calm";0.0956756110841301;0.0850479718245296;0.531228706288124;0.147043619853898;-0.0835236994671977;0.221320219689982;-0.0429214688796768;0.0213528282535405
"capable";0.571403331543249;0.120753907727746;0.127433423010423;0.335236744917505;-0.0569109845972842;0.297183098830764;0.0202002074513949;0.15569147843855
"careful";0.675673073231706;0.0403127507347299;0.0315836357813193;-0.0437596952768576;0.112108804424919;0.107107829874333;0.306408395428977;0.104511060633834
"cautious";0.203345926234899;0.00572414290810512;0.107760271149296;0.515467096424282;-0.122137356686463;0.149579572752829;0.00839655164400709;0.0510913097745134
"cheerful";0.682143398749519;0.146188654060042;0.138935032399728;0.101907907102264;0.321130151561815;0.106228784094676;0.0804547935460039;0.0358473376437941
"clean";0.772218704921892;0.175120025464469;0.0903678257650271;0.116807435477475;0.0289863555886348;0.0699497994273878;0.036646408536747;-0.0372456392462994
"clever";0.464810857726227;0.0642798394141768;-0.0338502418808467;0.260896124097075;0.0682373080942188;0.0105263856657739;0.201262344681138;0.0575505201703112
"comfortable";0.522430134211298;0.256194024936612;0.0931836702655971;0.32102730059092;0.294918009072599;0.0804381644531502;-0.122830148383514;-0.015265810883432
"compassionate";0.497639786600018;0.340415458244059;0.0428652571469196;0.373306889164057;-0.0929139036050901;0.101242493298527;0.174877925716965;-0.0704025109514586
"competent";0.165547867878279;0.531183694818954;-0.00158546138498935;0.126211130234355;-0.124846284451729;0.209314468183339;0.00224133341775078;0.320383344328006
"competitive";0.0324238357010408;0.0129977755912242;-0.0160560079102784;0.513456342843626;0.0824414760382668;0.0756215652459442;-0.0092578773988533;-0.15385996295391
"confident";-0.0767757553056045;-0.0154894021333426;-0.00348400748364073;0.222330618144886;0.0504751926605279;-0.110450138731129;0.40948916862494;-0.0177851445449875
"conventional";0.149508359932864;-0.0893642643532514;0.30521249894685;-0.0471812854915892;0.472313071519941;0.268573500585836;-0.0447147477031979;0.174908404686407
"cruel";0.209083225159606;0.336273370038236;0.180176672910548;-0.166347818925482;-0.0438830648047801;0.191116598616244;0.248110430749669;0.04108578391452
"curious";0.451815528475044;0.164517544211645;0.332239869789495;0.276823324035401;0.292086125725901;0.204023083362047;0.155210051824462;0.165957289549523
"dangerous";0.337667221168146;0.208497289086641;0.452006043031908;0.00455008635881955;0.128637713570603;0.178171087257781;-0.0592588294586101;-0.134955892976428
"delicate";0.224308794500086;0.179377526011755;0.440988901684253;0.39256444030109;0.121255882953297;0.108142461188262;-0.0253570139153298;-0.054682549231208
"delicious";0.333037052479539;0.0605159650893613;0.161529314229599;0.383622822330898;0.282245024817388;0.0396719837372981;-0.0761740343276862;-0.0456404037260218
"delighted";0.391173055683903;0.505011317893648;0.224879179717212;0.306578690780585;0.260206693038662;0.146779064588482;0.0346328503469448;0.178712386997152
"delightful";0.288287888059233;0.00361818588142156;0.10329046836736;0.269421439762738;0.250092474803766;0.359642181328145;-0.112564713439158;0.083074028167286
"determined";0.399693381882396;0.105685082058543;0.19296702197218;0.354789960457507;0.0185784097273815;0.526678125802024;0.0385749268947464;0.10243351590903
"different";0.282059101785567;0.231170172112968;0.374246865280003;0.427193421494917;0.410209961418955;0.0662835680965878;-0.0313761635229817;0.184204767022112
"direct";0.111956972889602;0.616128665847051;0.0687522329552722;0.312544363954249;0.0804538893671063;-0.0616067022713299;0.127134419740056;0.0964171910773431
"dominant";0.0276228378803022;0.0098203521418923;0.0140221521665746;0.104110511968646;-0.0266345649120162;0.834246829997509;0.00605906127669571;-0.0981584499101012
"dramatic";0.12406773698974;0.0929743779256086;-0.144386282132777;0.0884762025278539;0.434908803626485;-0.142523329921022;-0.0272422346858128;0.27853372908967
"educational";0.0867280372573571;-0.0467129261181023;-0.0513129239972582;0.424328090803987;0.347756693505743;-0.0244188878095078;-0.0142387845500133;-0.13303176913229
"efficient";-0.159699339565444;0.026273569188743;0.0558644251436773;0.0583232507265991;0.0217751040786658;-0.0554683734416047;0.123210232014076;0.342889258288916
"encouraging";0.324592256254417;0.232795900829541;0.378705093567123;0.103358022532287;-0.126396830189315;0.0286749822330238;0.225087410252109;-0.189109722408205
"energetic";0.214487859814946;-0.0622784413858843;-0.026534951133511;0.39970574820918;-0.0395548118451931;0.345168891833205;0.0156075018516753;0.051776342878441
"enthusiastic";0.107068619678503;0.11943172825469;0.0514837288958522;0.0126425773386709;0.542924242193255;0.0374971578672819;0.501435935351899;-0.0789665360574561
"expensive";0.495234332241977;0.169729378002439;0.166016045994694;0.346598923524842;0.235177600773195;0.180101761092971;-0.0680351254336876;0.217182762573086
