"MR1";"MR2";"MR3"
"#-fancy";0.556369501182663;0.206137663621509;0.232223768670317
"#-happy";0.341203356104031;0.221007944094347;0.150122208269893
"#-married";0.244691809136952;-0.281964759230345;0.47829267358477
"#-pleasing";0.316751874554668;0.323720587414778;-0.0259139927905928
"#-wise";0.477021581983469;0.00305156698721635;0.467352114759709
"accomplished";0.423906869470934;0.209118055059282;0.309707147963799
"afraid";0.727776303492072;0.367474070480883;0.366647305569529
"alert";0.188638312338121;0.0631954315184023;-0.109040209028644
"amusing";0.606087263461131;0.282784031040262;0.148861456416163
"beautiful";0.734307533815174;0.302880848666733;0.441253112213255
"best";0.752402201058431;0.423077888996274;0.247638962689901
"blessed";0.619339239292227;0.00724035134159096;0.291701407242034
"bustle";0.672703308144349;0.0267000005230946;-0.0297796957485844
"calm";0.154498977027861;0.592429643328903;0.00217564691377292
"capable";0.522006607002457;0.458694570408969;0.231493801001872
"careful";0.418638006353567;0.513623501530068;0.227331865090419
"cautious";0.296468240270266;0.503681453974041;0.386435899753392
"charitable";0.408078001037713;0.0254656222340196;0.393122855922853
"cheerful";0.703969225860476;0.413304289034378;0.383117857497323
"clean";0.364015289693553;0.138977856483485;0.341257727665439
"clever";0.655018190265137;0.423586089913134;0.399799616465384
"comfortable";0.603781716360928;0.567430622214275;0.390259821568941
"compassionate";0.359285411787279;0.146165229567702;0.174451190950341
"competent";0.371434630124796;0.372331800394624;0.0714729639048533
"confident";0.495654965694407;0.46482722005725;0.146530644973812
"cruel";0.501724107883161;0.253446567243551;0.0986338722413131
"curious";0.30801103766519;0.290917062545236;0.408617769961419
"dangerous";0.494481340582086;0.43416707595892;0.310718797437008
"delicate";0.604465087710109;0.435932553343976;0.271319274364551
"delicious";0.158061004726532;-0.00528667932831935;0.710131928153947
"delighted";0.722744716672481;0.37364766851293;0.324312298262771
"delightful";0.736178754526564;0.395416804519463;0.375727799895313
"determined";0.669546021162968;0.208555917040331;0.55056212193109
"different";0.753746498112404;0.304823914957145;0.398764631717777
"direct";0.654438041136183;0.273014083339838;0.23646144944103
"encouraging";0.320524202379591;0.121749412605041;0.559648479543546
