"MR1";"MR4";"MR3";"MR2"
"#-beautiful";0.0601681569005944;0.73138100646532;0.0704818475353631;-0.0885177938273859
"#-fancy";-0.0488707533443393;0.282158477530158;0.0399890514410335;0.0742033686723743
"#-humble";0.00182684589845841;0.399940672475436;0.267830990744204;0.108504630848663
"#-worth";0.297274180427406;0.0347016803339417;0.682583403478353;0.0732026051318644
"accomplished";0.435038263041048;-0.153748769429462;0.100202931343337;0.250368797475384
"accustomed";0.414950157202632;0.34690916647864;0.392369023065199;-0.398373443334885
"afraid";0.581088572418743;0.426223454164274;0.378105360101188;-0.01795799436826
"amusing";0.58309348444619;0.339199468146826;-0.150700415583652;0.0823289067527633
"beautiful";0.329677516968291;0.570738096896594;0.277492513717502;-0.302866346472426
"best";0.403837174296478;0.493951183854697;0.431372324583241;0.0272726730127793
"calm";0.620339930876904;0.0876727373892802;0.101643501181559;-0.332011036004214
"capable";0.505126805862646;0.26896941732177;0.4382523170844;0.0639404053757479
"capital";0.600822584902322;0.136941834307253;0.187230845180719;-0.116647802567025
"careful";0.33012589974135;0.103501893596075;0.394689041731488;0.20284136985147
"cheerful";0.646198344563544;0.195185856211173;0.251052251891274;-0.165675817294337
"clever";0.0125591385229589;0.119622169905453;0.186863497993443;-0.373832228356055
"comfortable";-0.0239068162896504;0.0973535414073871;0.709372262181915;0.137840943016614
"compassionate";-0.11686537673775;0.171740196148167;0.123015806715677;0.0118673188656442
"compliance";-0.0270948196068444;-0.0124210127402968;-0.0946460161019495;0.0887768168881831
"confident";0.111449954166936;0.746350014083855;0.082542149767477;-0.164563462369808
"creative";0.174114564622921;-0.0379319533560273;0.110269943676057;-0.148870230378842
"cruel";0.643159785520746;0.327784093444625;0.376958755584302;0.0559729735184606
"curious";0.218386833107887;0.373382776054141;0.150467696458734;-0.368726240159632
"dangerous";0.0976004972268493;0.695292337118902;0.100749364887401;0.000584821393969419
"daring";0.00618931366927098;-0.119921047601624;0.526244109298122;0.021928899334364
"delicate";0.61247251888279;0.50306416002706;0.15664540488956;0.189347322225076
"delighted";0.331685221819748;0.500341512598882;0.48025861789644;-0.120351946584057
"delightful";0.572267013747339;0.396640212159967;0.232526168305649;-0.405959133511093
"determined";0.415640199793193;0.358742875057464;0.448761525353547;0.161034855275413
"different";0.633671590412475;0.174514008152119;0.502089970867107;0.193238149945394
"direct";0.695649396181752;-0.00651607694032131;-0.0856589948565014;-0.0264295176527189
"entertaining";0.134553393621681;0.293552422721706;0.310752684833815;0.148056806139715
"entitled";0.0874507488671522;0.381257510426616;-0.00367395182944155;-0.10268707292632
"exciting";0.120047332779273;0.460130888980439;-0.119921786322114;0.0728102531985314
"expensive";0.058506305186619;0.16515393701648;0.125503125895218;0.390591284023619
"extraordinary";0.307934854019869;0.532421755855645;0.444654481622177;-0.212101947224613
"extreme";0.64191576414069;0.0146512430414909;0.362150323965398;0.242034292682612
"fair";0.503084333131675;0.159407638939271;0.504116263152066;0.0160776459626311
"faithful";0.607515753230197;0.364504168843953;0.028643836446833;0.132120449482287
"familiar";0.156490412421167;0.197266965787162;0.0771931455758037;0.391632302101673
"famous";0.0362359076815691;-0.151639082958678;0.559144402892711;0.324922347483437
"fancy";0.152632636076505;0.45180198991688;0.191562993013133;0.201552732393776
"fascinating";0.042102885346901;0.0766495025495634;-0.00452409259018625;0.0102770253478819
"free";0.617695807815319;0.47172657122827;0.350167377276931;-0.172303215872017
"friendly";0.483635320087476;0.118136041597002;0.394071300130011;0.197483575977164
"generous";0.596419792133026;0.399333111152998;0.39168756363755;-0.000303813286233156
"gentle";0.69739294694688;0.31076795314039;0.00197281787141836;-0.0524988036637523
"genuine";0.435344098523818;-0.167329303549681;0.295127231068282;-0.157767282311168
"graceful";0.22978600897392;0.252927795014383;-0.0264569458789774;-0.183925843415788
"greatest";0.633830629496636;0.356398174305038;0.397246051775212;-0.120669511216613
"happier";0.140911307999572;0.365374822011348;-0.0360449567706404;-0.168330129773286
"happy";0.696557055850939;0.164062025533409;0.36606437526802;-0.0528881512060233
"heavenly";0.387252998098739;0.425999223448228;0.0173071359848068;-0.254366192489351
"honest";0.478483041628772;-0.145424882547095;-0.0330157166708931;0.0592945683611274
"humble";0.667171216036268;0.468996168880344;0.0892514416212827;0.0418213164699089
"improper";0.616044517056478;0.18104594524573;0.363070050329995;-0.101072743826757
"independent";-0.0102681047362632;-0.0617277427542657;-0.0725012871457779;0.0268573063817353
"individual";0.08927745510606;0.0518699211254856;0.4472495805259;-0.224520619986037
"intelligent";0.060168156900595;0.731381006465316;0.0704818475353636;-0.0885177938273858
"interesting";0.681755506874435;0.182637590213896;0.240755136158302;0.0760758918512033
"jest";-0.142936047512515;0.0452770185893271;0.180039292014089;0.063546374239438
"liberal";0.420781515985747;0.0887466899341998;-0.0500626899267621;0.135268103936589
"loose";-0.00225505753010851;-0.0761256085344911;0.0163393619498026;0.320928739057918
"married";0.308700570463388;-0.025478148514053;0.0493446710327231;0.414848975223953
"mature";0.435038263041048;-0.153748769429462;0.100202931343337;0.250368797475384
"mighty";-0.0436721069871006;0.292153878166519;0.155557415469561;0.278901421380633
"minded";0.482408098199594;0.0398484473303812;0.0395394925751081;-0.290926659249791
"modest";0.269567323374111;0.443034772178812;0.411247204753285;-0.305185689050446
"mysterious";0.639899453960704;0.285193332660268;0.137119423028315;-0.0153196678060988
"natural";0.626834015535624;0.455853883430055;0.14425831547452;0.190332536660466
"novel";0.0198875147820189;0.186096288433139;0.178890424917585;0.512270281222157
"obliged";0.142928205878187;0.268968092785839;0.33350967118925;0.112799279120644
"outrageous";0.319675206368117;0.0232532898209739;-0.0272938878804495;0.284893848525487
"passionate";0.436381626558186;-0.0542797592234851;0.234496935122053;0.370232833086346
"peaceful";0.24060037458823;-0.0545611720182409;0.226604002998134;0.210485547657914
"pleasant";0.713490380350129;0.281748607951055;-0.0369187543378757;-0.188127053207427
"polite";0.293659097371053;0.284981778646721;0.533288261974758;-0.0469106393220185
"powerful";0.539639688718321;0.386227755873964;-0.0873352776519513;-0.0525504147440896
"productive";0.344383715973151;0.214141784277809;0.441490238762639;-0.0831571668188696
"proud";0.526875880188042;0.118397524886637;0.429174888591057;0.381267156242516
"prudent";0.0231865594791009;0.187235203908796;0.389312573956984;0.118038384011951
"quiet";0.490976560727319;0.1871032342373;0.502270503003643;-0.264257259286908
"reasonable";0.179319855299173;0.28028169525861;0.0899951553404619;-0.327046732875992
"respected";0.540290613848501;0.0101663888880115;0.245528495604277;-0.276303497080247
"rich";0.570096235629627;-0.231081593822894;0.290886143294602;0.186215726130514
"sacred";0.122456028421896;0.00751711543339729;0.202913106484344;0.515539424511061
"safe";0.775774230000896;0.169027503561108;0.282605046956538;0.164347042543361
"shocked";0.459633528147547;0.343792220992658;0.165170311360208;0.0682804802054423
"sincere";0.497872311931257;0.335057070167657;0.131014333383261;-0.0991841577891367
"smart";0.591794088432519;0.226662939350359;0.119863986201541;0.266885850416591
"special";0.257503691734044;0.313626082442349;0.0748495893254356;-0.317645005111647
"strong";0.565648241634918;0.282338140380133;0.520754273204741;0.0823274470899555
"superior";0.599348614751161;0.0948805955676632;0.545229119495168;-0.00456268210090863
"surprising";0.665878127933363;0.210548153657479;0.0498045871767973;0.0127725989044893
"thoughtful";0.692725140194413;0.0187699033765904;0.130524435380591;0.00481711295255483
"unpleasant";0.575532891160252;0.378239240900076;0.0253967880929268;-0.160500203910188
"weak";0.694664050734734;0.355792840452561;0.37526670209531;-0.00573359736376623
"welcome";0.593913000210488;0.394562570966207;0.210926381766391;0.127595358174206
"worth";0.436512886030526;0.381076730933732;0.274540519967075;0.0754355927298049
"weaker";0.0280098066527436;-0.0580320789334244;0.618066382836987;0.186933140837237
"vulnerable";-0.00289330357142042;0.0961340474808393;0.353979298057122;-0.351489024560821
"pleasing";0.421833187532919;0.0455946279801573;0.00705821607194378;0.050455905593564
"secure";0.256377000112173;0.215342143611914;0.0870529326351617;0.138640890593347
"social";0.421106762091277;0.390924726883948;-0.0973540061591901;-0.0238781285980821
"united";0.764262558632721;-0.0169680840803744;-0.102106049080717;0.00025634955381569
"universal";0.322664975348115;0.0531043041564799;0.111161975566177;0.0624066750913632
"wealthy";0.417702653894656;0.205715764816542;-0.0463350984120016;0.153128734771018
"uncertain";-0.00365429774880829;-0.0414796155191322;0.129479684044161;0.403101296140203
"funny";0.092496354985146;-0.0716687616582719;0.0177363541045787;0.184353266341831
"responsible";-0.0318029876528044;-0.0881412205422386;0.130879893059288;-0.126616212205568
