"MR2";"MR1";"MR3";"MR4"
"#-cruel";0.116207345591662;0.0379809494645023;0.564264176768586;0.168645853875409
"#-determined";0.0687449173388965;0.0407652560369488;0.606930878127927;0.0125849262439986
"#-rich";-0.234848618504083;0.681314620455934;0.229047096243052;0.259137436506251
"accomplished";0.534155364023248;0.102021922637583;0.204735623247229;0.113250517359324
"accustomed";0.421691459003077;0.242267446855427;0.337827451795407;-0.122195474777665
"afraid";0.562929950490292;0.426367212313369;0.375486763357437;0.439814267233214
"alert";0.390253213899353;0.0016977356748259;0.0871834864419992;-0.159019284483154
"amusing";0.124836898822027;0.110662766152412;0.399884012839182;0.550868405946102
"appropriate";0.128522030878123;0.130199569208904;0.174219949564173;0.0945735473370423
"avoided";0.295346094498252;-0.0627559415545929;-0.000561425587209226;0.107394886927167
"beautiful";0.496473812949617;0.403623636923359;0.168657055881301;0.296785670648868
"best";0.397179815379369;0.459824488367945;0.460108258531306;0.444478873684893
"bustle";0.419535629439778;0.162619449922521;0.513095676971729;0.15499814998999
"calm";0.333483636095902;0.330257488236082;0.500379803886089;0.275142370824627
"capable";0.449742087930964;0.579072929617546;0.322076014260705;0.381296544240535
"careful";0.276878227150138;0.342507731540374;0.21514020421591;0.378138158205606
"cautious";0.337379736711483;0.123548934504269;0.554772328049326;0.0918699827610802
"charitable";0.0119514472021729;0.141565885590509;0.0787465187771198;0.494053048103261
"cheerful";0.596698857346696;0.405612682339675;0.270229675028937;0.263060270717622
"clever";0.587500296874561;0.367099965160574;0.389566134338106;0.203554746878708
"comfortable";0.550619188724233;0.54039172221809;0.328604171234772;0.359988893771204
"compassionate";-0.00884600592352875;0.337787158751268;-0.0858463418071594;0.463160314429239
"competent";0.156276178827059;0.0168741207140536;0.478443335338993;0.0351676233969765
"confident";0.0742593401044528;0.0965533292735435;0.56722351202927;0.230448258320125
"conviction";-0.00632925946568065;-0.0298071991195883;-0.0325818239106427;0.368699018800766
"corrupted";0.600740924932141;0.0934266696982914;0.120742473793618;0.19147116349958
"cruel";0.502682876277827;0.366905373903384;0.0944481866981177;0.0361121585767398
"curious";0.194359886611033;0.533014740383704;0.321893957570972;0.367128084418253
"dangerous";0.535691689435746;0.176453195455154;0.239858759164113;0.397158395575668
"delicate";0.304217615746524;0.266667621704251;0.163180916686923;0.121381546459369
"delicious";0.347060860061809;0.095506132864461;0.533287246827146;0.0868997726631249
"delight";0.0559420380332375;0.0323736813209507;0.607381458054933;0.0167974510599543
"delighted";0.630553002760841;0.455086293536322;0.126617727307859;0.238308202233503
"delightful";0.354474535176093;0.57013263361993;0.511777161378679;0.235549396447586
"determined";0.386532973934765;0.602571804229093;0.388687437559609;0.375055715706387
"different";0.498640333706162;0.515259778549802;0.48003439866246;0.239719943517126
"direct";0.197271215326058;0.347725886168844;0.48060822478331;0.452555461209826
"dramatic";0.155731753778462;0.689992348889342;-0.0651086487901123;-0.0310360272850398
"encouraging";0.384659633303284;0.303175257242509;0.530481962057805;-0.073215748106239
"entertaining";0.350203748986076;0.0823135464683649;0.180020790292706;0.392377745382921
"exciting";0.112674643802583;0.441414735678132;0.131661872253315;0.464394458468525
"expensive";0.504975442543465;0.300065305627451;0.36559845638267;0.194646757386436
"extraordinary";0.317919351972509;0.36251377649176;0.298063265009674;0.0612391952034787
"extreme";0.346244952309884;0.319329945869167;0.464986157762519;0.266511585750555
"fair";0.664659392538487;0.346300001649315;0.256854056611094;0.335454834537369
"faithful";-0.234848618504082;0.681314620455934;0.229047096243052;0.259137436506251
"familiar";0.274381635754221;0.719366544704629;0.229553662824751;-0.0392725076076703
"famous";0.328695169207127;0.202123220138043;0.173253720034775;0.358457560937006
"fancy";0.242385428762462;0.21964201528885;0.273267573918039;0.66885066022055
"feeling";-0.0319696311212986;-0.00968802398347466;0.00173373354989539;0.63953385025754
"free";0.557039037127355;0.339666426684923;0.0173121916304082;0.34612981331996
"friendly";0.435142588931291;0.495312880674615;0.24876749330818;0.496558101581631
"generous";0.0367869711426107;0.500057084239125;0.474154423205312;0.0391911857613742
"gentle";0.552697078552445;0.4651494722393;0.25135722493547;0.440126571379277
"genuine";0.226982412794688;0.187654106916753;0.613744123292541;0.421192888362301
"graceful";0.429934110076917;-0.0184771192453716;0.014318371656976;0.0706308464383339
"greatest";0.427097755393967;0.562417236035298;0.412688972545938;0.435779745849291
"happier";0.529787500474972;0.49419362937662;0.3724538763553;0.268564570458907
"happy";0.521467157574306;0.533597321629001;-0.010154270610033;0.500125480521099
"heavenly";0.358889016169625;0.0815293487995467;0.209021446594509;-0.0697074302400304
"honest";0.33617569567612;0.654578041681726;0.213749798499952;0.391705796616287
"humble";0.448731337046169;0.108961372871517;0.351061200355224;0.0758179766079495
"improper";0.48539370820671;0.311383307401885;0.232064661198031;0.441755107091671
"independent";0.317266945884855;0.698732049351036;0.213737075845069;0.241540144758427
"individual";0.142723645338591;0.395044596891343;-0.212828978485731;0.101087958628878
"intellectual";0.221224015600814;0.0852804201775979;0.309899906029468;0.190224298836867
"intelligent";0.308308265061402;0.20046784373784;0.281350124041867;0.0974134196360557
"interesting";0.647089538642468;0.379425485347088;0.454766140430053;0.10409553601205
"liberal";0.577783116331635;0.0450144210540029;0.100264906620164;0.138949932037846
"loyal";0.289437099785215;-0.0532964333586087;0.0109554149689587;-0.129775193803785
"married";0.449881611750943;0.333669054786165;-0.0465527464410369;0.407068372882552
"mighty";0.158313038987722;0.442095083918756;-0.0482320669021343;-0.0824420136926361
"minded";0.621163658911118;0.149750280429717;0.116259337106943;0.300786304074485
"modest";0.543585899907979;0.341578892632776;0.50873692015576;0.296431535591242
"moral";0.230057359332775;0.350746776684596;0.332591033244245;0.418654146642957
"natural";0.466958692796147;0.490646888494517;0.504474404401292;0.355309857367543
"neat";0.358352085540453;0.27032377302499;0.375204315452354;0.142541453564439
"obliged";0.390890113950206;0.0237770589369941;0.209639046109827;-0.114071907125247
"original";0.530886766426829;0.460297104656435;0.304686882384238;0.237314021640528
"playful";0.127187743025313;0.528217309222433;0.222271203081918;0.419075510799602
"pleasant";0.498551099144967;0.532453621858405;0.430920381683451;0.312931518937662
"pleasing";0.598960354380145;0.284374731835925;0.225442221436666;0.171052728770362
"polite";0.244464678141774;0.226337994469572;0.410229386125871;0.396518660176898
"popular";0.0944839101962367;0.0661040399191058;0.388925809234539;-0.0589728990644304
"powerful";0.215857738664408;0.411144028511395;0.20302653649158;-0.0126597392865986
"professional";-0.0061623906418761;0.112689882799412;0.637431393645516;0.36659183514656
"profitable";0.0269592117547955;0.595173757452848;-0.154026001692304;-0.0960730188774736
"proud";0.37429831075794;0.593078209476262;0.446541539864357;0.174426377265681
"prudent";0.159311081959819;0.388445376267785;0.231591786027769;0.29339853361529
"qualified";0.458547456405679;-0.0136761255392443;0.309988809705723;-0.137117391805209
"quiet";0.595327858408278;0.393030555770029;0.402693416214786;0.410993812547373
"reasonable";0.328771396539962;0.598374474030804;0.419603176988181;0.277602485664241
"religious";0.421691459003077;0.242267446855427;0.337827451795407;-0.122195474777665
"rich";0.511530784195203;0.301095696308004;0.170203529988913;0.539489846591798
"safe";0.493605287560249;0.529666158591287;0.366786753464823;0.166015178521208
"safer";0.0710629200650724;0.172354565493992;0.481208726164805;0.606446965390767
"secure";0.259863248329859;0.54921404506656;0.347303468560448;0.203403749019736
"selfish";0.387587823827125;0.528102200825212;0.367589131074587;0.146730593452779
"smart";0.505417758753001;0.284728181201941;0.179314450177845;0.117301929652266
"social";0.270950083761558;0.214468664363113;0.251900336614825;0.0468376049964617
"spontaneous";0.344494190146738;0.117376041245311;-0.125017681195665;0.139446568616081
"stable";0.704421006379923;0.10140003200656;0.153398592022762;0.362258581730884
"strong";0.537455097723599;0.426086404287039;0.396616671849168;0.436192799354001
"superior";0.511859053305818;0.40210598583368;0.416836454026648;0.0523845478208929
"surprising";0.385072120282695;0.19895430637819;0.292067449314786;0.371586484925847
"thoughtful";0.506886781006491;0.182717356821603;0.0899024783281974;0.489138231655989
"uncertain";0.393842787770945;0.375395642762016;0.261223374829205;-0.00421768306276458
"united";-0.157755705853681;0.47567574394418;0.39937823579953;0.345202933657372
"unpleasant";0.593348138586867;0.442904473797466;0.121221997582848;0.369304498024798
"unprecedented";0.112438619257861;0.0899811082364698;-0.0944148399546393;0.686162632510686
"weak";0.141205351432844;0.675878246771677;0.200610851886122;0.294656607258664
"welcome";0.674482341795534;0.38718977301352;0.270958732458871;0.244249243207286
"wise";0.148200452508081;0.31710336743099;-0.158055229065978;0.138769875569499
"weaker";-0.234848618504082;0.681314620455935;0.229047096243051;0.259137436506252
"respected";0.144667503939326;0.0235045379974096;0.474995579511621;0.434411161581617
"sincere";0.238422728544952;0.176365389390664;0.495130174947868;0.314839886062487
"worth";0.600099260788149;0.462040065037708;0.270375136782937;0.338107747301144
"shocked";0.0880293825168602;0.149703473951336;0.574182458484261;0.288338693473019
"sympathetic";0.172807724211094;0.569982373436574;0.357597343781252;0.222868173802734
"subordinate";-0.0209511424139986;0.168981059215854;0.372416569026956;0.257187941469166
"vulnerable";0.281482516213286;-0.0478752694683398;-0.0111728332820831;-0.144324910509936
"universal";-0.0069341204998349;0.328052304877804;0.396417916085709;0.451052556548986
"tidy";0.0559420380332375;0.0323736813209506;0.607381458054933;0.0167974510599543
"suited";0.156414197090808;0.0961427694663694;0.334064047437256;0.365550859224707
"threatening";0.26475178591445;0.123369561174846;0.373269102725928;-0.142786839924416
"standing";0.176668036154325;0.0647515046717722;0.646827068566245;-0.0763796995666719
