"MR1";"MR2"
"#-fair";0.0661246277912909;0.167975296862822
"#-respected";0.114513780666328;-0.0896588194318329
"#-rich";0.13274356918019;0.0688207274156916
"#-strong";0.0730034203091601;0.3347976727176
"#-worth";0.213699154696606;0.21354061288758
"accustomed";0.620534972829011;0.150466002736414
"afraid";0.717385732359791;0.434654851089733
"aggressive";-0.0612907431662551;0.202607021317404
"amusing";-0.11998734250757;0.177937386225375
"appropriate";0.520449897938858;0.347899236454774
"artistic";0.0120609365540888;0.363756622790968
"avoided";0.25242462589714;0.231588663591288
"beautiful";0.708094204023264;0.472757504049988
"best";0.586643218037691;0.539119656337595
"blessed";0.315853327203;0.387709347912915
"bored";-0.0390719120850264;0.351170757164592
"brave";0.371436297389735;0.166366699217197
"calm";0.287676512597755;0.451857753987257
"capable";0.687493948869374;0.240671693735211
"careful";0.332227189065238;0.658237824936722
"cautious";0.159497266522818;0.420107734802777
"charitable";0.383404834832517;0.304687714633595
"cheerful";0.728149323076999;0.276535967875298
"clean";0.512931478300706;0.549888682327458
"clever";0.479252512057291;0.122650676659263
"comfortable";0.658806698703998;0.49826981785349
"compassionate";0.270152770343826;0.0859525592135115
"competent";0.16688865298361;0.407131424632837
"complex";0.147060158968179;0.0903888805324683
"confident";0.421693023999898;0.160085353284151
"conventional";0.208474784350605;0.422011408398656
"corrupted";-0.0321002409513139;0.18734272717564
"coward";0.132763110240629;0.249697566415313
"cruel";0.53122710954818;0.622230966729974
"curious";0.314207532482458;0.724872806634764
"dangerous";0.664554061822311;0.115376315635893
"daring";0.480962124605013;0.0138052136565442
"defensive";0.0788597914096357;0.168592346093926
"delicate";0.730434410307682;0.278972199657869
"delicious";0.699905590121902;0.13892535858435
"delighted";0.637952692972051;0.0550024451183766
"delightful";0.694421512846831;0.211919750224039
"determined";0.321991705137524;0.539606209256926
"devout";0.264980771472525;0.058216401597267
"different";0.529592466783855;0.629964228855446
"direct";0.379096646232347;0.236608197804267
"diverse";0.186396557002262;0.110732489035979
"dramatic";0.452004504871224;0.115264531207544
"educational";0.0576084893520805;-0.0438186295052349
"effective";0.410104259108608;0.366226330783963
"energetic";0.188159949986086;0.216407698433495
"entertaining";0.0175639218376491;0.523154317613667
"enthusiastic";0.613664445111782;0.198107817657168
"exciting";0.136255291685602;-0.0567529654653573
"expensive";0.181904589749509;0.154255702304748
"extraordinary";0.669249285692021;0.331584508704853
"extreme";0.384033165503263;0.0600910714458714
"fair";0.645061475097395;0.48173684691175
"faithful";0.442456737363793;0.526899685887715
"familiar";0.571588358249035;0.341719097578765
"famous";0.406167765992145;0.0704363136005546
"fancy";0.148084440425396;0.431987400104908
"fascinating";0.539000350334902;0.0351253790319716
"free";0.644494409628755;0.492142339408255
"friendly";0.50552572138456;0.471125824126491
"generous";0.582991736494097;0.519990688014875
"gentle";0.611258794294291;0.2393958243351
"genuine";0.185382809801209;0.115143968321456
"graceful";0.530717520136726;0.0836489281746183
"greatest";0.292383962113153;0.724177527649645
"greedy";0.411726484538659;0.15149090063486
"happier";0.570736734980891;-0.00119239499584252
"happy";0.68652379302308;0.495189108527571
"harmless";0.572560331107493;0.091723829400313
"heavenly";0.470783069928792;0.0234397101538424
"helpful";0.0835177500411979;0.277796954023032
"holy";0.353550289280382;-0.184337950002285
"honest";0.558069540989843;0.587669805130351
"humble";0.559254755096977;0.329477964937407
"imposing";0.110648498883971;0.0643782958499739
"independent";0.425666051216746;0.478601843104453
"individual";0.538421523560193;0.234370940229246
"influential";0.289692699214636;0.185464568484892
"intellectual";0.28530819942584;0.132500438568357
"intelligent";0.103514366415611;0.374690010220348
"interesting";0.597778000428052;0.226265732326828
"intriguing";0.0457215656771622;0.139569767156826
"irregular";0.0661246277912906;0.167975296862822
"jest";-0.0706616810023553;0.135237735030057
"kindly";-0.0321002409513138;0.18734272717564
"knowing";0.119418210027742;0.112737846882086
"lead";0.00577915406955693;0.399044335841365
"learned";0.0723392305402952;0.361821252321769
"legal";0.177350233412069;0.430994177987341
"liberal";-0.00955884638820693;0.447929923682339
"loose";0.579526770903636;0.492190785018253
"loyal";0.276963869395022;0.170666772687698
"married";0.777839881254957;0.23672589761443
"mature";0.472580080955434;0.143762393065714
"mighty";0.656487213173491;-0.00632332617463717
"minded";0.515736433087458;0.216778366428779
"modest";0.54383891462004;0.488930879926822
"moral";0.481587974424666;0.448834370420287
"mysterious";0.732958132784837;0.26980147645415
"natural";0.700841312706808;0.435658577452117
"neat";0.35686718846406;0.376463977120397
"newer";0.346512788781428;0.198653134238395
"newest";0.0688582881099712;-0.024448498080415
"obliged";0.313933274608114;0.327649448266585
"official";0.411052394997826;0.56545786402645
"original";0.564304929010498;0.568813182267007
"passionate";0.336775472391631;0.536917655150289
"peaceful";0.474843257084905;0.539866130613387
"playful";0.624547988692537;0.268469412674561
"pleasant";0.691212420201586;0.461665792620415
"pleasing";-0.017416436692157;0.195321879843165
"polite";0.52571380317961;0.0829542296769814
