"MR1";"MR2";"MR3";"MR8";"MR6";"MR5";"MR4";"MR7";"MR9"
"#-happy";0.0549271181136717;0.0959585642137958;0.0000661819119739318;0.00294180057700105;-0.00171312769280265;0.686422940754095;-0.0283126425442336;-0.0313164981143475;0.0355272561803936
"#-interesting";0.171541964303087;0.192793247070429;0.0492245274251087;-0.113682201854275;-0.106259885734598;-0.170825885748955;-0.0173710772150205;0.476991340443831;0.250906874323162
"#-weak";0.14193783684486;0.0442256590797883;0.302190997581209;0.53466704456542;0.00569783307842256;0.25788490005802;0.00672750003613891;0.0522073680045411;0.0577415254700842
"#-worth";0.141846527754649;-0.12012924385983;-0.0620981897959188;0.40335643827204;-0.181952671069954;-0.0955250695330703;-0.0102431129911072;-0.104160269554959;-0.0812888320184498
"accomplished";0.406057710654486;-0.153703831917756;0.0391391433205088;-0.0562079576750386;0.231089485443774;-0.00465347572052973;-0.0329768695454164;0.177014928020216;0.285473280560322
"accustomed";0.639745858491161;0.379661667727846;0.130145314407008;0.218498652230576;0.160579274118101;0.0439674122441168;0.121429457160193;-0.0514034570442095;0.0211343104333265
"afraid";0.719054966998161;0.143924178059394;0.198918064071927;0.116618276971809;-0.111938915504449;-0.187292005709376;-0.0598277748096443;0.138625672633052;0.169010659901904
"amusing";0.358919162103587;-0.128259894128334;0.396870071500327;-0.0879351391140443;0.0806127998926096;0.0456987647393431;-0.0195243095439278;0.220511323906935;-0.310318604186222
"appetite";0.400970590464776;-0.0463418895427247;0.0950765675517453;-0.0321614823119459;0.24265170010039;0.000103075887340782;0.176124499921596;0.182160469226887;0.429898880310993
"appropriate";0.458056121242238;0.270723722821304;-0.129711029997149;0.0373255963003486;0.184387797587085;0.162117254414308;0.269474991558279;0.158923749099613;-0.209529079619252
"beautiful";0.790935904562724;0.0891448904427046;0.307633986447313;0.0164440837127057;0.154255464090061;-0.0590559660518886;-0.0193303235276248;-0.0495492120098481;0.0305433044611587
"best";0.621343351047102;0.378293384046847;0.29524211646367;0.213411284927311;-0.145687593272211;0.11715380720072;0.164197815662265;-0.000607076905539272;0.245236697438869
"blessed";0.740099016468638;0.115789980131726;0.00551681779598616;0.122958620721103;-0.0259267373348674;0.0951934820053812;-0.0141081195454606;0.208926072899522;-0.0126315588711098
"brave";0.747442012634363;0.295712490525102;-0.169144209771797;0.102904305531657;0.124083914402165;0.104581747278817;0.22271827842513;0.144845015355573;-0.0486286157153224
"bustle";0.473771813252552;0.13087526088085;-0.079146495790061;-0.182923066670941;0.195276983502983;-0.132328671410816;0.0449454390345814;0.0481674683307074;-0.294597009527781
"calm";0.67173881661833;0.0400233086067204;0.341639264577486;-0.0430142566507724;0.0876126185521945;0.095452176498473;0.0360777513438251;-0.0147006268088795;0.026345389972118
"capable";0.341677788304161;0.358473390259717;0.0264521520468962;0.151405119189664;0.297116412404756;-0.309230349000843;-0.0467921999542159;0.00712030108516788;0.0956333515690567
"careful";0.749179436563488;0.172477887765113;0.100708084832313;0.184463270148013;0.0925400872015825;0.105383471123043;-0.0180650983635607;0.00528368218332352;0.0685877391338307
"catholic";0.618832711293499;0.0820679020052085;-0.130137482797759;0.428412019991214;-0.253192338189339;-0.0886312044093944;-0.119283741730298;0.0481747057917748;-0.00670284985422041
