"MR3";"MR1";"MR8";"MR4";"MR2";"MR5";"MR10";"MR6";"MR7";"MR9"
"#-free";-0.147254012338729;0.322309995256208;0.11864932671369;0.366627602780768;-0.00451107654591157;0.335792238678072;0.0923857895323786;0.190586429438194;-0.13052554694971;0.0999955629465605
"#-happy";-0.137003619221097;0.0329725962194126;-0.00484328823852528;-0.061779445151954;0.294204168336225;0.110066801857664;0.0656811181177564;-0.144426710936321;0.702585166039752;0.038749742270925
"accustomed";0.294560690448857;0.400201804957165;0.161020782189568;0.100591655352012;-0.0492966421130936;0.411390797827805;0.340685520795161;0.0467979601678511;-0.0307186355045469;-0.0120729423172647
"afraid";0.599428525710497;0.477783426599033;0.0977272158146091;0.113622181234635;0.0689620437452471;0.220082487859739;0.0852157933649391;0.00657823645252077;0.053416360606123;0.0526760265607121
"alert";0.0596215022116425;0.46176805867874;-0.119791468388858;0.0140736075934802;0.221416719129664;-0.00577873191921862;0.12245075762005;-0.077398866857947;0.152881086773618;0.106519871384907
"appropriate";0.0554084305128916;0.113323715178157;0.262999690575979;-0.0687536547274733;0.875538183356121;-0.0172880165697863;-0.0207876190394735;0.0383560587493585;-0.0171054516088045;-0.00992398888450123
"beautiful";0.57213718271448;0.3496758020078;0.257144437756599;0.120427199067069;0.215147746863365;0.247117113888076;0.095080626760858;0.17243398355691;0.078779000959204;-0.0876483746327546
"best";0.444605191253042;0.306344567745367;0.215687951763992;0.226136361757906;0.046266010329482;0.335154552088437;0.234833143099685;0.122580388053001;0.0386143919553988;0.0977720581146901
"blessed";-0.0205048293583203;0.111234648471505;0.794556259420581;0.0410998847630721;0.271280150121083;0.00691829670846063;-0.0144135858376619;-0.122468137802571;0.143779152315867;-0.0146975605666863
"brave";0.314353997749223;0.550301016055839;0.371008940710408;0.12963982185038;0.0816033847069973;-0.0138051405590189;0.0937106969817666;0.236540718876985;0.0938068361781284;-0.0705482942725549
"calm";0.180945827904153;0.318831735413999;0.134229453753354;0.543312356013036;0.03217859706938;0.239698278157304;0.30218314255821;0.126670637511824;-0.0709291484514702;0.12428758785615
"capable";0.261113234707647;0.381847732646651;0.408479669902341;0.152319987966913;0.0954648301937613;0.239364555419947;0.418821270181274;0.0315791602050745;-0.100206183129875;-0.0147331434425289
"careful";0.366598194350408;-0.0383406379635785;-0.0514082155673533;0.149206921263563;-0.133972047437337;-0.0873095062423863;0.247862946834734;0.190953290297744;0.287621728747359;0.393419820689778
"cautious";-0.00128941273861127;-0.00722264758400695;0.244410724428677;0.10773620369989;0.0888644594042848;-0.0598507044785455;-0.0643190830864332;0.110758263935417;0.654156829753132;-0.130942353635743
"cheerful";0.127949805234682;0.0294082771899674;0.187330662852032;0.357847433265391;-0.0546577234939929;0.642285596057173;0.248901061596255;0.00223657825127662;-0.100380381109369;0.0819788996098899
"clean";0.226777043706838;0.0765213916416922;0.124701469715026;0.640673277460197;0.0413171879649891;-0.0319692508449169;0.133174533412367;0.111258533699485;0.0536972043485909;0.0311173615877184
"compassionate";0.290949123617617;0.213860403836425;-0.00288199660567972;0.213485487366662;0.332126399693668;0.379080715889129;-0.0116621278649476;0.108859950273747;0.357527956901399;-0.161634664209314
