"MR1";"MR3";"MR7";"MR2";"MR9";"MR4";"MR6";"MR5";"MR8";"MR10"
"#-beautiful";0.125220018480062;0.658501963699514;0.210125709912521;-0.0812155713693491;-0.0601744585049824;0.183108525567313;0.0491441517819215;0.0730639707369241;0.194189800959981;0.211399293839268
"accustomed";0.434588940117723;0.267332287677922;0.0779943682845054;0.106018259024836;0.472852179650214;0.207736889535487;0.133236125954981;0.0985101858465084;0.410813273822805;0.0764369500743692
"adventure";-0.0348242915198134;-0.0199597285156017;0.038088819815903;0.900029030906195;-0.00498228166091405;0.042065779304981;-0.0791455589633904;-0.0336356043997358;-0.0537414449527255;-0.0837448007462623
"afraid";0.0496516843030602;-0.11332873424017;0.00952703780692679;-0.110337902868614;-0.00634460840934143;-0.108314200782575;-0.1162376053833;0.720717173380482;-0.111212800416993;0.0323760161212511
"almighty";0.0282800705871399;0.752189855437488;0.171849113767839;-0.0667205254022384;-0.047227241604331;-0.0660173556851071;0.0438243416745671;0.022375182177906;-0.0312858613502794;0.193187756837529
"beautiful";0.714350810108562;0.182707022904253;0.307226490885352;0.150330909125761;0.131388592826357;0.0985961057591746;0.0695076884473887;0.0940848821070307;0.0150504163758146;0.143742726078821
"best";0.372606176339715;0.164129847613236;0.221803797830777;0.0987740885394351;0.0941274477734562;-0.0487319696915379;0.167126170716811;0.278785778420332;0.0749389615706768;0.252753228845951
"blessed";0.327449687157666;0.0639137711297975;0.280817871553223;0.180158994965471;-0.187353357010795;-0.170760738199517;0.237381674630205;0.11696066325643;-0.0903574260323522;0.138048868877371
"brave";0.188635713092898;0.692090322541299;0.242195920910856;-0.0312651581493066;-0.114787379209979;-0.1223048482701;0.0232072805839616;0.0053677025357907;0.0403747957348699;0.146862004123193
"calm";0.319110284969188;0.408363422567323;0.268472694939313;0.268761100997587;0.283233261870372;-0.0401023553231491;0.0959894487171523;0.146046764491418;-0.0933558580892474;0.252470958259979
"capable";0.65430799594783;0.364733552948065;0.161476901823946;0.123870283929832;0.33645402298187;0.0892874776020689;0.215822222476897;0.0711808978586512;0.0029428583135354;0.1368221563205
"cheerful";0.642563049205969;0.30695998373217;0.348988824340092;0.0447714339625478;0.0716934029918955;0.12181215180552;0.0932990334710568;0.0695673270562576;0.0534542461063248;0.346872111839486
"clean";0.822485895731332;-0.0657715171409159;0.0577774889001335;0.0135151106381773;-0.116776155745062;-0.0917841529384738;-0.018082399699197;0.181907620211927;0.0938430936745346;0.152719177500233
"clever";0.0782908378339394;-0.0177082364012192;0.00377401925889594;0.0319916688936071;-0.0633186429897821;0.778428518117939;-0.116583635673575;-0.079201171406009;0.00407998898345975;0.0112738401825064
"comfortable";0.325032350636617;-0.106901552140968;-0.0842773207799337;0.145285869266583;-0.121347275220719;0.223654862879418;0.461689859759626;0.354070138282461;0.117412957527669;0.0512101502344403
"competent";0.1210117593576;0.248611959538449;0.0602306675475832;-0.00937559527449269;-0.0557201311022067;-0.0628127608074988;0.0392977683237826;0.20598472679781;-0.0927342054563961;0.748892092415696
"complex";0.21099161719688;0.108050784914464;0.347556425285461;0.141682428006171;-0.0747848918766563;-0.0262418112724218;0.180365240771301;-0.0866095949801114;-0.206681611536355;0.200315190981028
"confident";0.186981029273377;0.00490232050512519;0.536099259991463;0.159860772840685;0.0476390928338305;0.0047648893292284;0.014839322403327;0.0173204061063832;-0.236740511461502;0.140871775172411
"cruel";0.323565788922884;0.0848654055593609;0.144224068286663;-0.0143637338686834;-0.077713197064656;0.782477815451099;0.0313393689589204;0.0219608417754389;0.0972982130923004;0.0300581154568774
"dangerous";0.114215222683658;0.370241925213696;0.316934847037361;0.066391422167549;-0.0330389764212425;-0.150097177164494;0.558133306780165;-0.133090754024296;0.0297941838030119;0.0524974992403194
"delicate";0.26937152730293;-0.0340669532449481;0.0341417456586636;-0.0759068048239938;-0.0117241221271741;0.0066469083297585;-0.156185629355773;-0.140798791769851;0.608174975923743;0.104690602310871
"delicious";0.286952694551055;0.315440281103238;0.182638827926032;-0.0483158813386296;-0.100479680285518;0.156289714686633;-0.0797056433453015;-0.10229694609063;0.157730091632256;0.549090865254568
"delighted";0.64946370592111;0.0813829774496182;0.0315368006870312;-0.0435438887596983;0.0573162789873711;0.208516200667627;0.057108451149871;0.068038245726001;0.412813168717949;-0.0417615577696547
"delightful";0.38668590527942;0.505480462325255;0.282049146535117;-0.0195406818953508;-0.0748527772590745;0.0369025462797522;-0.158142854838844;-0.123834362098292;-0.0101698514463337;0.383764097662172
"determined";-0.0298040832798903;0.038885725352266;-0.168122537679346;0.168097042641002;0.460831873944605;-0.00100536928619357;0.190077778732965;-0.0364744743136226;0.0396936534354045;0.169720902350176
"different";0.723419392750837;0.249710426140674;0.136401594255686;0.050210550103739;0.128576134362573;0.178463460381036;0.213041952379064;0.170488930830624;0.0660954207896532;0.0643921084325188
"direct";0.561539043955703;0.338151195364984;-0.104655622355021;-0.0947296192054738;-0.00857988458944627;0.253789637540919;0.057270297055979;0.172525490201687;0.17208272670221;-0.308896703861084
"encouraging";0.0251968159553966;-0.111725709106758;0.219258046536399;0.0896571381790199;0.711465377351625;-0.134978132664281;-0.0865637876182805;-0.0327150183570569;0.0456580455922367;-0.0134297289754116
"enthusiastic";0.481203507937445;0.058446469571327;0.125684872171132;-0.150447585768701;-0.0983795007145444;0.0809980348083563;-0.139743345794247;0.0152047706394122;0.442895224733456;-0.134166184025617
"exciting";0.521720372190236;0.469977433124793;0.00455786594718078;0.102625338466485;0.111205412263851;0.0671800708019374;0.286862567029576;0.062036777731888;0.363014612935554;-0.0670029538290718
"extraordinary";0.0914612286850857;0.081408992818112;0.670604875786;0.0892769772094817;0.0317226110675816;0.257135927467346;0.0389368511407028;0.103050077843047;0.204218716489744;0.0899167707679592
"extreme";0.680482689865155;0.18991965880415;0.140001367557217;0.114601212909269;0.170932998430399;0.144598627222063;0.163936847674472;0.0590346313483724;0.265548700447069;0.219127051840379
"fair";0.749430583881146;0.0144081098072975;0.250660007175638;0.0330574903383361;0.104184516576586;0.0702555932501536;-0.0350661686075393;0.0425395088408817;0.0310964961847965;0.241174861620017
"faithful";0.408548811957303;0.0519020447822704;-0.103048987987252;0.250247041352187;0.0697141661233948;0.265646975413473;-0.0362779315604854;-0.0737237433156079;-0.378263201518171;-0.175446570378771
"familiar";0.358728431867618;0.417299828453282;0.289764711700981;0.114571549355899;0.214561856570044;0.0247268236518863;0.0281421755311094;0.190734523799279;-0.111667394464426;0.36963293697893
"fancy";0.193236642723319;0.510962615339981;0.0772333960941152;0.159141533419801;-0.0292301487319005;0.202229009924373;-0.19901733650706;-0.102428464803973;-0.32118061323044;0.196706764026224
"free";0.427019192897853;0.388370596043385;0.40053389223095;0.16233229852712;0.122133542241285;0.0374454980011149;0.183925626948488;0.0811191577511557;0.193850382719393;0.220846129286485
"generous";0.34021333283269;0.199138564988109;0.0734320679125158;-0.090338627140885;0.244356113542933;0.29936593305807;0.287354403105463;0.549117958303989;0.184444927109726;0.128614370610031
"gentle";0.762408414206489;0.268325215577766;0.0956049851408978;-0.0100343914086568;0.117915635281794;-0.0833420592327484;0.060543699311432;0.0812187122886376;0.014378100051107;0.080698918108745
"greatest";0.649319129797157;0.276145302601447;0.233439495820975;0.263649110330011;0.036448558868506;0.0316763074453913;0.133475476267176;0.0887170892672656;0.105426913087423;0.0907222216964451
"happier";0.164289615117729;0.114081044022607;0.30636972821692;0.604591388434581;0.180226381058088;-0.0626435163243349;0.0993028532085897;-0.00914611267372219;-0.107896426037485;0.349308482368076
"happy";0.603166871865486;0.272812143184867;0.045672285603319;0.171055599471527;0.238493400713966;0.0227284571297752;0.0974693004099341;0.0530378730115912;0.1521579781231;0.0751103213701478
"harmless";0.269775181506325;0.359539724264566;0.256073729860756;-0.0658553676368763;-0.0584023819600214;0.0180019939315113;-0.0326448012815927;0.507683360862939;0.0496100796801884;0.0705940304750138
"heavenly";0.230697511265743;0.271797619983265;0.513465695477949;0.142295216764817;0.371371281123417;-0.131898547621859;-0.1207599463674;0.107868706711692;-0.177415791228356;0.0575820648104059
"historical";0.152640417535271;0.278232288058158;-0.101388703483485;0.215581740345356;-0.164031827253672;-0.141181529743026;0.0960648992107286;0.0892599733273366;0.178899769615361;-0.171418654091993
"holy";-0.034824291519814;-0.0199597285156006;0.0380888198159029;0.900029030906193;-0.00498228166091483;0.0420657793049803;-0.0791455589633904;-0.0336356043997362;-0.0537414449527255;-0.0837448007462627
"honest";-0.00675109201443656;0.332180966050779;-0.148904590178579;0.00128343480055505;-0.0498475252743751;-0.0800467780499227;-0.015876341332664;0.434775120333915;0.012844397907747;0.0625191625443523
"intellectual";0.0251968159553966;-0.111725709106758;0.219258046536399;0.0896571381790199;0.711465377351625;-0.134978132664281;-0.0865637876182806;-0.0327150183570568;0.0456580455922367;-0.0134297289754116
"interesting";0.110221093243388;0.398143620877488;0.461547188954379;-0.00307539376098759;0.131103941816502;-0.0304210139317206;0.168832205309646;-0.0918079672094269;0.389692054491824;-0.00567089180419712
"irregular";0.477149684744781;-0.136460878339124;-0.0651891689103468;0.0509972838354902;0.189245381777252;-0.153272934379099;0.576652410476834;-0.150046061700761;-0.112897937645988;-0.0855606456102673
"liberal";0.081173769212566;0.269733421064492;0.0437106446658566;0.00277831555045413;0.30527257515859;-0.00403008750648763;0.163812717896627;0.240270160243788;-0.0665409584193369;0.631745457568031
"loose";0.273554080874321;0.429623726925192;0.228626690240687;0.0578033754445876;0.21799640662897;-0.0530492675351216;0.402950781422268;0.134912331377821;-0.0456259719767718;0.0647278321645912
"married";0.0782908378339393;-0.0177082364012195;0.003774019258896;0.0319916688936073;-0.0633186429897822;0.778428518117939;-0.116583635673575;-0.0792011714060089;0.00407998898345984;0.0112738401825064
"mighty";0.459941823643802;0.589709987633035;0.266613445899083;-0.00623956598331946;0.00862530462093869;-0.0487000811611224;0.277287657930381;0.0344256955162624;0.150354922161485;0.091745901266026
"modest";0.0782908378339395;-0.0177082364012196;0.00377401925889599;0.0319916688936072;-0.0633186429897823;0.778428518117939;-0.116583635673575;-0.079201171406009;0.00407998898345987;0.0112738401825065
"moral";0.107000962469265;0.128388955518852;0.110082214587794;0.752546736722169;0.132408100796055;-0.0178650657114299;0.00544470710361081;-0.104127130657055;-0.0208690377883944;0.1819243069229
"mysterious";-0.0294055549574947;-0.0204293121886961;0.0703943447078036;0.725074268891582;0.444016462548567;0.0317005766543596;0.0639886844135586;-0.0402079376394309;-0.00987914504509623;0.0180286316651566
"natural";0.492200679410908;0.265408646605047;0.103630834201313;0.373187460347364;0.326170605270307;0.138546319691476;0.0680463262093335;-0.0779793947467416;-0.0971004403208996;0.209089067949889
"neat";0.298525653641855;0.209483542324717;0.00633390485125016;0.11697624448356;-0.0716935434306762;-0.187484156035859;0.0666123001835932;0.402947122775529;0.0646206794091125;0.220288376134294
"original";0.379291287652511;0.0507099776098763;0.00837290389912938;-0.0995473367090951;0.275744603990058;0.20663014968943;0.00247041955189661;0.0832422483831376;0.611340089461111;-0.0397138225973681
"passionate";0.157175017782336;-0.0250127119547652;0.252372326342566;0.0487877890072822;-0.19692178021846;-0.172456200722915;0.519133098461808;-0.0068757064432143;-0.123507375832667;0.0772390289070822
"peaceful";0.295429933005601;0.302367424771228;0.250880190626733;0.509007101575486;0.182459002691026;0.186727103455758;-0.0611927190960267;0.0361715326761121;-0.0572404741128149;-0.0668130111425909
"pleasant";0.565654335933364;0.0596354908713121;0.210219176367425;0.132199693210774;0.385927394019514;0.0476527133985965;0.13818242405366;0.096600558573085;0.297326989217797;0.311541802313159
