"MR1";"MR5";"MR4";"MR3";"MR2"
"#-free";-0.0481925280515755;0.26873261564782;0.451726922702823;0.371150034354378;-0.227098189754021
"#-profitable";0.131004996053654;0.135485670104993;-0.135163393495177;0.20594880068236;-0.153718120767138
"#-strong";0.100911370836956;-0.153020601718197;-0.0046832110720228;0.387469163890427;-0.00500681046080123
"#-worth";0.297127011997689;0.169552336913802;0.252636622034582;-0.0252347245151555;0.438525337488882
"accustomed";0.240885343244286;0.154678110601292;0.485129284892229;0.13148547553855;-0.26433145646194
"afraid";0.503514045063223;0.477855001805033;0.43644397128566;0.137416657273414;0.0888573859732676
"appropriate";0.435308566539059;0.311234628103329;0.127799081638891;-0.111004863011729;0.0128071995413293
"beautiful";0.306444120854255;0.442907312713026;0.509846419618527;0.354918363009227;0.0429737161543676
"best";0.216220238032481;0.584416341680904;0.349105757290221;0.365109862195215;-0.0936360058913701
"blessed";0.141029901579109;0.25259215780778;0.0997667397065071;0.0229965404543852;0.128086432888063
"brave";0.257662258937988;0.00657781172259816;0.0620428728620257;-0.0417496633618881;0.600953363962512
"calm";0.218756292618984;0.187022941602147;0.214021329834483;-0.0051474479485661;0.405331315448187
"capable";0.707198590191771;0.117009826615632;0.0985643461344996;0.173139682423032;0.132323665880319
"careful";0.426796348000594;0.221863792280913;-0.0381175307264781;0.567800567020718;-0.0247017469001678
"cautious";0.538263437909214;-0.0205494641877628;0.0731213125213914;-0.0956942859630204;0.0837848731007494
"cheerful";0.503789264213986;0.441870087187188;0.0999661838515626;0.318673003979669;-0.0240770915031146
"clean";0.590915189829685;0.174439092204008;0.115672139394016;0.333036991657417;0.0171233355134464
"clever";0.48027631436083;0.102397249157735;0.0421974491166782;0.259158437668494;-0.138976731305632
"comfortable";0.55214429340509;0.362131775276696;0.233124742086703;-0.000106868058741405;-0.0701695056738641
"compassionate";0.606839152366693;-0.0298900000013669;0.334029091509213;0.22292478109858;0.0139888124699812
"competent";0.309389933854108;-0.0625093128532399;0.45202584759836;0.112999864239248;-0.0110391878133518
"competitive";0.356784841770865;0.042953967380894;0.0783188372337136;-0.23779916553722;-0.00039857412870002
"confident";0.0422073352121295;-0.00594764037540971;0.0619628272335622;0.169833564047351;-0.129385454761453
"conventional";0.0893430885286015;0.617107556880705;-0.06762232842704;0.0451378123509714;0.172571006001885
"cruel";0.0702904209863106;0.056773728786723;0.311909447055445;0.397879395399429;0.198927771467312
"curious";0.507360666027355;0.47915977803166;0.211639690161449;0.231038254294106;0.0867813965638127
"dangerous";0.229009680799382;0.347358903093142;0.26633697612995;0.113462199359756;0.335821524891186
"delicate";0.408837387285091;0.315565083015978;0.309937951980698;-0.066704573843697;0.203123249789961
"delicious";0.450365070616062;0.355749798261362;0.108803470983704;-0.0901589333916512;-0.0320177006111774
"delighted";0.492962993700803;0.372988199731167;0.509414011426394;0.1183007062201;-0.0315009131140253
"delightful";0.44859153296277;0.338021059023239;-0.00820474790670215;-0.0785381836342792;0.157234065027276
"determined";0.644062133534537;0.190278513861948;0.108540833279739;0.0868419765831423;0.338400809995024
"different";0.459003292678787;0.567309170420927;0.327242150690118;-0.0540401135988545;-0.039451289268449
"direct";0.275429133265607;0.0617029642660515;0.639044348910746;0.0635214661698502;-0.185567381973043
"dominant";0.290156498274803;0.0175263880058945;-0.0372257713043625;-0.0425368191916751;0.591315392154838
"dramatic";0.0944506730853151;0.352607201706148;0.0341942659390498;-0.00343664013044766;-0.420646084054515
"educational";0.277803397554587;0.266052017490016;-0.00209077957309619;-0.20527356314635;-0.148844038180348
"efficient";-0.0471652682166437;0.0474736575577671;0.0625881078260402;0.0487287484128708;-0.14386783429756
"encouraging";0.262499329896688;0.058769633374772;0.320767446337775;0.292848746283981;0.24729835001997
"energetic";0.511965264964638;0.00929644746384324;-0.063173554465617;-0.0575881441559532;0.151155796262458
