"MR1";"MR4";"MR3";"MR2";"MR5";"MR8";"MR9";"MR7";"MR6"
"#-married";0.150707802533275;0.176457674790458;-0.00158782745357716;0.359894048337289;0.14365505246994;0.18012356906523;0.0694098235814176;-0.0541610711821716;0.480282782284786
"#-quiet";0.0871936567620947;0.0321313967771648;-0.147608648278005;0.0499620180542483;0.164735039137508;0.054556844494079;-0.0700407022745592;-0.0629196567449497;0.00598941155253756
"accomplished";0.158084058345823;0.0181574227209703;-0.00301749200310433;0.0968194832638196;0.174764593205822;0.738191420044094;0.225791157451516;0.0658875755181749;0.0705524348521674
"afraid";0.682244172778446;0.29497209197437;0.254322227327507;-0.0980342124398653;0.334399230280704;0.0354128416942139;0.0763937044044734;0.118018518290844;0.0853696585010647
"amusing";-0.0865216412987161;-0.0402941472440322;0.697058700627912;0.264588307994584;-0.097205792728909;0.13447665027039;0.0291539380597022;0.0614506108146187;0.0635959521837293
"appropriate";0.614548719531803;-0.094239704733809;0.0057494708784831;0.0546716924773704;0.00333225063726083;-0.047827249422301;0.125800574944745;-0.0875822384342052;-0.184973665796923
"beautiful";0.543989295089243;0.170438941525502;0.0290234337442527;-0.0775238345884753;0.398582030735752;0.244374924688538;0.380700643964345;-0.0559811185907384;0.174088637628557
"best";0.585479311659732;0.204207525505529;0.117114496216517;0.124793207761674;0.368153816814286;0.272239866181447;0.161283340702558;0.0322933135668173;-0.00285557861468794
"blessed";0.487461416561996;0.0257347306258657;-0.105890775003127;-0.0365388247615905;-0.256170078655653;0.231052568395678;-0.0353772429113767;-0.0772853105685922;-0.042654531573768
"calm";0.541449699449622;0.134743651221595;0.104812781641581;0.521871814862553;0.0856098382404782;0.121483823535403;0.082317353156351;0.161719962913905;0.0758654081067521
"capable";0.448419220071075;0.538130799661953;0.245632017813858;0.196640413092221;0.179027510376058;0.0636669273252945;0.113845704836738;0.149520518126573;-0.0415942274987749
"careful";0.339988093235397;0.100689786353776;0.542623924486755;0.0869567888047213;0.142082513523961;-0.0487713988388675;0.0331852920390578;0.107914556438573;0.21577292805448
"cautious";0.233148898660104;0.039396339311271;0.595927828588825;0.129485737011622;0.0526259208542853;0.0504408968592993;0.0282421741335916;0.0713872069817215;0.200228736135034
"cheerful";0.698780249962092;0.065560245642778;0.134339206068402;0.173256292323533;-0.0456535044503154;0.0866245734222404;0.017442299499963;0.206722659271154;0.0997930172793795
"clever";-0.000564876939130441;0.0707985283737514;0.459116296462714;0.541559729461208;-0.103719736026912;0.173777226654453;0.185599382850187;0.0445394048167342;-0.0362544460548507
"comfortable";0.67390693832677;0.227725504224431;0.316718932845552;0.0903712701756211;0.236318955598743;0.0357122029928182;0.00628245922227709;0.121444298073651;0.0319086954296513
"compassionate";0.280245208737772;0.503028083117783;0.330994083132616;-0.0749441077488335;0.128542036615721;0.00428833130659857;0.0160180829192645;-0.128115571667682;0.248203457207319
"confident";0.306522755007773;-0.127030482040456;-0.0241378553906153;0.698855824508022;0.0698128510865436;0.0368905401192246;-0.163489054605201;0.0934835708638989;-0.183246861023589
"cruel";0.488259667676256;0.486439760173082;0.0579379098166816;0.0643886666248952;0.124654579866062;-0.0605370907327302;0.0303080442581347;0.0610380642120352;0.0659931108102971
"curious";-0.0865216412987166;-0.040294147244032;0.697058700627913;0.264588307994586;-0.0972057927289094;0.13447665027039;0.0291539380597022;0.061450610814619;0.0635959521837292
"dangerous";0.298911023843625;0.209863471463831;0.515668582685201;-0.107406514616662;-0.151805376018112;-0.0993144742629382;-0.091684080697167;0.0770496584804017;0.120329932482456
"delicate";0.510177494791345;0.382546877733606;0.150206406888583;0.206856808504974;0.215270438948311;0.214245627965725;0.21768801442935;0.196436789551836;0.244838015911918
"delighted";0.492723236528903;0.288968239826873;0.528889511993963;0.108745800186428;0.118463612476002;0.222631618477699;0.125950656104852;0.23798474400618;0.117000776440829
"delightful";0.723482588411384;0.238615362810292;0.127356294873271;-0.0786695371444864;0.217821873969291;0.0578793552773612;0.234389840301608;-0.014509454784491;-0.00256861571721375
"determined";0.679141974322717;0.262932646819424;0.19092547981009;0.244003505458998;-0.0271440803492562;0.22816926541933;0.138047528594775;0.0216839695956869;0.37731290635137
"different";0.691970968508565;0.279134706722424;0.146367902442609;0.0878990614309913;0.135365923547254;0.225342865361466;0.170095277476946;0.213312652749416;0.121891031923639
"direct";0.240216259447346;0.298484109157539;0.430588325771139;0.122903481297562;-0.0543014077484874;0.444505956743351;-0.0787927627759935;0.13228582286737;-0.300421499465469
